G[1,1](Chloride >= 2.340 & HCO3 >= 0.825) [Discrimination Score: -10.000; Robustness + : -2.340; Robustness - : -2.340; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 10.437 | Hct <= 30.121) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](Platelets <= 167.923 -> WBC >= 0.098) [Discrimination Score: 7.000; Robustness + : -167.923; Robustness - : -167.923; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](((Hgb <= 3.760 | Hct <= 29.875) -> WBC >= 0.133) & Platelets >= 5.357) [Discrimination Score: 0.541; Robustness + : -30.191; Robustness - : -59.873; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 3.858 & Potassium <= 3.433) & Magnesium >= 0.098) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 1.631 & Potassium < 3.755) & Magnesium < 1.039) & Phosphate < 1.566) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2]((Phosphate >= 0.106 & Magnesium > 0.066) -> Calcium < 5.239) [Discrimination Score: -4.000; Robustness + : -5.239; Robustness - : -5.239; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 25.339) U[1,1] (SBP <= 120.069)) [Discrimination Score: 9.500; Robustness + : 120.069; Robustness - : 120.069; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 9.635 & Creatinine >= 0.017) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 1.475 & HCO3 >= 0.343) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 0.916 | Hct <= 4.401) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 158.378 -> WBC >= 0.056) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
