G[1,1](Chloride >= 3.047 & HCO3 >= 0.905) [Discrimination Score: -8.000; Robustness + : -3.047; Robustness - : -3.047; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 2.385 | Hct <= 13.085) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](Platelets <= 132.530 -> WBC >= 0.224) [Discrimination Score: 0.000; Robustness + : -132.530; Robustness - : -132.530; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](((Hgb <= 4.461 | Hct <= 8.144) -> WBC >= 0.194) & Platelets >= 4.522) [Discrimination Score: 0.000; Robustness + : -8.144; Robustness - : -8.144; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 7.178 & Potassium <= 5.259) & Magnesium >= 0.065) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((Calcium < 0.631 & Potassium < 1.245) & Magnesium < 2.066) & Phosphate < 0.758) [Discrimination Score: -0.000; Robustness + : 0.631; Robustness - : 0.631; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.004 & Magnesium > 0.068) -> Calcium < 4.104) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 15.934) U[0,1] (SBP <= 106.091)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 22.934 & Creatinine >= 0.055) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](Chloride >= 3.179 & HCO3 >= 1.616) [Discrimination Score: 0.000; Robustness + : -3.179; Robustness - : -3.179; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 1.160 | Hct <= 21.336) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 35.799 -> WBC >= 0.251) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 6.394 | Hct <= 26.163) -> WBC >= 0.102) & Platelets >= 6.159) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 1.822 & Potassium <= 2.685) & Magnesium >= 0.150) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](((Calcium < 8.572 & Potassium < 3.520) & Magnesium < 1.975) & Phosphate < 1.047) [Discrimination Score: -0.169; Robustness + : -3.248; Robustness - : 0.992; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2]((Phosphate >= 0.124 & Magnesium > 0.065) -> Calcium < 3.083) [Discrimination Score: 4.000; Robustness + : -3.083; Robustness - : -3.083; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 43.434) U[1,2] (SBP <= 100.263)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 45.628 & Creatinine >= 0.043) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 0.209 & HCO3 >= 0.457) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 5.339 | Hct <= 11.773) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 91.020 -> WBC >= 0.351) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 1.283 | Hct <= 17.183) -> WBC >= 0.292) & Platelets >= 6.141) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((Calcium <= 8.378 & Potassium <= 3.262) & Magnesium >= 0.023) [Discrimination Score: -0.175; Robustness + : -4.225; Robustness - : 0.217; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 3.675 & Potassium < 1.780) & Magnesium < 0.513) & Phosphate < 1.532) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0]((Phosphate >= 0.159 & Magnesium > 0.074) -> Calcium < 2.770) [Discrimination Score: 0.169; Robustness + : -2.691; Robustness - : -2.770; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 16.423) U[1,1] (SBP <= 150.242)) [Discrimination Score: 6.000; Robustness + : 150.242; Robustness - : 150.242; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 40.631 & Creatinine >= 0.055) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 2.854 & HCO3 >= 1.299) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 3.179 | Hct <= 22.962) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 92.508 -> WBC >= 0.143) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](((Hgb <= 8.875 | Hct <= 30.519) -> WBC >= 0.318) & Platelets >= 5.808) [Discrimination Score: -10.000; Robustness + : -30.519; Robustness - : -30.519; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 2.901 & Potassium <= 2.060) & Magnesium >= 0.106) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 3.326 & Potassium < 3.234) & Magnesium < 2.028) & Phosphate < 3.480) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2]((Phosphate >= 0.114 & Magnesium > 0.083) -> Calcium < 6.088) [Discrimination Score: -9.000; Robustness + : -6.088; Robustness - : -6.088; Percent Class + : 0.000; Percent Class - : 1.000]
