G[0,0](Chloride >= 6.741 & HCO3 >= 1.763) [Discrimination Score: -0.233; Robustness + : -6.398; Robustness - : -5.546; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 10.125 | Hct <= 12.100) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 241.798 -> WBC >= 0.714) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 2.706 | Hct <= 16.428) -> WBC >= 0.498) & Platelets >= 2.496) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 6.327 & Potassium <= 2.358) & Magnesium >= 0.227) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 3.533 & Potassium < 1.245) & Magnesium < 0.854) & Phosphate < 2.324) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.054 & Magnesium > 0.081) -> Calcium < 0.909) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 28.212) U[1,1] (SBP <= 129.700)) [Discrimination Score: 2.000; Robustness + : 129.700; Robustness - : 129.700; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](BUN <= 20.610 & Creatinine >= 0.018) [Discrimination Score: 4.000; Robustness + : -0.018; Robustness - : -0.018; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 2.180 & HCO3 >= 2.115) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 9.280 | Hct <= 38.420) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](Platelets <= 62.145 -> WBC >= 0.732) [Discrimination Score: -5.000; Robustness + : -62.145; Robustness - : -62.145; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 5.660 | Hct <= 11.019) -> WBC >= 0.775) & Platelets >= 2.634) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((Calcium <= 3.582 & Potassium <= 0.858) & Magnesium >= 0.005) [Discrimination Score: 0.000; Robustness + : -0.005; Robustness - : -0.005; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 3.620 & Potassium < 3.562) & Magnesium < 1.661) & Phosphate < 2.356) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.088 & Magnesium > 0.034) -> Calcium < 2.882) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 29.594) U[0,2] (SBP <= 51.347)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
