G[1,1](Chloride >= 1.032 & HCO3 >= 0.000) [Discrimination Score: -0.000; Robustness + : -1.032; Robustness - : -1.032; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 4.073 | Hct <= 20.556) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](Platelets <= 174.155 -> WBC >= 0.138) [Discrimination Score: -8.000; Robustness + : -174.155; Robustness - : -174.155; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](((Hgb <= 9.159 | Hct <= 14.433) -> WBC >= 0.683) & Platelets >= 1.112) [Discrimination Score: -5.000; Robustness + : -14.433; Robustness - : -14.433; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((Calcium <= 8.720 & Potassium <= 1.406) & Magnesium >= 0.053) [Discrimination Score: -1.500; Robustness + : -0.053; Robustness - : -0.053; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](((Calcium < 2.974 & Potassium < 3.469) & Magnesium < 1.715) & Phosphate < 0.000) [Discrimination Score: -0.275; Robustness + : -3.660; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.000 & Magnesium > 0.103) -> Calcium < 4.591) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 64.465) U[1,2] (SBP <= 169.490)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 22.305 & Creatinine >= 0.070) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 0.207 & HCO3 >= 0.000) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 3.782 | Hct <= 23.979) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 83.267 -> WBC >= 0.498) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 9.464 | Hct <= 23.912) -> WBC >= 0.057) & Platelets >= 4.534) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 1.610 & Potassium <= 1.635) & Magnesium >= 0.075) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 0.627 & Potassium < 2.436) & Magnesium < 1.558) & Phosphate < 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.000 & Magnesium > 0.112) -> Calcium < 1.993) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 7.593) U[0,1] (SBP <= 175.222)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](BUN <= 10.802 & Creatinine >= 0.011) [Discrimination Score: -0.240; Robustness + : -5.451; Robustness - : -0.011; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 0.653 & HCO3 >= 0.000) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 5.651 | Hct <= 5.090) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 92.268 -> WBC >= 0.619) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 2.634 | Hct <= 28.370) -> WBC >= 0.436) & Platelets >= 5.008) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 4.026 & Potassium <= 3.062) & Magnesium >= 0.070) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((Calcium < 3.785 & Potassium < 4.124) & Magnesium < 1.585) & Phosphate < 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.000 & Magnesium > 0.006) -> Calcium < 3.505) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 23.463) U[1,2] (SBP <= 156.961)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](BUN <= 32.503 & Creatinine >= 0.083) [Discrimination Score: 7.000; Robustness + : -0.083; Robustness - : -0.083; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 0.835 & HCO3 >= 0.000) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](Hgb <= 9.932 | Hct <= 17.828) [Discrimination Score: -2.500; Robustness + : 17.828; Robustness - : 17.828; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Platelets <= 189.455 -> WBC >= 0.374) [Discrimination Score: 0.111; Robustness + : -187.570; Robustness - : -189.455; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](((Hgb <= 9.454 | Hct <= 27.618) -> WBC >= 0.733) & Platelets >= 6.586) [Discrimination Score: -7.000; Robustness + : -27.618; Robustness - : -27.618; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 5.629 & Potassium <= 1.499) & Magnesium >= 0.109) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 8.388 & Potassium < 4.301) & Magnesium < 2.200) & Phosphate < 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.000 & Magnesium > 0.043) -> Calcium < 7.465) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 44.023) U[0,2] (SBP <= 159.038)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](BUN <= 21.520 & Creatinine >= 0.054) [Discrimination Score: -0.667; Robustness + : -0.054; Robustness - : -0.054; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 1.008 & HCO3 >= 0.000) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 6.480 | Hct <= 15.643) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 189.452 -> WBC >= 0.382) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((Hgb <= 2.747 | Hct <= 27.614) -> WBC >= 0.481) & Platelets >= 8.186) [Discrimination Score: 2.500; Robustness + : -27.614; Robustness - : -27.614; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((Calcium <= 0.916 & Potassium <= 1.323) & Magnesium >= 0.064) [Discrimination Score: 0.000; Robustness + : -0.064; Robustness - : -0.064; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](((Calcium < 2.442 & Potassium < 0.740) & Magnesium < 0.410) & Phosphate < 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0]((Phosphate >= 0.000 & Magnesium > 0.086) -> Calcium < 8.792) [Discrimination Score: 0.281; Robustness + : -8.142; Robustness - : -8.792; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 58.059) U[2,2] (SBP <= 180.547)) [Discrimination Score: -8.000; Robustness + : 180.547; Robustness - : 180.547; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](BUN <= 13.718 & Creatinine >= 0.025) [Discrimination Score: -0.238; Robustness + : -5.251; Robustness - : -0.025; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](Chloride >= 1.071 & HCO3 >= 0.000) [Discrimination Score: -4.000; Robustness + : -1.071; Robustness - : -1.071; Percent Class + : 1.000; Percent Class - : 0.000]
