G[0,0](Chloride >= 0.375 & HCO3 >= 0.828) [Discrimination Score: 0.828; Robustness + : 0.000; Robustness - : -0.828; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 6.693 | Hct <= 20.036) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 77.312 -> WBC >= 0.587) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 6.067 | Hct <= 11.179) -> WBC >= 0.305) & Platelets >= 0.581) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((Calcium <= 4.571 & Potassium <= 1.008) & Magnesium >= 0.058) [Discrimination Score: 0.660; Robustness + : 0.000; Robustness - : -0.467; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 3.181 & Potassium < 3.437) & Magnesium < 0.828) & Phosphate < 1.515) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2]((Phosphate >= 0.016 & Magnesium > 0.067) -> Calcium < 3.466) [Discrimination Score: 3.466; Robustness + : 0.000; Robustness - : -3.466; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 55.867) U[0,1] (SBP <= 94.348)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 9.150 & Creatinine >= 0.035) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 8.549 & HCO3 >= 0.931) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 1.824 | Hct <= 23.345) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](Platelets <= 25.896 -> WBC >= 0.392) [Discrimination Score: 25.896; Robustness + : 0.000; Robustness - : -25.896; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 7.975 | Hct <= 20.758) -> WBC >= 0.519) & Platelets >= 1.126) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 6.399 & Potassium <= 4.987) & Magnesium >= 0.116) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((Calcium < 1.720 & Potassium < 0.879) & Magnesium < 1.670) & Phosphate < 1.139) [Discrimination Score: -0.879; Robustness + : 0.000; Robustness - : 0.879; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0]((Phosphate >= 0.136 & Magnesium > 0.169) -> Calcium < 4.747) [Discrimination Score: 4.747; Robustness + : 0.000; Robustness - : -4.747; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 54.605) U[0,2] (SBP <= 105.394)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 3.908 & Creatinine >= 0.044) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](Chloride >= 10.356 & HCO3 >= 0.663) [Discrimination Score: 10.356; Robustness + : 0.000; Robustness - : -10.356; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Hgb <= 4.219 | Hct <= 19.048) [Discrimination Score: -19.048; Robustness + : 0.000; Robustness - : 19.048; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 158.015 -> WBC >= 1.125) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 3.468 | Hct <= 20.608) -> WBC >= 0.696) & Platelets >= 16.686) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 7.261 & Potassium <= 2.853) & Magnesium >= 0.134) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 6.317 & Potassium < 1.772) & Magnesium < 0.420) & Phosphate < 2.534) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
