G[2,2](Chloride >= 2.568 & HCO3 >= 0.838) [Discrimination Score: -1.000; Robustness + : -2.568; Robustness - : -2.568; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 1.141 | Hct <= 24.430) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 78.936 -> WBC >= 0.447) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 10.720 | Hct <= 17.710) -> WBC >= 0.200) & Platelets >= 4.764) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 1.622 & Potassium <= 3.819) & Magnesium >= 0.020) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 7.978 & Potassium < 2.563) & Magnesium < 0.275) & Phosphate < 0.412) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.029 & Magnesium > 0.133) -> Calcium < 3.225) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 47.178) U[2,2] (SBP <= 112.390)) [Discrimination Score: -2.667; Robustness + : 112.390; Robustness - : 112.390; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 21.699 & Creatinine >= 0.034) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 4.190 & HCO3 >= 0.623) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 9.023 | Hct <= 5.256) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
