G[1,1](SMBGperDayPtMeterCombo >= 2.495 & BGTestAvgNumPtRep >= 3.229) [Discrimination Score: 0.000; Robustness + : -3.229; Robustness - : -3.229; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](HbA1c >= 3.542 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](GFR <= 53.491 -> BUN >= 8.847) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2]((WeightKg >= 26.775 | bmi >= 10.556) -> UnitsInsBasalOrLongAct <= 26.024) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.320) U[0,1] (BGTestAvgNumPtRep <= 4.612)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](SMBGperDayPtMeterCombo >= 2.841 & BGTestAvgNumPtRep >= 3.323) [Discrimination Score: -1.000; Robustness + : -1.823; Robustness - : -1.323; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](HbA1c >= 5.082 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](GFR <= 58.008 -> BUN >= 3.146) [Discrimination Score: 0.000; Robustness + : -58.008; Robustness - : -58.008; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2]((WeightKg >= 13.795 | bmi >= 3.882) -> UnitsInsBasalOrLongAct <= 25.550) [Discrimination Score: 0.000; Robustness + : -25.550; Robustness - : -25.550; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.833) U[0,2] (BGTestAvgNumPtRep <= 4.555)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](SMBGperDayPtMeterCombo >= 1.276 & BGTestAvgNumPtRep >= 3.326) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](HbA1c >= 4.260 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](GFR <= 79.431 -> BUN >= 9.269) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2]((WeightKg >= 12.717 | bmi >= 3.608) -> UnitsInsBasalOrLongAct <= 20.199) [Discrimination Score: 0.000; Robustness + : -20.199; Robustness - : -20.199; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.239) U[1,2] (BGTestAvgNumPtRep <= 3.778)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](SMBGperDayPtMeterCombo >= 1.806 & BGTestAvgNumPtRep >= 3.244) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](HbA1c >= 8.246 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 1.000; Robustness + : 3.500; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](GFR <= 63.541 -> BUN >= 0.249) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
