G[1,2](SMBGperDayPtMeterCombo >= 2.588 & BGTestAvgNumPtRep >= 1.804) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](HbA1c >= 6.788 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](GFR <= 24.091 -> BUN >= 4.601) [Discrimination Score: 0.000; Robustness + : -24.091; Robustness - : -24.091; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2]((WeightKg >= 18.418 | bmi >= 0.990) -> UnitsInsBasalOrLongAct <= 15.620) [Discrimination Score: 0.000; Robustness + : -15.620; Robustness - : -15.620; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.667) U[2,2] (BGTestAvgNumPtRep <= 5.921)) [Discrimination Score: 0.000; Robustness + : 5.921; Robustness - : 5.921; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](SMBGperDayPtMeterCombo >= 2.120 & BGTestAvgNumPtRep >= 2.313) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](HbA1c >= 6.331 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](GFR <= 38.897 -> BUN >= 10.199) [Discrimination Score: -1.003; Robustness + : -69.577; Robustness - : -39.260; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2]((WeightKg >= 17.977 | bmi >= 2.676) -> UnitsInsBasalOrLongAct <= 15.959) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 2.632) U[2,2] (BGTestAvgNumPtRep <= 2.832)) [Discrimination Score: 0.000; Robustness + : 2.832; Robustness - : 2.832; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](SMBGperDayPtMeterCombo >= 1.259 & BGTestAvgNumPtRep >= 0.424) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
