G[0,0](SMBGperDayPtMeterCombo >= 2.348 & BGTestAvgNumPtRep >= 1.337) [Discrimination Score: 37.000; Robustness + : 17.163; Robustness - : -1.337; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](HbA1c >= 1.352 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](GFR <= 42.541 -> BUN >= 6.550) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2]((WeightKg >= 43.128 | bmi >= 12.881) -> UnitsInsBasalOrLongAct <= 24.260) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 5.329) U[1,1] (BGTestAvgNumPtRep <= 6.658)) [Discrimination Score: 0.000; Robustness + : 6.658; Robustness - : 6.658; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](SMBGperDayPtMeterCombo >= 4.324 & BGTestAvgNumPtRep >= 2.135) [Discrimination Score: 0.000; Robustness + : -4.324; Robustness - : -4.324; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](HbA1c >= 2.601 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](GFR <= 30.300 -> BUN >= 2.587) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0]((WeightKg >= 4.000 | bmi >= 2.718) -> UnitsInsBasalOrLongAct <= 24.298) [Discrimination Score: 1.000; Robustness + : -22.298; Robustness - : -24.298; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 1.314) U[0,2] (BGTestAvgNumPtRep <= 12.486)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](SMBGperDayPtMeterCombo >= 1.910 & BGTestAvgNumPtRep >= 3.870) [Discrimination Score: 0.000; Robustness + : -3.870; Robustness - : -3.870; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](HbA1c >= 1.266 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](GFR <= 44.990 -> BUN >= 4.829) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1]((WeightKg >= 18.774 | bmi >= 16.222) -> UnitsInsBasalOrLongAct <= 14.192) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 6.767) U[0,2] (BGTestAvgNumPtRep <= 5.638)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](SMBGperDayPtMeterCombo >= 8.941 & BGTestAvgNumPtRep >= 2.170) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](HbA1c >= 1.943 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](GFR <= 42.918 -> BUN >= 5.145) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1]((WeightKg >= 8.706 | bmi >= 11.178) -> UnitsInsBasalOrLongAct <= 13.984) [Discrimination Score: 0.000; Robustness + : -13.984; Robustness - : -13.984; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 2.623) U[0,2] (BGTestAvgNumPtRep <= 10.494)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](SMBGperDayPtMeterCombo >= 8.342 & BGTestAvgNumPtRep >= 1.384) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](HbA1c >= 3.004 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](GFR <= 26.583 -> BUN >= 7.824) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1]((WeightKg >= 51.717 | bmi >= 2.942) -> UnitsInsBasalOrLongAct <= 17.844) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
