G[0,1](SMBGperDayPtMeterCombo >= 0.000 & BGTestAvgNumPtRep >= 0.485) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](HbA1c >= 11.092 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](GFR <= 0.000 -> BUN >= 8.179) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2]((WeightKg >= 57.200 | bmi >= 22.077) -> UnitsInsBasalOrLongAct <= 21.177) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.000) U[0,2] (BGTestAvgNumPtRep <= 1.932)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](SMBGperDayPtMeterCombo >= 0.000 & BGTestAvgNumPtRep >= 0.530) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](HbA1c >= 11.546 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: -7.000; Robustness + : 0.000; Robustness - : 7.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](GFR <= 0.000 -> BUN >= 7.745) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0]((WeightKg >= 58.143 | bmi >= 22.214) -> UnitsInsBasalOrLongAct <= 12.209) [Discrimination Score: 3.509; Robustness + : 0.000; Robustness - : -3.509; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.000) U[1,2] (BGTestAvgNumPtRep <= 0.987)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](SMBGperDayPtMeterCombo >= 0.000 & BGTestAvgNumPtRep >= 0.190) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
