G[2,2](SMBGperDayPtMeterCombo >= 2.176 & BGTestAvgNumPtRep >= 3.441) [Discrimination Score: 0.000; Robustness + : -3.441; Robustness - : -3.441; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](HbA1c >= 4.356 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](GFR <= 25.886 -> BUN >= 3.160) [Discrimination Score: -0.997; Robustness + : -51.734; Robustness - : -25.693; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2]((WeightKg >= 35.576 | bmi >= 2.364) -> UnitsInsBasalOrLongAct <= 10.604) [Discrimination Score: 0.000; Robustness + : -10.604; Robustness - : -10.604; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.349) U[0,1] (BGTestAvgNumPtRep <= 4.613)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](SMBGperDayPtMeterCombo >= 1.231 & BGTestAvgNumPtRep >= 1.909) [Discrimination Score: 0.000; Robustness + : -1.909; Robustness - : -1.909; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](HbA1c >= 2.025 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](GFR <= 32.878 -> BUN >= 7.898) [Discrimination Score: 0.000; Robustness + : -32.878; Robustness - : -32.878; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2]((WeightKg >= 28.357 | bmi >= 14.077) -> UnitsInsBasalOrLongAct <= 13.639) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.460) U[0,1] (BGTestAvgNumPtRep <= 3.736)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](SMBGperDayPtMeterCombo >= 2.920 & BGTestAvgNumPtRep >= 0.271) [Discrimination Score: 0.000; Robustness + : -2.920; Robustness - : -2.920; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](HbA1c >= 0.812 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](GFR <= 24.902 -> BUN >= 2.074) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
