G[1,1](SMBGperDayPtMeterCombo >= 0.637 & BGTestAvgNumPtRep >= 0.174) [Discrimination Score: 0.000; Robustness + : -0.637; Robustness - : -0.637; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](HbA1c >= 5.652 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](GFR <= 18.740 -> BUN >= 7.249) [Discrimination Score: -0.402; Robustness + : -89.084; Robustness - : -80.751; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2]((WeightKg >= 29.300 | bmi >= 7.336) -> UnitsInsBasalOrLongAct <= 33.586) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.000) U[1,2] (BGTestAvgNumPtRep <= 1.069)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](SMBGperDayPtMeterCombo >= 0.052 & BGTestAvgNumPtRep >= 0.596) [Discrimination Score: 0.000; Robustness + : -0.596; Robustness - : -0.596; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](HbA1c >= 2.213 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](GFR <= 22.401 -> BUN >= 0.599) [Discrimination Score: 0.000; Robustness + : -22.401; Robustness - : -22.401; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1]((WeightKg >= 4.959 | bmi >= 12.568) -> UnitsInsBasalOrLongAct <= 27.161) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.000) U[0,2] (BGTestAvgNumPtRep <= 2.958)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](SMBGperDayPtMeterCombo >= 0.486 & BGTestAvgNumPtRep >= 0.736) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](HbA1c >= 4.317 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](GFR <= 44.832 -> BUN >= 16.834) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2]((WeightKg >= 45.626 | bmi >= 1.722) -> UnitsInsBasalOrLongAct <= 27.168) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.000) U[0,0] (BGTestAvgNumPtRep <= 1.643)) [Discrimination Score: 33.357; Robustness + : 35.000; Robustness - : 1.643; Percent Class + : 0.000; Percent Class - : 1.000]
