G[2,2](SMBGperDayPtMeterCombo >= 4.000 & BGTestAvgNumPtRep >= 0.382) [Discrimination Score: 0.000; Robustness + : -4.000; Robustness - : -4.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](HbA1c >= 5.606 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](GFR <= 22.589 -> BUN >= 24.169) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2]((WeightKg >= 44.744 | bmi >= 18.706) -> UnitsInsBasalOrLongAct <= 8.970) [Discrimination Score: 0.000; Robustness + : -8.970; Robustness - : -8.970; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.281) U[0,1] (BGTestAvgNumPtRep <= 3.894)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](SMBGperDayPtMeterCombo >= 4.000 & BGTestAvgNumPtRep >= 0.932) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](HbA1c >= 5.633 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](GFR <= 33.136 -> BUN >= 1.656) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2]((WeightKg >= 43.669 | bmi >= 19.507) -> UnitsInsBasalOrLongAct <= 17.363) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 1.353) U[1,2] (BGTestAvgNumPtRep <= 3.563)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](SMBGperDayPtMeterCombo >= 4.000 & BGTestAvgNumPtRep >= 1.018) [Discrimination Score: 0.000; Robustness + : -4.000; Robustness - : -4.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](HbA1c >= 5.474 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](GFR <= 42.008 -> BUN >= 2.092) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0]((WeightKg >= 45.790 | bmi >= 18.932) -> UnitsInsBasalOrLongAct <= 15.282) [Discrimination Score: -0.461; Robustness + : 1.825; Robustness - : 9.718; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 1.498) U[0,1] (BGTestAvgNumPtRep <= 3.675)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](SMBGperDayPtMeterCombo >= 4.000 & BGTestAvgNumPtRep >= 1.306) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](HbA1c >= 6.091 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](GFR <= 30.086 -> BUN >= 24.381) [Discrimination Score: 0.000; Robustness + : -30.086; Robustness - : -30.086; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2]((WeightKg >= 45.521 | bmi >= 19.886) -> UnitsInsBasalOrLongAct <= 10.441) [Discrimination Score: 0.000; Robustness + : -10.441; Robustness - : -10.441; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 1.194) U[2,2] (BGTestAvgNumPtRep <= 3.887)) [Discrimination Score: 0.000; Robustness + : 3.887; Robustness - : 3.887; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](SMBGperDayPtMeterCombo >= 4.000 & BGTestAvgNumPtRep >= 2.203) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](HbA1c >= 5.650 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](GFR <= 32.226 -> BUN >= 12.696) [Discrimination Score: -2.574; Robustness + : -192.804; Robustness - : -132.304; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2]((WeightKg >= 44.168 | bmi >= 20.103) -> UnitsInsBasalOrLongAct <= 9.252) [Discrimination Score: 0.000; Robustness + : -9.252; Robustness - : -9.252; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 1.740) U[0,2] (BGTestAvgNumPtRep <= 3.355)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](SMBGperDayPtMeterCombo >= 4.000 & BGTestAvgNumPtRep >= 2.952) [Discrimination Score: 0.000; Robustness + : -4.000; Robustness - : -4.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](HbA1c >= 6.127 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](GFR <= 26.962 -> BUN >= 4.455) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2]((WeightKg >= 42.319 | bmi >= 18.908) -> UnitsInsBasalOrLongAct <= 11.058) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.194) U[0,1] (BGTestAvgNumPtRep <= 3.405)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](SMBGperDayPtMeterCombo >= 4.000 & BGTestAvgNumPtRep >= 1.329) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](HbA1c >= 5.746 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](GFR <= 30.306 -> BUN >= 7.427) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1]((WeightKg >= 42.791 | bmi >= 19.086) -> UnitsInsBasalOrLongAct <= 8.852) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.975) U[0,0] (BGTestAvgNumPtRep <= 3.828)) [Discrimination Score: 13.198; Robustness + : 17.025; Robustness - : 3.828; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](SMBGperDayPtMeterCombo >= 4.000 & BGTestAvgNumPtRep >= 0.328) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](HbA1c >= 6.086 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](GFR <= 41.345 -> BUN >= 16.187) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2]((WeightKg >= 45.272 | bmi >= 20.253) -> UnitsInsBasalOrLongAct <= 15.331) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.706) U[0,2] (BGTestAvgNumPtRep <= 3.424)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](SMBGperDayPtMeterCombo >= 4.000 & BGTestAvgNumPtRep >= 1.743) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](HbA1c >= 5.456 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](GFR <= 31.186 -> BUN >= 25.788) [Discrimination Score: -2.574; Robustness + : -179.712; Robustness - : -119.212; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2]((WeightKg >= 43.043 | bmi >= 19.350) -> UnitsInsBasalOrLongAct <= 17.633) [Discrimination Score: 0.000; Robustness + : -17.633; Robustness - : -17.633; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 1.669) U[0,2] (BGTestAvgNumPtRep <= 3.360)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](SMBGperDayPtMeterCombo >= 4.000 & BGTestAvgNumPtRep >= 0.163) [Discrimination Score: 1.000; Robustness + : 1.837; Robustness - : -0.163; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](HbA1c >= 5.406 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](GFR <= 26.511 -> BUN >= 17.261) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1]((WeightKg >= 45.227 | bmi >= 18.970) -> UnitsInsBasalOrLongAct <= 10.052) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.520) U[0,1] (BGTestAvgNumPtRep <= 3.821)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Pt_InsGov < 0.800 & Pt_SHFlg = 0.257) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](age >= 69.911 & Pt_SHFlg = 0.221) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](diabDur >= 59.066 & Pt_SHFlg = 0.206) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](Triglyc < 265.436 & Pt_SHFlg = 0.985) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
