G[0,0](SMBGperDayPtMeterCombo >= 1.099 & BGTestAvgNumPtRep >= 1.697) [Discrimination Score: 0.000; Robustness + : -1.697; Robustness - : -1.697; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](HbA1c >= 7.461 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](GFR <= 0.000 -> BUN >= 1.725) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2]((WeightKg >= 41.868 | bmi >= 18.243) -> UnitsInsBasalOrLongAct <= 34.707) [Discrimination Score: 0.000; Robustness + : -34.707; Robustness - : -34.707; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.882) U[1,2] (BGTestAvgNumPtRep <= 6.159)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](SMBGperDayPtMeterCombo >= 1.496 & BGTestAvgNumPtRep >= 0.442) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](HbA1c >= 8.152 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](GFR <= 0.000 -> BUN >= 2.064) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2]((WeightKg >= 47.469 | bmi >= 17.635) -> UnitsInsBasalOrLongAct <= 30.149) [Discrimination Score: 0.000; Robustness + : -30.149; Robustness - : -30.149; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 1.230) U[1,2] (BGTestAvgNumPtRep <= 5.075)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](SMBGperDayPtMeterCombo >= 0.246 & BGTestAvgNumPtRep >= 0.259) [Discrimination Score: 0.000; Robustness + : -0.259; Robustness - : -0.259; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](HbA1c >= 8.205 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](GFR <= 0.000 -> BUN >= 1.250) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2]((WeightKg >= 42.983 | bmi >= 16.651) -> UnitsInsBasalOrLongAct <= 26.610) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 2.016) U[2,2] (BGTestAvgNumPtRep <= 5.591)) [Discrimination Score: 0.000; Robustness + : 5.591; Robustness - : 5.591; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](SMBGperDayPtMeterCombo >= 0.685 & BGTestAvgNumPtRep >= 0.563) [Discrimination Score: 0.000; Robustness + : -0.563; Robustness - : -0.563; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](HbA1c >= 8.047 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](GFR <= 0.000 -> BUN >= 4.626) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2]((WeightKg >= 39.711 | bmi >= 18.522) -> UnitsInsBasalOrLongAct <= 41.019) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 1.828) U[1,2] (BGTestAvgNumPtRep <= 4.880)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
