G[1,1](SMBGperDayPtMeterCombo >= 1.514 & BGTestAvgNumPtRep >= 1.106) [Discrimination Score: 0.000; Robustness + : -1.514; Robustness - : -1.514; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](HbA1c >= 7.172 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](GFR <= 41.870 -> BUN >= 2.565) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1]((WeightKg >= 83.896 | bmi >= 24.847) -> UnitsInsBasalOrLongAct <= 37.056) [Discrimination Score: 0.000; Robustness + : -37.056; Robustness - : -37.056; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.057) U[0,1] (BGTestAvgNumPtRep <= 3.593)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](SMBGperDayPtMeterCombo >= 0.541 & BGTestAvgNumPtRep >= 2.299) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](HbA1c >= 8.630 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](GFR <= 65.109 -> BUN >= 6.028) [Discrimination Score: 52.344; Robustness + : -65.628; Robustness - : -117.972; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0]((WeightKg >= 82.674 | bmi >= 25.122) -> UnitsInsBasalOrLongAct <= 49.305) [Discrimination Score: -1.400; Robustness + : -43.805; Robustness - : -42.405; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.094) U[1,2] (BGTestAvgNumPtRep <= 3.927)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](SMBGperDayPtMeterCombo >= 1.544 & BGTestAvgNumPtRep >= 1.183) [Discrimination Score: 0.000; Robustness + : -1.544; Robustness - : -1.544; Percent Class + : 1.000; Percent Class - : 0.000]
