G[1,1](SMBGperDayPtMeterCombo >= 3.148 & BGTestAvgNumPtRep >= 0.371) [Discrimination Score: 0.000; Robustness + : -3.148; Robustness - : -3.148; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](HbA1c >= 8.037 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](GFR <= 0.000 -> BUN >= 14.768) [Discrimination Score: 71.593; Robustness + : -0.639; Robustness - : -72.232; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2]((WeightKg >= 53.540 | bmi >= 21.363) -> UnitsInsBasalOrLongAct <= 9.029) [Discrimination Score: 0.000; Robustness + : -9.029; Robustness - : -9.029; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.992) U[0,0] (BGTestAvgNumPtRep <= 3.379)) [Discrimination Score: 0.000; Robustness + : 3.379; Robustness - : 3.379; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](SMBGperDayPtMeterCombo >= 3.776 & BGTestAvgNumPtRep >= 0.721) [Discrimination Score: 0.000; Robustness + : -0.721; Robustness - : -0.721; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](HbA1c >= 7.882 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](GFR <= 0.000 -> BUN >= 15.494) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0]((WeightKg >= 49.597 | bmi >= 21.359) -> UnitsInsBasalOrLongAct <= 10.767) [Discrimination Score: -24.100; Robustness + : -10.767; Robustness - : 13.333; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 1.493) U[1,1] (BGTestAvgNumPtRep <= 4.797)) [Discrimination Score: 0.000; Robustness + : 4.797; Robustness - : 4.797; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](SMBGperDayPtMeterCombo >= 3.555 & BGTestAvgNumPtRep >= 2.258) [Discrimination Score: 0.000; Robustness + : -2.258; Robustness - : -2.258; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](HbA1c >= 7.721 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](GFR <= 0.000 -> BUN >= 14.759) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0]((WeightKg >= 50.974 | bmi >= 20.943) -> UnitsInsBasalOrLongAct <= 2.691) [Discrimination Score: -23.634; Robustness + : -2.691; Robustness - : 20.943; Percent Class + : 1.000; Percent Class - : 0.000]
