G[2,2](SMBGperDayPtMeterCombo >= 7.562 & BGTestAvgNumPtRep >= 10.730) [Discrimination Score: 0.000; Robustness + : -10.730; Robustness - : -10.730; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](HbA1c >= 4.427 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](GFR <= 55.379 -> BUN >= 20.027) [Discrimination Score: 0.000; Robustness + : -55.379; Robustness - : -55.379; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1]((WeightKg >= 47.701 | bmi >= 18.532) -> UnitsInsBasalOrLongAct <= 6.908) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 8.207) U[0,0] (BGTestAvgNumPtRep <= 11.153)) [Discrimination Score: 4.000; Robustness + : 4.153; Robustness - : 0.153; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](SMBGperDayPtMeterCombo >= 8.309 & BGTestAvgNumPtRep >= 10.301) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](HbA1c >= 4.803 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](GFR <= 45.188 -> BUN >= 21.963) [Discrimination Score: 0.000; Robustness + : -45.188; Robustness - : -45.188; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1]((WeightKg >= 48.541 | bmi >= 18.575) -> UnitsInsBasalOrLongAct <= 6.089) [Discrimination Score: 0.000; Robustness + : -6.089; Robustness - : -6.089; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 7.427) U[0,1] (BGTestAvgNumPtRep <= 11.734)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](SMBGperDayPtMeterCombo >= 7.911 & BGTestAvgNumPtRep >= 10.122) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](HbA1c >= 4.921 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
