G[1,2](SMBGperDayPtMeterCombo >= 1.572 & BGTestAvgNumPtRep >= 1.835) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](HbA1c >= 7.238 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](GFR <= 66.890 -> BUN >= 10.253) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0]((WeightKg >= 28.033 | bmi >= 12.438) -> UnitsInsBasalOrLongAct <= 14.009) [Discrimination Score: -26.448; Robustness + : -14.009; Robustness - : 12.438; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 3.003) U[2,2] (BGTestAvgNumPtRep <= 3.903)) [Discrimination Score: 0.000; Robustness + : 3.903; Robustness - : 3.903; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](SMBGperDayPtMeterCombo >= 2.328 & BGTestAvgNumPtRep >= 1.964) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](HbA1c >= 7.392 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](GFR <= 46.931 -> BUN >= 11.368) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2]((WeightKg >= 17.032 | bmi >= 9.885) -> UnitsInsBasalOrLongAct <= 11.932) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 1.503) U[2,2] (BGTestAvgNumPtRep <= 3.811)) [Discrimination Score: 0.000; Robustness + : 3.811; Robustness - : 3.811; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](SMBGperDayPtMeterCombo >= 2.853 & BGTestAvgNumPtRep >= 2.707) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](HbA1c >= 7.482 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: -6.900; Robustness + : 0.000; Robustness - : 6.900; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](GFR <= 47.538 -> BUN >= 11.325) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1]((WeightKg >= 47.028 | bmi >= 20.617) -> UnitsInsBasalOrLongAct <= 16.275) [Discrimination Score: 0.000; Robustness + : -16.275; Robustness - : -16.275; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.943) U[0,0] (BGTestAvgNumPtRep <= 4.951)) [Discrimination Score: 29.212; Robustness + : 16.557; Robustness - : 1.951; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](SMBGperDayPtMeterCombo >= 2.941 & BGTestAvgNumPtRep >= 2.381) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](HbA1c >= 7.342 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: -6.900; Robustness + : 0.000; Robustness - : 6.900; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](GFR <= 39.962 -> BUN >= 11.685) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2]((WeightKg >= 52.200 | bmi >= 22.843) -> UnitsInsBasalOrLongAct <= 12.185) [Discrimination Score: 0.000; Robustness + : -12.185; Robustness - : -12.185; Percent Class + : 1.000; Percent Class - : 0.000]
