G[2,2](SMBGperDayPtMeterCombo >= 4.644 & BGTestAvgNumPtRep >= 0.268) [Discrimination Score: 0.000; Robustness + : -4.644; Robustness - : -4.644; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](HbA1c >= 4.467 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](GFR <= 25.482 -> BUN >= 7.739) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2]((WeightKg >= 59.688 | bmi >= 22.734) -> UnitsInsBasalOrLongAct <= 14.159) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 2.934) U[0,2] (BGTestAvgNumPtRep <= 6.508)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](SMBGperDayPtMeterCombo >= 5.303 & BGTestAvgNumPtRep >= 3.038) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](HbA1c >= 4.431 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](GFR <= 24.350 -> BUN >= 10.560) [Discrimination Score: 0.000; Robustness + : -24.350; Robustness - : -24.350; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2]((WeightKg >= 63.157 | bmi >= 22.844) -> UnitsInsBasalOrLongAct <= 13.827) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 0.913) U[1,1] (BGTestAvgNumPtRep <= 6.801)) [Discrimination Score: 0.000; Robustness + : 6.801; Robustness - : 6.801; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](SMBGperDayPtMeterCombo >= 4.054 & BGTestAvgNumPtRep >= 1.262) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
