G[1,1](SMBGperDayPtMeterCombo >= 4.027 & BGTestAvgNumPtRep >= 4.055) [Discrimination Score: 0.000; Robustness + : -4.055; Robustness - : -4.055; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](HbA1c >= 8.290 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](GFR <= 91.125 -> BUN >= 9.652) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2]((WeightKg >= 48.767 | bmi >= 32.340) -> UnitsInsBasalOrLongAct <= 64.359) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 1.423) U[0,2] (BGTestAvgNumPtRep <= 6.177)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](SMBGperDayPtMeterCombo >= 4.142 & BGTestAvgNumPtRep >= 2.968) [Discrimination Score: 0.000; Robustness + : -4.142; Robustness - : -4.142; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](HbA1c >= 7.345 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](GFR <= 79.511 -> BUN >= 3.470) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2]((WeightKg >= 49.769 | bmi >= 31.111) -> UnitsInsBasalOrLongAct <= 88.735) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 1.666) U[0,2] (BGTestAvgNumPtRep <= 6.253)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](SMBGperDayPtMeterCombo >= 4.024 & BGTestAvgNumPtRep >= 1.065) [Discrimination Score: 0.000; Robustness + : -4.024; Robustness - : -4.024; Percent Class + : 1.000; Percent Class - : 0.000]
