G[1,1](SMBGperDayPtMeterCombo >= 2.238 & BGTestAvgNumPtRep >= 1.054) [Discrimination Score: 0.000; Robustness + : -2.238; Robustness - : -2.238; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](HbA1c >= 9.876 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](GFR <= 0.000 -> BUN >= 1.386) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2]((WeightKg >= 35.026 | bmi >= 17.020) -> UnitsInsBasalOrLongAct <= 20.789) [Discrimination Score: 0.000; Robustness + : -20.789; Robustness - : -20.789; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 1.474) U[0,0] (BGTestAvgNumPtRep <= 3.642)) [Discrimination Score: 9.942; Robustness + : 19.526; Robustness - : -0.358; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](SMBGperDayPtMeterCombo >= 1.194 & BGTestAvgNumPtRep >= 0.132) [Discrimination Score: 0.000; Robustness + : 3.868; Robustness - : 3.868; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](HbA1c >= 9.072 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](GFR <= 0.000 -> BUN >= 0.604) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2]((WeightKg >= 35.133 | bmi >= 17.096) -> UnitsInsBasalOrLongAct <= 28.641) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 1.166) U[1,2] (BGTestAvgNumPtRep <= 2.864)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](SMBGperDayPtMeterCombo >= 1.855 & BGTestAvgNumPtRep >= 1.785) [Discrimination Score: 0.000; Robustness + : 2.215; Robustness - : 2.215; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](HbA1c >= 8.896 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](GFR <= 0.000 -> BUN >= 0.669) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2]((WeightKg >= 33.724 | bmi >= 17.336) -> UnitsInsBasalOrLongAct <= 17.578) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 2.247) U[2,2] (BGTestAvgNumPtRep <= 2.128)) [Discrimination Score: 0.000; Robustness + : 2.128; Robustness - : 2.128; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](SMBGperDayPtMeterCombo >= 2.384 & BGTestAvgNumPtRep >= 0.687) [Discrimination Score: 0.000; Robustness + : -2.384; Robustness - : -2.384; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](HbA1c >= 8.990 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](GFR <= 0.000 -> BUN >= 0.422) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0]((WeightKg >= 38.849 | bmi >= 16.961) -> UnitsInsBasalOrLongAct <= 20.558) [Discrimination Score: 11.600; Robustness + : -8.958; Robustness - : -20.558; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 2.797) U[0,2] (BGTestAvgNumPtRep <= 2.027)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](SMBGperDayPtMeterCombo >= 1.161 & BGTestAvgNumPtRep >= 0.873) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](HbA1c >= 9.613 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](GFR <= 0.000 -> BUN >= 0.954) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1]((WeightKg >= 36.272 | bmi >= 16.333) -> UnitsInsBasalOrLongAct <= 18.074) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 3.099) U[1,1] (BGTestAvgNumPtRep <= 3.553)) [Discrimination Score: 0.000; Robustness + : 3.553; Robustness - : 3.553; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](SMBGperDayPtMeterCombo >= 3.413 & BGTestAvgNumPtRep >= 0.353) [Discrimination Score: 0.000; Robustness + : -3.413; Robustness - : -3.413; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](HbA1c >= 8.636 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](GFR <= 0.000 -> BUN >= 0.905) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2]((WeightKg >= 38.830 | bmi >= 16.797) -> UnitsInsBasalOrLongAct <= 18.106) [Discrimination Score: 0.000; Robustness + : -18.106; Robustness - : -18.106; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 1.958) U[1,2] (BGTestAvgNumPtRep <= 3.801)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](SMBGperDayPtMeterCombo >= 2.597 & BGTestAvgNumPtRep >= 0.929) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](HbA1c >= 9.683 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](GFR <= 0.000 -> BUN >= 0.403) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2]((WeightKg >= 33.019 | bmi >= 17.069) -> UnitsInsBasalOrLongAct <= 20.932) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 2.927) U[0,1] (BGTestAvgNumPtRep <= 3.416)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](SMBGperDayPtMeterCombo >= 1.189 & BGTestAvgNumPtRep >= 0.748) [Discrimination Score: 0.000; Robustness + : -1.189; Robustness - : -1.189; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](HbA1c >= 9.519 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](GFR <= 0.000 -> BUN >= 0.561) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2]((WeightKg >= 32.060 | bmi >= 17.434) -> UnitsInsBasalOrLongAct <= 30.019) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 2.619) U[0,0] (BGTestAvgNumPtRep <= 3.543)) [Discrimination Score: 9.419; Robustness + : 18.381; Robustness - : -0.457; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](SMBGperDayPtMeterCombo >= 2.487 & BGTestAvgNumPtRep >= 0.732) [Discrimination Score: 0.000; Robustness + : 3.268; Robustness - : 3.268; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](HbA1c >= 8.656 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](GFR <= 0.000 -> BUN >= 1.360) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1]((WeightKg >= 32.368 | bmi >= 16.499) -> UnitsInsBasalOrLongAct <= 18.037) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 3.385) U[2,2] (BGTestAvgNumPtRep <= 3.419)) [Discrimination Score: 0.000; Robustness + : 3.419; Robustness - : 3.419; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](SMBGperDayPtMeterCombo >= 2.179 & BGTestAvgNumPtRep >= 1.151) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](HbA1c >= 9.202 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](GFR <= 0.000 -> BUN >= 0.685) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2]((WeightKg >= 32.293 | bmi >= 17.288) -> UnitsInsBasalOrLongAct <= 22.280) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 3.072) U[0,1] (BGTestAvgNumPtRep <= 3.014)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](Pt_InsGov >= 0.183 -> Pt_SHFlg = 0.801) [Discrimination Score: 0.000; Robustness + : 0.183; Robustness - : 0.183; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](BUN < 1.534 & Pt_SHFlg = 0.200) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Triglyc >= 10.514 -> Pt_SHFlg = 0.392) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](LDL >= 17.978 -> Pt_SHFlg = 0.263) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((HDL >= 6.959) U[0,1] (Pt_SHFlg = 0.964)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](TSH >= 0.101 & Pt_SHFlg = 0.001) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((BGTestAvgNumPtRep <= 2.237) U[0,1] (Pt_SHFlg = 0.872)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((TotChol > 17.956) U[1,1] (Pt_SHFlg = 0.407)) [Discrimination Score: 0.000; Robustness + : -0.407; Robustness - : -0.407; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](TotalDailyInsPerKg <= 0.546 -> Pt_SHFlg = 0.792) [Discrimination Score: 0.000; Robustness + : -0.546; Robustness - : -0.546; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](BldPrSys <= 108.472 -> Pt_SHFlg = 0.128) [Discrimination Score: 0.000; Robustness + : -108.472; Robustness - : -108.472; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Pt_A1cGoalLev >= 0.941 & Pt_SHFlg = 0.340) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](HbA1c < 11.595 & Pt_SHFlg = 0.574) [Discrimination Score: -4.712; Robustness + : -28.023; Robustness - : -0.574; Percent Class + : 0.000; Percent Class - : 1.000]
((bmiZscore >= -0.161) U[1,2] (Pt_SHFlg = 0.204)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((bmiPerc < 0.508) U[0,1] (Pt_SHFlg = 0.545)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](AlbCreatRat_mggNew <= 9.250 -> Pt_SHFlg = 0.995) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](WeightKg <= 42.344 & Pt_SHFlg = 0.742) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](HeightCm <= 155.571 -> Pt_SHFlg = 0.251) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((NumPumpBolusOrShortAct >= 1.471) U[0,1] (Pt_SHFlg = 0.271)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](age < 12.715 & Pt_SHFlg = 0.652) [Discrimination Score: -4.685; Robustness + : -27.946; Robustness - : -0.652; Percent Class + : 1.000; Percent Class - : 0.000]
((BldPrDia >= 60.083) U[0,2] (Pt_SHFlg = 0.603)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](bmi < 17.739 & Pt_SHFlg = 0.841) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](HbA1cImputeDtMnC >= 25.810 & Pt_SHFlg = 0.933) [Discrimination Score: 0.000; Robustness + : -25.810; Robustness - : -25.810; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](UnitsInsBasalOrLongAct <= 23.959 & Pt_SHFlg = 0.697) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](BGTestAvgNumMeter <= 4.288 & Pt_SHFlg = 0.694) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](diabDur > 3.193 -> Pt_SHFlg = 0.643) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((SMBGperDayPtMeterCombo >= 2.637) U[1,2] (Pt_SHFlg = 0.185)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Pt_CGMUseNumDays <= 0.000) U[1,1] (Pt_SHFlg = 0.183)) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Pt_FatherT1D > 0.000) U[0,1] (Pt_SHFlg = 0.231)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Pt_MotherT1D >= 0.000 -> Pt_SHFlg = 0.985) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Pt_SiblingT1D <= 0.000 -> Pt_SHFlg = 0.896) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Pt_ChildT1D >= 0.000 & Pt_SHFlg = 0.736) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((Pt_GrandchildT1D > 0.000) U[0,0] (Pt_SHFlg = 0.765)) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](Pt_GrandparentT1D <= 0.000 -> Pt_SHFlg = 0.861) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((DirectLDL > 0.000) U[0,2] (Pt_SHFlg = 0.486)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](AutonomicNeuroCl > 0.000 & Pt_SHFlg = 0.731) [Discrimination Score: 0.000; Robustness + : -0.731; Robustness - : -0.731; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](Pt_DKAFlg > 0.000 & Pt_SHFlg = 0.411) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((GFR >= 0.000) U[2,2] (Pt_SHFlg = 0.835)) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](diagAgeCombo < 6.000 -> Pt_SHFlg = 0.453) [Discrimination Score: 0.000; Robustness + : -6.000; Robustness - : -6.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Pt_A1cGoalLevelDsYr5 < 0.000) U[0,2] (Pt_SHFlg = 0.196)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](((bmiPerc <= 0.572 -> bmiZscore >= -0.273) | TotChol <= 0.194) -> LDL <= 0.057) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](((diabDur >= 4.725 & HbA1cImputeDtMnC >= 28.285) -> BUN >= 10.854) -> AlbCreatRat_mggNew >= 27.624) [Discrimination Score: 0.000; Robustness + : -10.854; Robustness - : -10.854; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](((age <= 12.917 & HeightCm <= 156.452) | Pt_SHFlg >= 148.424) & Pt_ChildT1D <= 157.013) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((HeightCm <= 152.096) U[0,1] (WeightKg <= 40.954)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0]((age <= 12.555 | HbA1cImputeDtMnC >= 6.526) | Pt_A1cGoalLev <= 35.869) [Discrimination Score: 0.000; Robustness + : 29.869; Robustness - : 29.869; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](((HbA1cImputeDtMnC <= 59.037 | HeightCm <= 167.834) -> BGTestAvgNumMeter <= 158.808) & age <= 164.196) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2]((age >= 10.088 | WeightKg >= 38.065) & BldPrDia <= 44.347) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((age <= 13.509) U[2,2] (diabDur >= 3.861)) [Discrimination Score: 0.000; Robustness + : 13.509; Robustness - : 13.509; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2]((diabDur <= 6.122 | HeightCm >= 146.985) & BGTestAvgNumPtRep >= 149.049) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](((HbA1cImputeDtMnC <= 56.508 & WeightKg <= 44.129) | BldPrSys <= 45.630) | BGTestAvgNumPtRep >= 39.606) [Discrimination Score: 0.000; Robustness + : 45.630; Robustness - : 45.630; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2]((BGTestAvgNumPtRep <= 2.961 -> Pt_InsGov >= 0.443) & Triglyc >= 0.483) [Discrimination Score: 0.000; Robustness + : -2.961; Robustness - : -2.961; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((diabDur >= 5.140 | WeightKg <= 52.815) -> Pt_InsGov >= 36.660) | bmi >= 39.861) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](bmi >= 17.153 & WeightKg <= 41.301) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](((NumPumpBolusOrShortAct <= 4.447 & UnitsInsBasalOrLongAct <= 18.007) | BUN <= 16.466) -> AutonomicNeuroCl >= 12.344) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((age <= 12.930 -> bmi >= 17.279) & BGTestAvgNumMeter >= 17.429) -> Pt_GrandparentT1D <= 18.168) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2]((AlbCreatRat_mggNew <= 10.608 & UnitsInsBasalOrLongAct >= 1.790) -> Pt_GrandchildT1D <= 23.239) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((bmi >= 17.446) U[0,1] (diabDur >= 4.369)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2]((bmi >= 17.295 | HeightCm <= 157.512) & HeightCm <= 153.166) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((bmi >= 16.559 & HbA1cImputeDtMnC >= 12.775) -> HDL <= 59.846) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((HbA1cImputeDtMnC <= 55.262 -> UnitsInsBasalOrLongAct >= 1.731) | diabDur >= 5.042) | SMBGperDayPtMeterCombo <= 24.479) [Discrimination Score: 0.000; Robustness + : 24.479; Robustness - : 24.479; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](diabDur <= 7.348 | UnitsInsBasalOrLongAct <= 27.624) [Discrimination Score: 0.000; Robustness + : 27.624; Robustness - : 27.624; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](diabDur >= 4.014 & NumPumpBolusOrShortAct >= 1.010) [Discrimination Score: -1.000; Robustness + : -1.010; Robustness - : -0.010; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2]((age <= 12.294 -> UnitsInsBasalOrLongAct >= 1.198) -> diabDur >= 6.761) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](((AlbCreatRat_mggNew <= 9.268 | NumPumpBolusOrShortAct <= 3.439) | Pt_SHFlg >= 0.196) -> Pt_SiblingT1D >= 2.493) [Discrimination Score: -4.457; Robustness + : -28.401; Robustness - : -2.439; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](((HbA1cImputeDtMnC >= 28.365 | NumPumpBolusOrShortAct >= 0.215) -> WeightKg >= 1.122) -> Triglyc >= 2.128) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((HeightCm >= 143.118) U[0,0] (UnitsInsBasalOrLongAct <= 30.385)) [Discrimination Score: -11.600; Robustness + : 18.785; Robustness - : 30.385; Percent Class + : 0.000; Percent Class - : 1.000]
