G[0,2](SMBGperDayPtMeterCombo >= 10.817 & BGTestAvgNumPtRep >= 9.293) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](HbA1c >= 7.360 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](GFR <= 0.000 -> BUN >= 3.281) [Discrimination Score: -0.992; Robustness + : -70.574; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1]((WeightKg >= 24.293 | bmi >= 16.510) -> UnitsInsBasalOrLongAct <= 10.952) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 11.993) U[0,2] (BGTestAvgNumPtRep <= 18.697)) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](SMBGperDayPtMeterCombo >= 6.321 & BGTestAvgNumPtRep >= 3.342) [Discrimination Score: -6.321; Robustness + : -6.321; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](HbA1c >= 7.339 -> Pt_A1cGoalLevelDsYr5 = 0.000) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](GFR <= 0.000 -> BUN >= 4.593) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1]((WeightKg >= 23.139 | bmi >= 16.221) -> UnitsInsBasalOrLongAct <= 6.213) [Discrimination Score: -6.213; Robustness + : -6.213; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 7.586) U[0,2] (BGTestAvgNumPtRep <= 16.893)) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](SMBGperDayPtMeterCombo >= 6.371 & BGTestAvgNumPtRep >= 8.974) [Discrimination Score: -8.974; Robustness + : -8.974; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
