Client,Num Queries
1,573
2,553
3,527
4,526
5,593
6,466
7,586
9,588
10,488
11,541
12,583
13,504
14,484
15,583
16,480
17,574
18,565
19,585
20,578
21,596
22,594
23,587
24,489
25,585
26,595
27,571
28,531
29,373
30,559
31,590
32,598
33,571
34,582
35,506
36,506
37,592
38,597
39,572
40,586
41,540
42,591
43,579
44,556
45,545
46,534
47,596
48,548
49,586
50,596
51,515
52,486
53,545
54,574
55,567
56,508
57,507
58,525
59,570
60,534
61,490
62,580
63,587
64,485
65,494
66,469
67,514
68,527
69,569
70,595
71,579
72,563
73,298
74,533
75,468
76,530
77,547
78,568
79,584
80,592
82,565
83,508
84,556
85,593
86,536
87,520
88,516
89,572
90,575
91,517
92,575
93,586
94,582
95,516
96,537
97,523
98,575
99,582
100,589
101,594
102,528
103,540
104,578
105,593
106,579
107,484
108,579
109,582
110,502
111,560
112,586
113,522
114,598
115,590
116,461
117,561
118,593
119,571
120,569
121,584
122,591
123,563
124,492
125,533
126,190
127,514
128,504
129,562
130,484
131,467
132,568
133,502
134,464
135,587
136,442
137,538
138,596
139,591
140,586
141,582
142,552
143,560
144,571
145,591
146,587
147,554
148,580
149,500
150,554
151,531
152,587
153,518
154,589
155,499
156,568
157,573
158,595
159,582
160,592
161,520
162,578
163,593
164,597
165,506
166,581
167,571
168,574
169,523
170,571
171,518
172,531
173,508
174,596
175,581
176,517
177,569
178,578
179,543
180,507
181,574
182,588
183,588
184,571
185,470
186,563
187,573
188,429
189,595
190,586
191,579
192,585
193,530
194,593
195,604
196,579
197,507
198,529
199,591
200,584
201,573
202,588
203,595
204,570
205,585
206,354
207,543
208,593
209,577
210,551
211,507
212,518
213,535
214,594
215,568
216,566
217,548
218,586
219,514
220,516
221,597
222,555
223,578
224,572
225,587
226,473
227,535
228,528
229,508
231,505
232,593
233,482
234,591
235,510
236,570
237,587
238,580
239,586
240,592
241,575
242,556
243,574
244,564
245,326
246,589
247,563
248,598
249,569
250,579
251,575
253,436
254,577
255,490
256,504
257,588
258,543
259,493
260,563
261,507
262,562
263,454
264,580
265,541
266,574
267,583
268,578
269,455
270,512
271,584
272,540
273,596
274,538
275,578
276,587
277,592
278,585
279,595
280,598
281,481
282,562
284,579
285,519
286,566
287,571
288,589
289,485
290,504
291,504
292,543
293,578
294,561
295,565
296,589
297,603
298,566
299,571
300,576
301,587
302,569
303,570
304,569
305,276
306,561
307,571
308,559
309,503
310,574
311,450
312,510
313,541
314,599
315,580
316,590
317,521
318,576
319,518
320,589
321,586
322,588
323,589
324,577
325,576
326,579
327,553
328,484
329,534
330,595
331,588
332,586
333,569
334,583
336,550
338,575
339,595
340,577
341,500
343,582
344,470
345,594
346,528
347,584
348,446
349,552
350,589
351,463
352,581
353,576
354,601
355,598
356,579
357,577
358,504
359,521
360,597
361,587
362,532
363,540
364,466
365,557
367,581
368,504
369,585
370,588
371,582
372,579
373,351
374,588
375,579
376,509
377,576
378,516
379,587
380,583
381,577
382,543
383,569
384,575
385,535
386,594
387,591
388,573
389,526
390,590
391,573
392,592
393,475
394,450
395,601
396,592
397,541
398,583
399,502
400,588
401,585
402,571
403,507
404,569
405,575
406,592
407,513
408,592
409,572
410,593
411,517
412,585
413,586
414,438
415,567
416,530
417,561
418,594
419,491
420,573
421,599
422,565
423,587
424,601
425,491
426,588
427,258
428,519
429,559
430,589
431,571
432,584
433,591
434,592
435,590
436,540
437,532
438,529
439,574
440,549
441,504
442,590
443,493
444,594
445,602
446,491
447,579
448,516
449,485
450,574
451,510
452,597
453,519
454,548
455,568
456,499
457,541
458,576
459,589
460,539
461,584
462,577
463,506
464,588
465,566
466,511
467,571
468,569
469,566
470,590
471,556
472,516
473,492
