Client,Num Queries
1,683
2,678
3,656
4,650
5,724
6,571
7,705
9,693
10,573
11,658
12,711
13,640
14,585
15,711
16,587
17,691
18,676
19,710
20,676
21,736
22,722
23,732
24,575
25,720
26,724
27,689
28,660
29,434
30,693
31,719
32,725
33,684
34,692
35,592
36,627
37,731
38,731
39,668
40,718
41,681
42,726
43,717
44,678
45,669
46,648
47,710
48,658
49,705
50,724
51,606
52,609
53,669
54,684
55,669
56,611
57,625
58,651
59,701
60,638
61,573
62,697
63,713
64,593
65,614
66,589
67,622
68,640
69,682
70,729
71,693
72,693
73,366
74,644
75,559
76,655
77,662
78,681
79,725
80,721
82,666
83,635
84,668
85,707
86,642
87,642
88,649
89,682
90,690
91,624
92,720
93,721
94,715
95,636
96,650
97,657
98,697
99,706
100,720
101,730
102,649
103,657
104,696
105,728
106,708
107,589
108,719
109,693
110,611
111,679
112,711
113,652
114,722
115,726
116,586
117,675
118,715
119,676
120,676
121,711
122,722
123,686
124,598
125,662
126,216
127,627
128,618
129,674
130,587
131,559
132,676
133,626
134,566
135,705
136,529
137,670
138,725
139,723
140,732
141,702
142,677
143,672
144,696
145,726
146,705
147,678
148,697
149,599
150,683
151,662
152,722
153,625
154,719
155,601
156,686
157,686
158,730
159,706
160,712
161,635
162,690
163,720
164,716
165,624
166,704
167,692
168,689
169,620
170,679
171,637
172,667
173,609
174,715
175,695
176,640
177,675
178,686
179,674
180,608
181,684
182,713
183,712
184,681
185,564
186,707
187,693
188,542
189,722
190,710
191,696
192,713
193,646
194,716
195,732
196,683
197,618
198,638
199,708
200,716
201,688
202,704
203,734
204,686
205,700
206,450
207,649
208,719
209,688
210,693
211,620
212,644
213,679
214,715
215,676
216,694
217,670
218,719
219,633
220,612
221,730
222,698
223,709
224,684
225,713
226,575
227,677
228,635
229,615
231,595
232,720
233,593
234,715
235,619
236,676
237,714
238,689
239,719
240,733
241,679
242,693
243,689
244,680
245,374
246,721
247,685
248,736
249,684
250,700
251,694
253,544
254,702
255,589
256,625
257,714
258,648
259,598
260,686
261,607
262,673
263,558
264,713
265,652
266,704
267,704
268,709
269,546
270,626
271,706
272,651
273,725
274,659
275,702
276,726
277,728
278,711
279,711
280,721
281,587
282,675
284,698
285,637
286,694
287,660
288,725
289,598
290,618
291,629
292,691
293,697
294,673
295,675
296,702
297,725
298,684
299,687
300,686
301,711
302,686
303,696
304,669
305,326
306,691
307,691
308,668
309,602
310,690
311,568
312,617
313,651
314,723
315,671
316,721
317,640
318,699
319,637
320,714
321,718
322,715
323,708
324,680
325,685
326,703
327,702
328,581
329,664
330,722
331,713
332,724
333,697
334,711
336,670
338,720
339,723
340,712
341,594
343,705
344,560
345,715
346,657
347,719
348,534
349,669
350,713
351,574
352,701
353,681
354,732
355,733
356,703
357,715
358,604
359,663
360,717
361,712
362,658
363,665
364,562
365,697
367,701
368,618
369,692
370,706
371,699
372,701
373,410
374,687
375,710
376,637
377,685
378,623
379,724
380,685
381,692
382,678
383,684
384,693
385,670
386,715
387,726
388,690
389,652
390,713
391,700
392,715
393,578
394,563
395,718
396,705
397,656
398,693
399,628
400,715
401,726
402,697
403,607
404,694
405,678
406,728
407,626
408,697
409,689
410,708
411,635
412,707
413,711
414,555
415,659
416,647
417,696
418,717
419,616
420,669
421,718
422,681
423,711
424,726
425,598
426,690
427,320
428,641
429,692
430,709
431,689
432,707
433,733
434,726
435,720
436,697
437,643
438,665
439,709
440,675
441,612
442,727
443,592
444,721
445,732
446,594
447,694
448,620
449,594
450,692
451,626
452,723
453,641
454,669
455,682
456,593
457,663
458,689
459,727
460,653
461,705
462,692
463,618
464,701
465,683
466,638
467,690
468,688
469,681
470,707
471,679
472,621
473,605
474,666
475,715
476,715
477,632
478,704
479,678
480,688
481,621
482,685
483,720
484,696
485,719
486,710
487,670
488,593
489,621
490,715
491,653
492,644
493,712
494,699
495,652
496,593
497,678
498,590
499,597
500,735
501,684
502,676
503,721
504,686
505,675
506,730
507,684
508,682
509,698
510,657
511,692
512,710
513,670
514,731
515,718
516,712
517,680
518,464
519,585
520,666
521,736
522,629
523,624
524,610
525,655
526,596
527,709
528,656
529,695
530,687
532,722
533,651
534,720
535,724
536,690
537,576
538,463
539,636
540,574
541,713
542,685
543,677
544,558
545,670
546,693
547,717
548,630
549,690
550,676
551,544
552,619
553,619
554,713
555,678
556,719
557,691
558,675
559,662
560,681
561,714
562,638
563,652
564,616
565,665
566,714
567,719
568,685
569,609
570,709
571,690
572,629
573,678
574,684
575,617
576,714
577,681
578,711
579,673
580,628
581,681
582,709
583,736
584,567
585,693
586,639
587,706
588,709
589,701
590,723
591,486
592,561
593,703
594,628
595,609
596,676
597,595
598,705
599,684
600,363
601,705
602,613
603,618
604,503
605,610
606,465
607,556
608,727
610,599
611,592
612,728
613,720
614,691
615,717
616,687
617,704
618,719
619,692
620,713
621,699
622,421
623,695
624,479
625,703
626,711
627,689
628,559
629,687
630,720
631,679
632,732
633,703
634,721
635,723
636,641
637,612
638,707
640,695
641,676
642,572
643,591
644,656
645,567
646,711
647,716
648,702
649,723
650,700
651,659
652,698
653,706
654,715
655,700
656,717
657,611
658,673
659,658
660,693
661,684
662,710
663,664
664,674
665,724
666,652
667,669
668,615
669,479
670,723
671,652
672,710
673,668
674,637
675,669
676,738
677,616
678,705
679,719
680,708
681,675
682,670
683,689
684,643
685,678
686,651
687,720
688,696
689,691
690,693
691,633
692,725
693,667
694,728
695,703
697,688
698,583
699,735
700,643
701,721
