Client,Num Queries
1,671
2,671
3,671
4,671
5,671
6,671
7,671
9,671
10,671
11,671
12,671
13,671
14,671
15,671
16,671
17,671
18,671
19,671
20,671
21,671
22,671
23,671
24,671
25,671
26,671
27,671
28,671
29,671
30,671
31,671
32,671
33,671
34,671
35,671
36,671
37,671
38,671
39,671
40,671
41,671
42,671
43,671
44,671
45,671
46,671
47,671
48,671
49,671
50,671
51,671
52,671
53,671
54,671
55,671
56,671
57,671
58,671
59,671
60,671
61,671
62,671
63,671
64,671
65,671
66,671
67,671
68,671
69,671
70,671
71,671
72,671
73,671
74,671
75,671
76,671
77,671
78,671
79,671
80,671
82,671
83,671
84,671
85,671
86,671
87,671
88,671
89,671
90,671
91,671
92,671
93,671
94,671
95,671
96,671
97,671
98,671
99,671
100,671
101,671
102,671
