Client,Num Queries
1,672
2,672
3,672
4,672
5,672
6,672
7,672
9,672
10,672
11,672
12,672
13,672
14,672
15,672
16,672
17,672
18,672
19,672
20,672
21,672
22,672
23,672
24,672
25,672
26,672
27,672
28,672
29,672
30,672
31,672
32,672
33,672
34,672
35,672
36,672
37,672
38,672
39,672
40,672
41,672
42,672
43,672
44,672
45,672
46,672
47,672
48,672
49,672
50,672
51,672
52,672
53,672
54,672
55,672
56,672
57,672
58,672
59,672
60,672
61,672
62,672
63,672
64,672
65,672
66,672
67,672
68,672
69,672
70,672
71,672
72,672
73,672
74,672
75,672
76,672
77,672
78,672
79,672
80,672
82,672
83,672
84,672
85,672
86,672
87,672
88,672
89,672
90,672
91,672
92,672
93,672
94,672
95,672
96,672
97,672
98,672
99,672
100,672
101,672
102,672
