,Non Rules
0,"((ICU_Pt_Days > 0.000) U[0,0] (Pulse < 0.000))"
1,"((ICU_Pt_Days = 0.000) U[0,0] (Resp < 0.000))"
2,"((ICU_Pt_Days = 0.000) U[0,0] (n_evts = 0.000))"
3,"((Mort = 0.000) U[0,0] (ALKALINE_PHOSPHATASE < 0.000))"
4,"((LACTIC_ACID = 0.000) U[0,0] (s24_hr < 0.000))"
5,"((MET > 0.000) U[0,0] (n_evts = 0.000))"
6,"((LOS = 0.000) U[0,0] (s24_hr < 0.000))"
7,"((Pulse = 0.000) U[0,0] (O2_Flow = 0.000))"
8,"((Glasgow_Coma_Scale_Total = 0.000) U[0,0] (Glasgow_Coma_Scale_Total = 0.000))"
9,"((direct > 0.000) U[0,0] (tte < 0.000))"
10,"((Mort = 0.000) U[0,0] (CO2 = 0.000))"
11,"((death = 0.000) U[0,0] (s24_hr < 0.000))"
12,"((ICU_Pt_Days > 0.000) U[0,0] (LOS = 0.000))"
13,"((Resp > 0.000) U[0,0] (Glasgow_Coma_Scale_Total = 0.000))"
14,"((tte < 0.000) U[0,0] (Resp < 0.000))"
15,"((O2_Flow = 0.000) U[0,0] (SpO2 = 0.000))"
16,"((LOS = 0.000) U[0,0] (Mort = 0.000))"
17,"((death = 0.000) U[0,0] (O2_Flow = 0.000))"
18,"((tte < 0.000) U[0,0] (Mort = 0.000))"
19,"((Glasgow_Coma_Scale_Total = 0.000) U[0,0] (HEMOGLOBIN = 0.000))"
20,"((O2_Flow > 0.000) U[0,0] (O2_Flow = 0.000))"
21,"((MET = 0.000) U[0,0] (MET = 0.000))"
22,"((MET = 0.000) U[0,0] (tte < 0.000))"
23,"((O2_Flow > 0.000) U[0,0] (AST_GOT < 0.000))"
24,"((LACTIC_ACID = 0.000) U[0,0] (CO2 = 0.000))"
25,"((CHLORIDE = 0.000) U[0,0] (Mort < 0.000))"
26,"((CHLORIDE = 0.000) U[0,0] (Temp = 0.000))"
27,"((MET > 0.000) U[0,0] (MET = 0.000))"
28,"((Resp > 0.000) U[0,0] (ALKALINE_PHOSPHATASE < 0.000))"
29,"((Mort > 0.000) U[0,0] (Temp = 0.000))"
30,"((n_evts = 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
31,"((O2_Flow > 0.000) U[0,0] (BLOOD_UREA_NITROGEN = 0.000))"
32,"((CALCIUM = 0.000) U[0,0] (Mort = 0.000))"
33,"((PARTIAL_THROMBOPLASTIN_TIME = 0.000) U[0,0] (ALKALINE_PHOSPHATASE < 0.000))"
34,"((direct = 0.000) U[0,0] (Mort < 0.000))"
35,"((Pulse = 0.000) U[0,0] (LOS = 0.000))"
36,"((MET = 0.000) U[0,0] (O2_Flow = 0.000))"
37,"((LOS > 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
38,"((PARTIAL_THROMBOPLASTIN_TIME = 0.000) U[0,0] (Resp < 0.000))"
39,"((n_evts = 0.000) U[0,0] (Pulse < 0.000))"
40,"((CALCIUM = 0.000) U[0,0] (HEMOGLOBIN = 0.000))"
41,"((Glasgow_Coma_Scale_Total = 0.000) U[0,0] (direct < 0.000))"
42,"((death = 0.000) U[0,0] (death < 0.000))"
43,"((ICU_Pt_Days = 0.000) U[0,0] (Glasgow_Coma_Scale_Total = 0.000))"
44,"((Mort = 0.000) U[0,0] (direct = 0.000))"
45,"((O2_Flow = 0.000) U[0,0] (death < 0.000))"
46,"((ICU_Pt_Days > 0.000) U[0,0] (Temp = 0.000))"
47,"((Mort < 0.000) U[0,0] (direct < 0.000))"
48,"((tte < 0.000) U[0,0] (Pulse < 0.000))"
49,"((direct > 0.000) U[0,0] (Pulse < 0.000))"
50,"((CHLORIDE = 0.000) U[0,0] (tte = 0.000))"
