,Non Rules
0,"((LOS > 0.000) U[0,0] (SBP > 0.000))"
1,"((O2_Flow = 0.000) U[0,0] (LOS > 0.000))"
2,"((O2_Flow = 0.000) U[0,0] (n_evts > 0.000))"
3,"((ICU_Pt_Days = 0.000) U[0,0] (SBP > 0.000))"
4,"((Mort > 0.000) U[0,0] (Mort = 0.000))"
5,"((SBP = 0.000) U[0,0] (n_evts = 0.000))"
6,"((death = 0.000) U[0,0] (ALKALINE_PHOSPHATASE = 0.000))"
7,"((n_evts < 0.000) U[0,0] (n_evts = 0.000))"
8,"((ALBUMIN = 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
9,"((n_evts = 0.000) U[0,0] (n_evts > 0.000))"
10,"((death > 0.000) U[0,0] (death = 0.000))"
11,"((tte < 0.000) U[0,0] (tte = 0.000))"
12,"((n_evts < 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
13,"((MET > 0.000) U[0,0] (y = 0.000))"
14,"((direct = 0.000) U[0,0] (Pulse = 0.000))"
15,"((tte > 0.000) U[0,0] (Pulse = 0.000))"
16,"((CALCIUM = 0.000) U[0,0] (death = 0.000))"
17,"((death > 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
18,"((O2_Flow = 0.000) U[0,0] (Resp = 0.000))"
19,"((n_evts = 0.000) U[0,0] (MET > 0.000))"
20,"((Temp > 0.000) U[0,0] (n_evts = 0.000))"
21,"((y > 0.000) U[0,0] (direct > 0.000))"
22,"((SpO2 = 0.000) U[0,0] (Resp = 0.000))"
23,"((ICU_Pt_Days = 0.000) U[0,0] (death = 0.000))"
24,"((MET > 0.000) U[0,0] (Resp = 0.000))"
25,"((y > 0.000) U[0,0] (Sgy > 0.000))"
26,"((Mort > 0.000) U[0,0] (direct > 0.000))"
27,"((ICU_Pt_Days > 0.000) U[0,0] (MET = 0.000))"
28,"((n_evts > 0.000) U[0,0] (MET > 0.000))"
29,"((tte < 0.000) U[0,0] (Pulse = 0.000))"
30,"((ICU_Pt_Days > 0.000) U[0,0] (Resp = 0.000))"
31,"((LOS > 0.000) U[0,0] (Mort > 0.000))"
32,"((y = 0.000) U[0,0] (n_evts > 0.000))"
33,"((n_evts < 0.000) U[0,0] (ALKALINE_PHOSPHATASE = 0.000))"
