,Non Rules
0,"((y = 0.000) U[0,0] (MET > 0.000))"
1,"((GLUCOSE = 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
2,"((death > 0.000) U[0,0] (n_evts > 0.000))"
3,"((direct = 0.000) U[0,0] (MET = 0.000))"
4,"((ICU_Pt_Days = 0.000) U[0,0] (SBP > 0.000))"
5,"((BLOOD_UREA_NITROGEN > 0.000) U[0,0] (SpO2 = 0.000))"
6,"((CHLORIDE = 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
7,"((death > 0.000) U[0,0] (MET = 0.000))"
8,"((MET = 0.000) U[0,0] (Resp > 0.000))"
9,"((BLOOD_UREA_NITROGEN = 0.000) U[0,0] (tte = 0.000))"
10,"((Mort = 0.000) U[0,0] (SpO2 = 0.000))"
11,"((LOS > 0.000) U[0,0] (MET > 0.000))"
12,"((n_evts = 0.000) U[0,0] (SBP = 0.000))"
13,"((LOS = 0.000) U[0,0] (Mort = 0.000))"
14,"((death > 0.000) U[0,0] (death > 0.000))"
15,"((GLUCOSE = 0.000) U[0,0] (MET > 0.000))"
16,"((CREATININE = 0.000) U[0,0] (n_evts > 0.000))"
17,"((CHLORIDE = 0.000) U[0,0] (hr = 0.000))"
18,"((y = 0.000) U[0,0] (SpO2 = 0.000))"
19,"((y > 0.000) U[0,0] (death > 0.000))"
20,"((y = 0.000) U[0,0] (direct > 0.000))"
21,"((MET > 0.000) U[0,0] (SpO2 = 0.000))"
22,"((SBP > 0.000) U[0,0] (SBP = 0.000))"
23,"((n_evts = 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
24,"((death > 0.000) U[0,0] (SBP > 0.000))"
25,"((death = 0.000) U[0,0] (n_evts > 0.000))"
26,"((direct > 0.000) U[0,0] (y > 0.000))"
27,"((death > 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
28,"((tte = 0.000) U[0,0] (n_evts != 0.000))"
29,"((ALT_GPT > 0.000) U[0,0] (MET > 0.000))"
30,"((Temp > 0.000) U[0,0] (SBP > 0.000))"
31,"((LOS = 0.000) U[0,0] (n_evts != 0.000))"
32,"((CHLORIDE = 0.000) U[0,0] (Resp > 0.000))"
33,"((death = 0.000) U[0,0] (n_evts != 0.000))"
34,"((O2_Flow = 0.000) U[0,0] (O2_Flow = 0.000))"
35,"((n_evts > 0.000) U[0,0] (SBP > 0.000))"
36,"((CALCIUM > 0.000) U[0,0] (Temp = 0.000))"
37,"((CREATININE = 0.000) U[0,0] (hr = 0.000))"
38,"((n_evts = 0.000) U[0,0] (death > 0.000))"
39,"((ALT_GPT > 0.000) U[0,0] (LOS = 0.000))"
