,Non Rules
0,"((Mort > 0.000) U[0,0] (Mort = 0.000))"
1,"((Resp > 0.000) U[0,0] (MET > 0.000))"
2,"((O2_Flow > 0.000) U[0,0] (LOS > 0.000))"
3,"((Resp = 0.000) U[0,0] (ALBUMIN > 0.000))"
4,"((BLOOD_UREA_NITROGEN = 0.000) U[0,0] (Sgy = 0.000))"
5,"((LOS = 0.000) U[0,0] (Mort = 0.000))"
6,"((n_evts = 0.000) U[0,0] (y > 0.000))"
7,"((n_evts = 0.000) U[0,0] (ALBUMIN > 0.000))"
8,"((CHLORIDE = 0.000) U[0,0] (GLUCOSE = 0.000))"
9,"((death > 0.000) U[0,0] (tte > 0.000))"
10,"((y > 0.000) U[0,0] (death = 0.000))"
11,"((n_evts > 0.000) U[0,0] (Resp = 0.000))"
12,"((CHLORIDE = 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
13,"((LOS = 0.000) U[0,0] (direct < 0.000))"
14,"((CALCIUM = 0.000) U[0,0] (ALBUMIN > 0.000))"
15,"((y = 0.000) U[0,0] (Glasgow_Coma_Scale_Total = 0.000))"
16,"((Resp > 0.000) U[0,0] (ALBUMIN > 0.000))"
17,"((O2_Flow > 0.000) U[0,0] (tte > 0.000))"
18,"((Glasgow_Coma_Scale_Total = 0.000) U[0,0] (CALCIUM = 0.000))"
19,"((LOS > 0.000) U[0,0] (Temp = 0.000))"
20,"((Glasgow_Coma_Scale_Total = 0.000) U[0,0] (direct < 0.000))"
21,"((death = 0.000) U[0,0] (direct < 0.000))"
22,"((MET < 0.000) U[0,0] (Pulse = 0.000))"
23,"((Mort > 0.000) U[0,0] (direct > 0.000))"
24,"((MET > 0.000) U[0,0] (MET < 0.000))"
25,"((death > 0.000) U[0,0] (GLUCOSE = 0.000))"
