,Non Rules
0,"F[0,0]((death > 0.000 & Pulse = 0.000))"
1,"F[0,0]((O2_Flow > 0.000 & Mort = 0.000))"
2,"F[0,0]((ICU_Pt_Days > 0.000 & death = 0.000))"
3,"G[0,0]((LOS = 0.000 -> LOS > 0.000))"
4,"G[0,0]((tte > 0.000 -> O2_Flow = 0.000))"
5,"F[0,0]((ICU_Pt_Days > 0.000 & Pulse = 0.000))"
6,"G[0,0]((O2_Flow = 0.000 -> LOS > 0.000))"
7,"F[0,0]((MET > 0.000 & Resp = 0.000))"
8,"G[0,0]((n_evts = 0.000 -> O2_Flow = 0.000))"
9,"F[0,0]((y > 0.000 & y = 0.000))"
10,"G[0,0]((O2_Flow = 0.000 -> O2_Flow = 0.000))"
