,Rule,Percent Count
0,"((LOS > 0.000) U[1,0] (SBP > 260.000))",0.5
1,"((O2_Flow = 10.000) U[1,1] (LOS > 0.000))",0.5
2,"((O2_Flow = 10.000) U[1,1] (n_evts > 2.000))",0.5
3,"((death > 1.000) U[0,0] (tte = 100.000))",0.5
4,"((ICU_Pt_Days = 120.000) U[1,0] (SBP > 104.000))",0.5
5,"((death = 1.000) U[1,1] (MET = 0.000))",1.0
6,"((Mort > 1.000) U[1,1] (Mort = 1.000))",1.0
7,"((direct = 0.000) U[1,0] (LOS = 122.000))",0.5
8,"((SBP = 260.000) U[1,0] (n_evts = 2.000))",0.5
9,"((death = 0.400) U[1,1] (ALKALINE_PHOSPHATASE = 169.000))",0.5
10,"((n_evts < 2.000) U[1,0] (n_evts = 5.000))",0.5
11,"((ALBUMIN = 5.000) U[0,0] (ICU_Pt_Days = 120.000))",0.5
12,"((n_evts = 5.000) U[1,1] (n_evts > 5.000))",0.5
13,"((death > 1.000) U[1,1] (death = 0.250))",1.0
14,"((tte < 100.000) U[1,1] (tte = 100.000))",0.5
15,"((n_evts = 5.000) U[1,1] (Mort = 1.000))",0.5
16,"((Mort > 1.000) U[1,1] (n_evts = 2.000))",0.5
17,"((Mort = 1.000) U[1,1] (n_evts > 5.000))",1.0
18,"((death = 1.000) U[1,1] (tte = 100.000))",1.0
19,"((death = 1.000) U[1,1] (death = 1.000))",1.0
20,"((n_evts < 5.000) U[1,1] (ICU_Pt_Days > 120.000))",0.5
21,"((Mort = 1.000) U[1,1] (SBP > 260.000))",0.5
22,"((MET > 1.000) U[0,1] (y = 0.400))",0.5
23,"((direct = 1.000) U[0,1] (Pulse = 400.000))",0.5
24,"((tte > 100.000) U[1,1] (Pulse = 400.000))",1.0
25,"((CALCIUM = 15.000) U[0,1] (y = 1.000))",0.5
26,"((Mort > 1.000) U[1,1] (MET = 1.000))",0.5
27,"((CALCIUM = 15.000) U[1,1] (death = 1.000))",0.5
28,"((death > 0.250) U[1,1] (ICU_Pt_Days = 0.000))",1.0
29,"((O2_Flow = 10.000) U[1,1] (Resp = 50.000))",0.5
30,"((n_evts = 5.000) U[1,0] (MET > 0.400))",0.5
31,"((Temp > 50.000) U[1,1] (n_evts = 5.000))",0.5
32,"((Mort = 1.000) U[1,1] (n_evts = 5.000))",0.5
33,"((y > 1.000) U[1,1] (direct > 0.400))",0.5
34,"((n_evts = 2.000) U[1,1] (direct = 1.000))",0.5
35,"((Mort = 0.400) U[0,1] (ICU_Pt_Days > 48.000))",0.5
36,"((SpO2 = 100.000) U[1,0] (Resp = 50.000))",0.5
37,"((ICU_Pt_Days = 0.000) U[1,0] (death = 1.000))",0.5
38,"((MET > 1.000) U[1,1] (Resp = 50.000))",1.0
39,"((y > 1.000) U[1,1] (Sgy > 1.000))",0.5
40,"((SpO2 > 100.000) U[1,1] (ICU_Pt_Days = 120.000))",0.5
41,"((Mort > 1.000) U[1,1] (direct > 1.000))",0.5
42,"((ICU_Pt_Days > 120.000) U[1,1] (MET = 1.000))",0.5
43,"((LOS > 122.000) U[1,1] (direct = 0.400))",0.5
44,"((n_evts > 5.000) U[1,1] (MET > 1.000))",0.5
45,"((tte < 100.000) U[1,1] (death = 1.000))",0.5
46,"((tte < 100.000) U[1,1] (Pulse = 400.000))",0.5
47,"((ICU_Pt_Days > 30.000) U[1,0] (Resp = 50.000))",1.0
48,"((BLOOD_UREA_NITROGEN = 48.600) U[1,1] (death = 1.000))",0.5
49,"((death = 0.400) U[1,1] (Mort = 1.000))",0.5
50,"((Mort > 1.000) U[1,1] (SBP > 260.000))",1.0
51,"((LOS > 122.000) U[0,1] (Mort > 1.000))",0.5
52,"((y = 1.000) U[1,1] (n_evts > 5.000))",1.0
53,"((n_evts < 5.000) U[1,1] (ALKALINE_PHOSPHATASE = 400.000))",0.5
