,Non Rules
0,"((Mort > 0.000) U[0,0] (ALKALINE_PHOSPHATASE = 0.000))"
1,"((MET = 0.000) U[0,0] (death > 0.000))"
2,"G[0,0]((LOS > 0.000 & LOS > 0.000))"
3,"((O2_Flow = 0.000) U[0,0] (n_evts > 0.000))"
4,"((dfa > 0.000) U[0,0] (LOS = 0.000))"
5,"((O2_Flow > 0.000) U[0,0] (death = 0.000))"
6,"((direct = 0.000) U[0,0] (death > 0.000))"
7,"((ICU_Pt_Days > 0.000) U[0,0] (n_evts > 0.000))"
8,"((LOS > 0.000) U[0,0] (ALKALINE_PHOSPHATASE = 0.000))"
9,"G[0,0]((ICU_Pt_Days > 0.000 -> direct > 0.000))"
10,"((Mort > 0.000) U[0,0] (Mort != 0.000))"
11,"((tte = 0.000) U[0,0] (direct > 0.000))"
12,"((y > 0.000) U[0,0] (death > 0.000))"
13,"((O2_Flow > 0.000) U[0,0] (Mort > 0.000))"
14,"((Mort = 0.000) U[0,0] (AF > 0.000))"
15,"((n_evts > 0.000) U[0,0] (Mort != 0.000))"
16,"((Mort > 0.000) U[0,0] (Temp > 0.000))"
17,"((Pulse = 0.000) U[0,0] (LOS = 0.000))"
18,"((tte = 0.000) U[0,0] (Mort != 0.000))"
19,"((death = 0.000) U[0,0] (Glasgow_Coma_Scale_Total = 0.000))"
20,"((LOS > 0.000) U[0,0] (Temp = 0.000))"
21,"((Mort = 0.000) U[0,0] (direct = 0.000))"
22,"((ICU_Pt_Days > 0.000) U[0,0] (Temp = 0.000))"
23,"((LOS = 0.000) U[0,0] (Glasgow_Coma_Scale_Total = 0.000))"
24,"G[0,0]((LOS > 0.000 & WHITE_BLOOD_CELL_COUNT > 0.000))"
