,Non Rules
0,"G[0,0]((LOS > 0.000 -> MET = 0.000))"
1,"G[0,0]((Pulse = 0.000 -> SpO2 = 0.000))"
2,"G[0,0]((tte > 0.000 | death > 0.000))"
3,"G[0,0]((Sgy < 0.000 -> MET = 0.000))"
4,"G[0,0]((ICU_Pt_Days < 0.000 | Resp = 0.000))"
5,"G[0,0]((n_evts > 0.000 -> MET = 0.000))"
6,"G[0,0]((y = 0.000 -> Glasgow_Coma_Scale_Total = 0.000))"
7,"G[0,0]((tte > 0.000 | Mort = 0.000))"
8,"G[0,0]((Resp = 0.000 -> direct = 0.000))"
9,"G[0,0]((SpO2 = 0.000 -> MET = 0.000))"
10,"G[0,0]((ICU_Pt_Days < 0.000 | ICU_Pt_Days = 0.000))"
11,"G[0,0]((ICU_Pt_Days < 0.000 | tte = 0.000))"
12,"G[0,0]((y < 0.000 -> direct = 0.000))"
13,"G[0,0]((LOS = 0.000 -> Mort = 0.000))"
14,"G[0,0]((Sgy < 0.000 -> SpO2 = 0.000))"
15,"G[0,0]((ICU_Pt_Days > 0.000 | cosen = 0.000))"
16,"G[0,0]((O2_Flow = 0.000 -> SBP = 0.000))"
17,"G[0,0]((CREATININE = 0.000 -> direct = 0.000))"
18,"G[0,0]((SBP = 0.000 -> SBP = 0.000))"
