,Rule,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,F1,Accuracy,MCR,BalancedAccuracy,Class
0,"((death < 0.000) U[0,0] (death < 0.000))",750,0,126,0,750,126,876,0,1.0,0.0,1.0,0.8561643835616438,0.9225092250922509,0.8561643835616438,0.14383561643835618,0.5,Negative
1,"((Resp = 0.000) U[0,0] (MET > 0.000))",750,18,108,0,750,126,858,18,1.0,0.14285714285714285,0.8571428571428571,0.8741258741258742,0.9328358208955224,0.8767123287671232,0.12328767123287676,0.5714285714285714,Negative
2,"((tte = 0.000) U[0,0] (n_evts > 0.000))",750,121,5,0,750,126,755,121,1.0,0.9603174603174603,0.03968253968253968,0.9933774834437086,0.9966777408637874,0.9942922374429224,0.005707762557077611,0.9801587301587302,Negative
3,"((n_evts > 0.000) U[0,0] (Glasgow_Coma_Scale_Total = 0.000))",750,0,126,0,750,126,876,0,1.0,0.0,1.0,0.8561643835616438,0.9225092250922509,0.8561643835616438,0.14383561643835618,0.5,Negative
4,"((CALCIUM = 0.000) U[0,0] (death < 0.000))",750,0,126,0,750,126,876,0,1.0,0.0,1.0,0.8561643835616438,0.9225092250922509,0.8561643835616438,0.14383561643835618,0.5,Negative
5,"((n_evts < 0.000) U[0,0] (ICU_Pt_Days > 0.000))",624,21,105,126,750,126,729,147,0.832,0.16666666666666666,0.8333333333333334,0.8559670781893004,0.8438133874239351,0.7363013698630136,0.26369863013698636,0.4993333333333333,Positive
6,"((Mort < 0.000) U[0,0] (y > 0.000))",750,81,45,0,750,126,795,81,1.0,0.6428571428571429,0.35714285714285715,0.9433962264150944,0.970873786407767,0.9486301369863014,0.05136986301369861,0.8214285714285714,Negative
7,"((n_evts > 0.000) U[0,0] (ICU_Pt_Days > 0.000))",624,21,105,126,750,126,729,147,0.832,0.16666666666666666,0.8333333333333334,0.8559670781893004,0.8438133874239351,0.7363013698630136,0.26369863013698636,0.4993333333333333,Positive
8,"((n_evts > 0.000) U[0,0] (Mort = 0.000))",750,58,68,0,750,126,818,58,1.0,0.4603174603174603,0.5396825396825397,0.9168704156479217,0.9566326530612245,0.9223744292237442,0.07762557077625576,0.7301587301587301,Positive
9,"((tte < 0.000) U[0,0] (tte < 0.000))",750,99,27,0,750,126,777,99,1.0,0.7857142857142857,0.21428571428571427,0.9652509652509652,0.9823182711198428,0.9691780821917808,0.03082191780821919,0.8928571428571428,Negative
