,Non Rules
0,"((direct = 0.000) U[0,0] (tte = 0.000))"
1,"((HEMOGLOBIN = 0.000) U[0,0] (Sgy > 0.000))"
2,"((n_evts = 0.000) U[0,0] (LACTIC_ACID = 0.000))"
3,"((HEMOGLOBIN = 0.000) U[0,0] (Glasgow_Coma_Scale_Total < 0.000))"
4,"((direct = 0.000) U[0,0] (CHLORIDE < 0.000))"
5,"((SBP = 0.000) U[0,0] (n_evts = 0.000))"
6,"((ICU_Pt_Days = 0.000) U[0,0] (CALCIUM > 0.000))"
7,"((Mort > 0.000) U[0,0] (af > 0.000))"
8,"((death = 0.000) U[0,0] (s2_hr = 0.000))"
9,"((LOS = 0.000) U[0,0] (OXYGEN_SATURATION < 0.000))"
10,"((n_evts = 0.000) U[0,0] (ALBUMIN < 0.000))"
11,"((SBP = 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
12,"((ICU_Pt_Days > 0.000) U[0,0] (hr > 0.000))"
13,"((death = 0.000) U[0,0] (Glasgow_Coma_Scale_Total < 0.000))"
14,"((death = 0.000) U[0,0] (AF = 0.000))"
15,"((SBP = 0.000) U[0,0] (CHLORIDE < 0.000))"
16,"((BLOOD_UREA_NITROGEN = 0.000) U[0,0] (CHLORIDE > 0.000))"
17,"((SBP = 0.000) U[0,0] (s24_edrk > 0.000))"
18,"((SBP = 0.000) U[0,0] (death = 0.000))"
19,"((MET = 0.000) U[0,0] (MET = 0.000))"
20,"((HEMOGLOBIN = 0.000) U[0,0] (n_edrk = 0.000))"
21,"((ICU_Pt_Days = 0.000) U[0,0] (cosen > 0.000))"
22,"((CALCIUM = 0.000) U[0,0] (SODIUM = 0.000))"
23,"((LOS = 0.000) U[0,0] (Glasgow_Coma_Scale_Total < 0.000))"
24,"((y = 0.000) U[0,0] (s24_edrk > 0.000))"
25,"((ICU_Pt_Days > 0.000) U[0,0] (PHOSPHORUS = 0.000))"
26,"((BLOOD_UREA_NITROGEN = 0.000) U[0,0] (Temp > 0.000))"
27,"((death = 0.000) U[0,0] (PLATELET_COUNT = 0.000))"
28,"((Mort > 0.000) U[0,0] (tte < 0.000))"
29,"((CALCIUM = 0.000) U[0,0] (AF > 0.000))"
30,"((y = 0.000) U[0,0] (n_edrk > 0.000))"
31,"((SBP = 0.000) U[0,0] (MET = 0.000))"
32,"((BLOOD_UREA_NITROGEN = 0.000) U[0,0] (af = 0.000))"
33,"((death = 0.000) U[0,0] (ALBUMIN < 0.000))"
34,"((n_evts = 0.000) U[0,0] (OXYGEN_SATURATION < 0.000))"
35,"((HEMOGLOBIN = 0.000) U[0,0] (OXYGEN_SATURATION < 0.000))"
36,"((SBP = 0.000) U[0,0] (s8_edrk > 0.000))"
37,"((CALCIUM = 0.000) U[0,0] (HEMOGLOBIN = 0.000))"
38,"((Mort > 0.000) U[0,0] (s24_hr > 0.000))"
39,"((BLOOD_UREA_NITROGEN = 0.000) U[0,0] (OXYGEN_SATURATION < 0.000))"
40,"((death = 0.000) U[0,0] (af = 0.000))"
41,"((O2_Flow = 0.000) U[0,0] (SODIUM = 0.000))"
42,"((ICU_Pt_Days = 0.000) U[0,0] (CALCIUM = 0.000))"
