,Rule,Percent Count
0,"((Mort = 1.000) U[1,1] (Glasgow_Coma_Scale_Total = 15.000))",0.5
1,"((death = 1.000) U[1,1] (n_evts = 0.000))",1.0
2,"((Mort = 1.000) U[1,1] (death = 1.000))",0.5
3,"((HEMOGLOBIN = 25.000) U[1,1] (Mort < 1.000))",1.0
4,"((direct = 1.000) U[1,1] (ICU_Pt_Days > 120.000))",1.0
5,"((death > 1.000) U[1,1] (n_evts > 5.000))",0.5
6,"((ICU_Pt_Days = 120.000) U[1,1] (death < 1.000))",0.5
7,"((Mort = 1.000) U[1,1] (death > 1.000))",1.0
8,"((death = 1.000) U[1,0] (MET > 1.000))",0.5
9,"((Resp = 12.500) U[1,1] (Glasgow_Coma_Scale_Total = 0.000))",1.0
10,"((LOS > 30.500) U[1,1] (y = 1.000))",1.0
11,"((Resp = 50.000) U[1,0] (Mort > 1.000))",0.5
12,"((SBP = 104.000) U[1,1] (tte = 100.000))",0.5
13,"((Glasgow_Coma_Scale_Total = 15.000) U[1,1] (MET > 1.000))",0.5
14,"((HEMOGLOBIN = 10.600) U[1,1] (Glasgow_Coma_Scale_Total = 15.000))",0.5
15,"((tte = 100.000) U[0,1] (n_evts < 5.000))",0.5
16,"((death > 1.000) U[1,1] (MET = 1.000))",1.0
17,"((Mort > 0.250) U[1,1] (Sgy > 1.000))",1.0
18,"((y = 1.000) U[1,1] (Mort < 1.000))",1.0
19,"((n_evts = 5.000) U[1,1] (n_evts > 5.000))",1.0
20,"((Mort = 1.000) U[1,1] (Mort > 1.000))",0.5
21,"((MET = 0.400) U[1,0] (death = 1.000))",0.5
22,"((LOS > 30.500) U[1,1] (Mort = 1.000))",1.0
23,"((ICU_Pt_Days = 0.000) U[1,1] (y > 1.000))",0.5
24,"((y = 1.000) U[1,0] (death > 1.000))",1.0
25,"((MET > 1.000) U[1,1] (n_evts > 5.000))",1.0
26,"((n_evts = 5.000) U[1,1] (Mort = 1.000))",0.5
27,"((HEMOGLOBIN = 25.000) U[1,1] (death > 1.000))",0.5
28,"((CALCIUM = 15.000) U[1,1] (SpO2 = 100.000))",0.5
29,"((death = 1.000) U[1,1] (tte = 100.000))",0.5
30,"((ICU_Pt_Days = 30.000) U[1,1] (tte < 100.000))",1.0
31,"((SpO2 = 100.000) U[1,0] (MET > 0.400))",0.5
32,"((SpO2 = 100.000) U[1,1] (death = 1.000))",0.5
33,"((death = 1.000) U[1,1] (death = 0.400))",0.5
34,"((direct = 1.000) U[1,1] (n_evts < 2.000))",0.5
35,"((Resp = 50.000) U[1,1] (SpO2 = 100.000))",1.0
36,"((MET > 0.250) U[1,1] (SpO2 = 100.000))",1.0
37,"((CALCIUM = 15.000) U[1,0] (Mort < 0.250))",1.0
38,"((death = 1.000) U[1,1] (Mort > 1.000))",1.0
39,"((CALCIUM = 15.000) U[1,1] (y = 1.000))",1.0
40,"((SpO2 = 100.000) U[1,1] (n_evts = 2.000))",0.5
41,"((ICU_Pt_Days > 120.000) U[0,1] (ICU_Pt_Days > 120.000))",0.5
42,"((ALBUMIN = 5.000) U[0,1] (y = 1.000))",1.0
43,"((ICU_Pt_Days = 120.000) U[0,0] (tte = 100.000))",0.5
44,"((Mort > 1.000) U[1,0] (MET > 1.000))",0.5
45,"((SBP > 260.000) U[1,0] (y = 1.000))",0.5
46,"((tte = 100.000) U[1,1] (death < 1.000))",0.5
47,"((MET = 1.000) U[1,0] (Mort = 1.000))",1.0
48,"((Glasgow_Coma_Scale_Total = 15.000) U[1,1] (death > 1.000))",1.0
49,"((y = 1.000) U[1,1] (Pulse = 400.000))",1.0
50,"((MET = 1.000) U[1,1] (tte = 100.000))",1.0
51,"((death = 1.000) U[1,0] (Glasgow_Coma_Scale_Total = 15.000))",0.5
52,"((HEMOGLOBIN = 25.000) U[1,1] (Mort > 1.000))",1.0
53,"((SBP = 260.000) U[1,1] (Mort = 1.000))",1.0
54,"((SBP = 260.000) U[1,1] (Sgy > 1.000))",0.5
55,"((n_evts = 5.000) U[1,1] (y = 1.000))",0.5
56,"((SBP = 260.000) U[1,1] (Mort > 1.000))",0.5
57,"((death = 1.000) U[1,1] (Mort = 1.000))",0.5
58,"((tte = 100.000) U[1,1] (n_evts > 5.000))",0.5
59,"((Sgy = 1.000) U[1,1] (n_evts = 5.000))",0.5
60,"((MET > 1.000) U[1,0] (death = 1.000))",0.5
61,"((ICU_Pt_Days > 120.000) U[1,1] (Glasgow_Coma_Scale_Total = 15.000))",0.5
62,"((y = 1.000) U[1,1] (death < 1.000))",1.0
63,"((y = 1.000) U[0,0] (tte < 4.000))",0.5
