,Rule,Percent Count
0,"((Pulse = 400.000) U[0,1] (ICU_Pt_Days = 48.000))",0.5
1,"((WHITE_BLOOD_CELL_COUNT = 6.590) U[0,1] (ICU_Pt_Days = 0.000))",1.0
2,"((n_evts > 5.000) U[1,1] (n_evts > 5.000))",0.5
3,"((Pulse = 400.000) U[1,1] (death > 0.400))",0.5
4,"((CREATININE = 10.000) U[1,1] (tte > 100.000))",1.0
5,"((CHLORIDE = 150.000) U[1,1] (Temp < 50.000))",1.0
6,"((death = 1.000) U[1,1] (MET > 0.250))",1.0
7,"((death = 1.000) U[1,1] (MET = 1.000))",1.0
8,"((WHITE_BLOOD_CELL_COUNT = 26.000) U[1,1] (tte < 100.000))",0.5
9,"((CHLORIDE = 150.000) U[1,0] (ICU_Pt_Days = 120.000))",0.5
10,"((Pulse = 400.000) U[1,1] (n_evts = 5.000))",0.5
11,"((ICU_Pt_Days > 120.000) U[1,1] (direct > 1.000))",0.5
12,"((y = 0.000) U[1,0] (ICU_Pt_Days > 120.000))",0.5
13,"((MET > 1.000) U[1,1] (tte < 100.000))",0.5
14,"((MET > 1.000) U[1,1] (n_evts = 5.000))",0.5
15,"((y > 1.000) U[1,1] (LOS = 48.800))",0.5
16,"((Glasgow_Coma_Scale_Total = 15.000) U[1,1] (MET > 1.000))",0.5
17,"((y > 0.000) U[1,0] (Glasgow_Coma_Scale_Total = 15.000))",0.5
18,"((ICU_Pt_Days > 120.000) U[1,1] (n_evts < 5.000))",1.0
19,"((SpO2 > 100.000) U[1,1] (SBP = 104.000))",0.5
20,"((CHLORIDE = 150.000) U[1,0] (O2_Flow = 10.000))",0.5
21,"((Mort = 1.000) U[1,1] (SBP = 260.000))",1.0
22,"((hr = 300.000) U[1,1] (LOS > 122.000))",0.5
23,"((MET = 1.000) U[1,1] (death = 1.000))",0.5
24,"((direct > 0.400) U[0,1] (O2_Flow = 4.000))",0.5
25,"((Pulse = 400.000) U[1,1] (y = 1.000))",1.0
26,"((death = 1.000) U[1,1] (LOS = 122.000))",0.5
27,"((POTASSIUM = 10.000) U[1,1] (direct > 1.000))",0.5
28,"((Temp > 50.000) U[1,1] (Mort < 1.000))",1.0
29,"((n_evts > 5.000) U[1,1] (Mort = 1.000))",0.5
30,"((hr = 300.000) U[0,0] (death = 1.000))",0.5
31,"((MET = 1.000) U[1,1] (y = 1.000))",1.0
32,"((MET = 1.000) U[1,1] (BLOOD_UREA_NITROGEN = 120.000))",0.5
33,"((SpO2 = 100.000) U[1,1] (Mort > 1.000))",0.5
34,"((y > 1.000) U[1,1] (Mort = 0.000))",0.5
35,"((O2_Flow = 10.000) U[1,1] (Mort = 1.000))",0.5
36,"((WHITE_BLOOD_CELL_COUNT = 26.000) U[1,1] (Temp < 38.000))",0.5
37,"((BLOOD_UREA_NITROGEN = 120.000) U[1,1] (SpO2 = 100.000))",0.5
38,"((Glasgow_Coma_Scale_Total = 6.000) U[1,1] (Temp < 50.000))",0.5
39,"((Temp > 50.000) U[1,1] (Mort > 1.000))",0.5
40,"((WHITE_BLOOD_CELL_COUNT = 26.000) U[1,0] (n_evts = 5.000))",1.0
41,"((hr = 300.000) U[1,1] (y = 1.000))",0.5
42,"((WHITE_BLOOD_CELL_COUNT = 26.000) U[1,1] (direct < 1.000))",0.5
43,"((y = 1.000) U[1,1] (SpO2 = 100.000))",1.0
44,"((HEMOGLOBIN = 25.000) U[1,1] (O2_Flow = 0.000))",0.5
45,"((tte > 100.000) U[1,1] (Temp < 50.000))",0.5
46,"((direct > 1.000) U[1,1] (LOS = 122.000))",0.5
47,"((Pulse = 400.000) U[1,0] (Mort = 1.000))",0.5
48,"((CALCIUM = 7.200) U[1,1] (ALBUMIN > 5.000))",0.5
49,"((LOS > 122.000) U[1,1] (n_evts > 5.000))",0.5
50,"((PLATELET_COUNT = 700.000) U[1,1] (Temp < 32.000))",1.0
51,"((WHITE_BLOOD_CELL_COUNT = 26.000) U[1,1] (n_evts < 5.000))",0.5
52,"((hr = 30.000) U[1,0] (direct < 1.000))",0.5
53,"((SpO2 > 100.000) U[1,0] (Mort < 1.000))",0.5
54,"((HEMOGLOBIN = 25.000) U[1,1] (MET = 1.000))",0.5
55,"((PLATELET_COUNT = 700.000) U[0,1] (n_evts = 5.000))",0.5
56,"((CREATININE = 10.000) U[1,1] (LOS > 48.800))",0.5
57,"((ICU_Pt_Days = 120.000) U[0,1] (O2_Flow = 10.000))",0.5
58,"((tte > 100.000) U[1,1] (Mort = 0.400))",0.5
59,"((y > 1.000) U[1,1] (MET = 1.000))",1.0
60,"((MET = 1.000) U[1,1] (Mort = 0.250))",1.0
61,"((tte > 100.000) U[1,1] (MET > 1.000))",0.5
62,"((POTASSIUM = 10.000) U[0,1] (Glasgow_Coma_Scale_Total = 6.000))",0.5
63,"((CREATININE = 10.000) U[1,1] (n_evts < 2.000))",0.5
64,"((n_evts > 5.000) U[1,1] (MET = 1.000))",0.5
65,"((ICU_Pt_Days = 120.000) U[0,1] (ICU_Pt_Days = 120.000))",0.5
66,"((CALCIUM = 15.000) U[1,1] (n_evts < 5.000))",0.5
67,"((y = 0.000) U[1,1] (y = 1.000))",1.0
68,"((direct > 1.000) U[1,0] (MET > 1.000))",1.0
