,Non Rules
0,"((O2_Flow = 0.000) U[0,0] (death > 0.000))"
1,"((Mort = 0.000) U[0,0] (Glasgow_Coma_Scale_Total > 0.000))"
2,"((Mort = 0.000) U[0,0] (Mort = 0.000))"
3,"((y = 0.000) U[0,0] (death = 0.000))"
4,"((Mort > 0.000) U[0,0] (direct = 0.000))"
5,"((Mort = 0.000) U[0,0] (Mort < 0.000))"
6,"((Mort > 0.000) U[0,0] (death > 0.000))"
7,"((O2_Flow = 0.000) U[0,0] (Glasgow_Coma_Scale_Total > 0.000))"
8,"((Pulse = 0.000) U[0,0] (Pulse = 0.000))"
9,"((O2_Flow = 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
10,"((n_evts > 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
11,"((ICU_Pt_Days > 0.000) U[0,0] (Sgy = 0.000))"
12,"((SBP = 0.000) U[0,0] (SpO2 = 0.000))"
13,"((Glasgow_Coma_Scale_Total = 0.000) U[0,0] (ALT_GPT = 0.000))"
14,"((n_evts = 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
15,"((Mort = 0.000) U[0,0] (tte < 0.000))"
16,"((Mort > 0.000) U[0,0] (Glasgow_Coma_Scale_Total > 0.000))"
17,"((y = 0.000) U[0,0] (CALCIUM < 0.000))"
18,"((tte = 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
19,"((death = 0.000) U[0,0] (Mort > 0.000))"
20,"((tte = 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
21,"((MET > 0.000) U[0,0] (death > 0.000))"
22,"((LOS > 0.000) U[0,0] (Mort < 0.000))"
23,"((Mort = 0.000) U[0,0] (ICU_Pt_Days < 0.000))"
24,"((SBP = 0.000) U[0,0] (MET = 0.000))"
25,"((MET > 0.000) U[0,0] (Resp = 0.000))"
26,"((LOS = 0.000) U[0,0] (SpO2 = 0.000))"
27,"((death = 0.000) U[0,0] (direct = 0.000))"
28,"((y = 0.000) U[0,0] (Mort > 0.000))"
29,"((n_evts = 0.000) U[0,0] (Pulse = 0.000))"
30,"((ICU_Pt_Days > 0.000) U[0,0] (CALCIUM < 0.000))"
