,Non Rules
0,"G[0,0]((n_evts > 0.000 -> LOS = 0.000))"
1,"G[0,0]((GLUCOSE = 0.000 -> y = 0.000))"
2,"G[0,0]((PHOSPHORUS = 0.000 -> SpO2 < 0.000))"
3,"G[0,0]((MET = 0.000 -> Resp = 0.000))"
4,"G[0,0]((SBP = 0.000 -> LOS < 0.000))"
5,"G[0,0]((n_evts = 0.000 -> SpO2 = 0.000))"
6,"G[0,0]((ICU_Pt_Days < 0.000 -> n_evts = 0.000))"
7,"G[0,0]((n_edrk = 0.000 -> SpO2 < 0.000))"
8,"G[0,0]((direct = 0.000 -> Glasgow_Coma_Scale_Total < 0.000))"
9,"G[0,0]((y < 0.000 -> n_edrk = 0.000))"
10,"G[0,0]((direct = 0.000 -> Resp < 0.000))"
11,"G[0,0]((LOS = 0.000 -> Glasgow_Coma_Scale_Total < 0.000))"
12,"G[0,0]((s8_edrk = 0.000 -> Mort < 0.000))"
13,"G[0,0]((y = 0.000 -> n_edrk = 0.000))"
14,"G[0,0]((cosen = 0.000 -> Sgy = 0.000))"
15,"G[0,0]((direct = 0.000 -> SpO2 = 0.000))"
16,"G[0,0]((direct = 0.000 -> Sgy = 0.000))"
17,"G[0,0]((n_edrk = 0.000 -> n_edrk = 0.000))"
18,"G[0,0]((GLUCOSE = 0.000 -> Resp = 0.000))"
19,"G[0,0]((Temp = 0.000 -> LOS = 0.000))"
20,"G[0,0]((LOS = 0.000 -> death = 0.000))"
21,"G[0,0]((y = 0.000 -> SpO2 < 0.000))"
22,"G[0,0]((MET = 0.000 -> Glasgow_Coma_Scale_Total < 0.000))"
23,"G[0,0]((MAGNESIUM = 0.000 -> LOS < 0.000))"
24,"G[0,0]((MET = 0.000 -> Resp < 0.000))"
25,"G[0,0]((Temp = 0.000 -> SpO2 = 0.000))"
26,"G[0,0]((y < 0.000 -> OXYGEN_SATURATION = 0.000))"
27,"G[0,0]((direct < 0.000 -> PHOSPHORUS = 0.000))"
28,"G[0,0]((LOS > 0.000 -> death = 0.000))"
29,"G[0,0]((direct = 0.000 -> death = 0.000))"
30,"G[0,0]((MET = 0.000 -> HEMOGLOBIN = 0.000))"
31,"G[0,0]((HEMOGLOBIN < 0.000 -> LOS < 0.000))"
32,"G[0,0]((O2_Flow < 0.000 -> n_edrk = 0.000))"
33,"G[0,0]((LOS = 0.000 -> Resp < 0.000))"
34,"G[0,0]((cosen = 0.000 -> death = 0.000))"
35,"G[0,0]((n_evts > 0.000 -> LOS < 0.000))"
36,"G[0,0]((ICU_Pt_Days < 0.000 -> y = 0.000))"
37,"G[0,0]((LOS = 0.000 -> Pulse = 0.000))"
38,"G[0,0]((PLATELET_COUNT = 0.000 -> LOS < 0.000))"
39,"G[0,0]((SpO2 = 0.000 -> Resp = 0.000))"
40,"G[0,0]((y < 0.000 -> O2_Flow = 0.000))"
41,"G[0,0]((GLUCOSE = 0.000 -> Pulse = 0.000))"
42,"G[0,0]((MAGNESIUM = 0.000 -> death = 0.000))"
43,"G[0,0]((direct = 0.000 -> Resp = 0.000))"
