Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR,Class
"G[0,1](((Fibrinogen >= 9.316 -> Platelets <= 235.713) | BUN <= 151.157) | TroponinI <= 244.788)
",0.000,9999999.000,9999999.000,1.000,0.000,34,0,0,0,34,0,34,0,1.0,0.0,0.0,1.0,1.0,0.0,1
"((EtCO2 <= 0.000) U[1,1] (SepsisLabel = 0.203))
",0.000,0.000,0.000,0.000,1.000,34,0,0,0,34,0,34,0,1.0,0.0,0.0,1.0,1.0,0.0,-1
"F[0,1]((Calcium <= 4.331 & Potassium <= 1.650) & Magnesium >= 0.211)
",0.000,-9999999.000,-9999999.000,0.000,1.000,34,0,0,0,34,0,34,0,1.0,0.0,0.0,1.0,1.0,0.0,-1
"F[0,1](((Alkalinephos <= 55.540 & SepsisLabel >= 0.139) | HCO3 <= 0.344) & Bilirubin_direct >= 0.072)
",0.000,-9999999.000,-9999999.000,0.000,1.000,34,0,0,0,34,0,34,0,1.0,0.0,0.0,1.0,1.0,0.0,-1
"F[0,0]((Magnesium <= 0.753 & O2Sat >= 58.173) & TroponinI >= 90.969)
",0.189,-90.966,-90.969,0.000,1.000,34,0,0,0,34,0,34,0,1.0,0.0,0.0,1.0,1.0,0.0,-1
"F[0,1]((Alkalinephos <= 23.978 | BaseExcess <= -1.468) & EtCO2 <= -1.428)
",0.000,-9999999.000,-9999999.000,0.000,1.000,34,0,0,0,34,0,34,0,1.0,0.0,0.0,1.0,1.0,0.0,-1
"F[0,1](((Resp >= 19.025 -> SBP <= 128.053) | Potassium <= 128.588) -> Resp >= 70.089)
",0.000,-9999999.000,-9999999.000,0.000,1.000,34,0,0,0,34,0,34,0,1.0,0.0,0.0,1.0,1.0,0.0,-1
"F[0,1]((Calcium <= 6.592 & Potassium <= 2.664) & Magnesium >= 0.082)
",0.000,-9999999.000,-9999999.000,0.000,1.000,34,0,0,0,34,0,34,0,1.0,0.0,0.0,1.0,1.0,0.0,-1
"F[0,1](((SaO2 <= 28.416 & SBP <= 131.976) | DBP <= 136.492) -> TroponinI >= 46.923)
",0.000,-9999999.000,-9999999.000,0.000,1.000,34,0,0,0,34,0,34,0,1.0,0.0,0.0,1.0,1.0,0.0,-1
"F[0,1]((Hct >= 0.097 & Lactate >= 0.367) & SBP <= 1.229)
",0.000,-9999999.000,-9999999.000,0.000,1.000,34,0,0,0,34,0,34,0,1.0,0.0,0.0,1.0,1.0,0.0,-1
"F[0,0](((HCO3 >= 0.678 & Lactate >= 0.007) & BaseExcess >= 0.376) & SBP >= 0.119)
",-0.238,-2.230,-1.478,0.000,1.000,34,0,0,0,34,0,34,0,1.0,0.0,0.0,1.0,1.0,0.0,-1
"F[1,1]((PTT <= 59.230 -> SepsisLabel <= 0.924) & BaseExcess >= 0.074)
",-1.000,-59.230,-59.230,0.000,1.000,34,0,0,0,34,0,34,0,1.0,0.0,0.0,1.0,1.0,0.0,-1
"F[1,1]((Hgb <= 5.887 & Platelets >= 18.482) & Fibrinogen >= 1.752)
",-4.000,-18.482,-18.482,0.000,1.000,34,0,0,0,34,0,34,0,1.0,0.0,0.0,1.0,1.0,0.0,-1
"((Creatinine > 0.230) U[0,1] (SepsisLabel = 0.248))
",0.000,-9999999.000,-9999999.000,0.000,1.000,34,0,0,0,34,0,34,0,1.0,0.0,0.0,1.0,1.0,0.0,-1
"F[1,1]((BaseExcess <= -0.023 | SBP >= 102.653) & Resp >= 49.890)
",0.000,-49.890,-49.890,0.000,1.000,34,0,0,0,34,0,34,0,1.0,0.0,0.0,1.0,1.0,0.0,-1
"((Platelets < 365.085) U[0,1] (SepsisLabel = 0.055))
",0.000,-9999999.000,-9999999.000,0.000,1.000,34,0,0,0,34,0,34,0,1.0,0.0,0.0,1.0,1.0,0.0,-1
"F[1,1]((Calcium <= 6.601 & Potassium <= 1.972) & Magnesium >= 0.071)
",0.000,-0.071,-0.071,0.000,1.000,34,0,0,0,34,0,34,0,1.0,0.0,0.0,1.0,1.0,0.0,-1
"((Glucose >= 2.344) U[0,1] (SepsisLabel = 0.037))
",0.000,-9999999.000,-9999999.000,0.000,1.000,34,0,0,0,34,0,34,0,1.0,0.0,0.0,1.0,1.0,0.0,-1
"((Phosphate > 0.293) U[1,1] (SepsisLabel = 0.573))
",-0.000,-0.293,-0.293,0.000,1.000,34,0,0,0,34,0,34,0,1.0,0.0,0.0,1.0,1.0,0.0,-1
"F[1,1](Fibrinogen < 327.997 & SepsisLabel = 0.027)
",0.000,-0.027,-0.027,0.000,1.000,34,0,0,0,34,0,34,0,1.0,0.0,0.0,1.0,1.0,0.0,-1
"((SaO2 >= 0.005) U[0,0] (SepsisLabel = 0.927))
",-0.001,8.374,8.395,0.000,1.000,34,0,0,0,34,0,34,0,1.0,0.0,0.0,1.0,1.0,0.0,-1
"F[0,1](Resp > 11.288 & SepsisLabel = 0.823)
",0.000,-9999999.000,-9999999.000,0.000,1.000,34,0,0,0,34,0,34,0,1.0,0.0,0.0,1.0,1.0,0.0,-1
"F[0,0](AST >= 0.687 & SepsisLabel = 0.697)
",-0.272,-28.290,-0.697,0.000,1.000,34,0,0,0,34,0,34,0,1.0,0.0,0.0,1.0,1.0,0.0,-1
"F[0,1](Alkalinephos > 3.522 & SepsisLabel = 0.082)
",0.000,-9999999.000,-9999999.000,0.000,1.000,34,0,0,0,34,0,34,0,1.0,0.0,0.0,1.0,1.0,0.0,-1
"((HR < 107.743) U[0,0] (SepsisLabel = 0.022))
",-0.272,-27.709,-0.022,0.000,1.000,34,0,0,0,34,0,34,0,1.0,0.0,0.0,1.0,1.0,0.0,-1
"F[0,1]((Calcium <= 4.742 & Potassium <= 1.984) & Magnesium >= 0.020)
",0.000,-9999999.000,-9999999.000,0.000,1.000,34,0,0,0,34,0,34,0,1.0,0.0,0.0,1.0,1.0,0.0,-1
