Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR
"F[0,0]((DBP >= 23.124 | WBC <= 7.265) -> HR <= 11.446)
",-13.273,-83.376,0.000,0.000,1.000,13,0,0,0,13,0,13,0,1.0,0,0,1.0,1.04,-0.040000000000000036
"F[0,0](((BUN >= 0.068 & Resp >= 0.932) & BaseExcess <= 22.606) & Calcium >= 15.825)
",-4454430643892986.500,-15.825,0.000,0.000,1.000,13,0,0,0,13,0,13,0,1.0,0,0,1.0,1.04,-0.040000000000000036
"F[0,0]((Calcium <= 1.753 & Potassium <= 2.055) & Magnesium >= 0.027)
",-0.027,-0.027,0.000,0.000,1.000,13,0,0,0,13,0,13,0,1.0,0,0,1.0,1.04,-0.040000000000000036
"F[0,0](((SaO2 <= 69.521 | WBC <= 10.174) | Chloride <= 6.348) & pH >= 0.467)
",-0.467,-0.467,0.000,0.000,1.000,13,0,0,0,13,0,13,0,1.0,0,0,1.0,1.04,-0.040000000000000036
"F[0,0]((Phosphate >= 0.092 -> Calcium >= 0.209) & SBP <= 8.370)
",-48.180,-29.022,0.000,0.000,1.000,13,0,0,0,13,0,13,0,1.0,0,0,1.0,1.04,-0.040000000000000036
"F[0,0]((Hct >= 0.079 & O2Sat <= 97.055) & Lactate >= 0.577)
",-2.097,-0.453,0.000,0.000,1.000,13,0,0,0,13,0,13,0,1.0,0,0,1.0,1.04,-0.040000000000000036
"F[0,0]((Potassium <= 2.423 & WBC >= 0.859) & O2Sat >= 0.003)
",-0.859,-0.859,0.000,0.000,1.000,13,0,0,0,13,0,13,0,1.0,0,0,1.0,1.04,-0.040000000000000036
"F[0,0](((Fibrinogen <= 0.000 -> Potassium <= 2.312) -> DBP <= 3.433) & TroponinI >= 0.118)
",-0.118,-0.118,0.000,0.000,1.000,13,0,0,0,13,0,13,0,1.0,0,0,1.0,1.04,-0.040000000000000036
"F[0,0](PaCO2 >= 0.691 & Resp >= 15.801)
",-6222208148115433.000,-0.691,0.000,0.000,1.000,13,0,0,0,13,0,13,0,1.0,0,0,1.0,1.04,-0.040000000000000036
"F[1,1]((Resp <= 26.780 & SaO2 >= 2.222) & Bilirubin_total >= 0.762)
",-2.222,-2.222,0.000,0.000,1.000,12,0,0,1,13,0,12,1,0.9230769230769231,0,0,1.0,0.96,0.040000000000000036
