Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR
"F[0,0](((Chloride <= 91.389 | SBP >= 89.085) | PaCO2 <= 151.065) -> TroponinI >= 87.106)
",-57.616,-150.002,0.000,0.000,1.000,22,0,0,0,22,0,22,0,1.0,0,0,1.0,1.0232558139534884,-0.023255813953488413
"F[0,0](O2Sat >= 4.128 & PTT >= 0.649)
",0.284,1.503,0.000,0.000,1.000,22,0,0,0,22,0,22,0,1.0,0,0,1.0,1.0232558139534884,-0.023255813953488413
"F[0,0](((Phosphate >= 0.159 -> Temp >= 8.041) -> Phosphate >= 0.605) & BaseExcess >= 9.602)
",-5405296466444098.000,-9.602,0.000,0.000,1.000,22,0,0,0,22,0,22,0,1.0,0,0,1.0,1.0232558139534884,-0.023255813953488413
"F[0,0]((Glucose <= 32.825 | pH >= 1.589) & TroponinI >= 0.747)
",-1.725,-0.661,0.000,0.000,1.000,22,0,0,0,22,0,22,0,1.0,0,0,1.0,1.0232558139534884,-0.023255813953488413
"F[0,0](((Magnesium >= 0.412 | PaCO2 <= 12.932) & Bilirubin_direct >= 3.977) & Alkalinephos <= 10.790)
",-0.923,-7.105,0.000,0.000,1.000,22,0,0,0,22,0,22,0,1.0,0,0,1.0,1.0232558139534884,-0.023255813953488413
"F[0,1]((Calcium <= 2.215 & Potassium <= 2.403) & Magnesium >= 0.135)
",-9999999.000,-9999999.000,0.000,0.000,1.000,21,0,0,1,22,0,21,1,0.9545454545454546,0,0,1.0,0.9767441860465116,0.023255813953488413
"F[0,0](((Chloride >= 21.798 | pH <= 2.123) -> WBC >= 2.005) & Temp >= 1.770)
",-0.476,-3.782,0.000,0.000,1.000,21,0,0,1,22,0,21,1,0.9545454545454546,0,0,1.0,0.9767441860465116,0.023255813953488413
"F[1,1](((BUN >= 4.037 -> HR <= 107.171) -> Bilirubin_direct <= 100.774) & Hgb >= 32.799)
",-100.774,-100.774,0.000,0.000,1.000,21,0,0,1,22,0,21,1,0.9545454545454546,0,0,1.0,0.9767441860465116,0.023255813953488413
"((BaseExcess <= -0.209) U[1,1] (Bilirubin_total >= 0.008))
",-4538087164621934.000,-0.008,0.000,0.000,1.000,21,0,0,1,22,0,21,1,0.9545454545454546,0,0,1.0,0.9767441860465116,0.023255813953488413
"F[0,1]((Hct <= 29.952 | MAP >= 2.673) & BaseExcess >= 18.971)
",-9999999.000,-9999999.000,0.000,0.000,1.000,21,0,0,1,22,0,21,1,0.9545454545454546,0,0,1.0,0.9767441860465116,0.023255813953488413
"F[0,0](AST >= 4.958 & BaseExcess <= -0.149)
",-2790832513176101.500,-4.958,0.000,0.000,1.000,21,0,0,1,22,0,21,1,0.9545454545454546,0,0,1.0,0.9767441860465116,0.023255813953488413
"F[0,0]((Calcium <= 3.690 & Potassium <= 4.776) & Magnesium >= 0.021)
",-0.406,-11.524,0.000,0.000,1.000,21,0,0,1,22,0,21,1,0.9545454545454546,0,0,1.0,0.9767441860465116,0.023255813953488413
"F[0,1]((PTT <= 22.253 | SBP >= 86.810) & HCO3 >= 32.919)
",-9999999.000,-9999999.000,0.000,0.000,1.000,21,0,0,1,22,0,21,1,0.9545454545454546,0,0,1.0,0.9767441860465116,0.023255813953488413
"F[0,1](Resp <= 24.628 & Bilirubin_direct >= 0.022)
",-9999999.000,-9999999.000,0.000,0.000,1.000,20,0,0,2,22,0,20,2,0.9090909090909091,0,0,1.0,0.9302325581395349,0.06976744186046513
"F[0,0](((BaseExcess >= -2.994 | Bilirubin_direct >= 0.033) & Bilirubin_total <= 0.203) & Lactate >= 0.011)
",-0.414,-0.638,0.000,0.000,1.000,20,0,0,2,22,0,20,2,0.9090909090909091,0,0,1.0,0.9302325581395349,0.06976744186046513
"((Glucose >= 8.826) U[1,1] (Hct >= 4.829))
",-5436593624180341.000,-4.829,0.000,0.000,1.000,20,0,0,2,22,0,20,2,0.9090909090909091,0,0,1.0,0.9302325581395349,0.06976744186046513
"((Potassium >= 0.097) U[0,1] (PTT >= 0.089))
",-9999999.000,-9999999.000,0.000,0.000,1.000,20,0,0,2,22,0,20,2,0.9090909090909091,0,0,1.0,0.9302325581395349,0.06976744186046513
"F[1,1]((Alkalinephos <= 43.618 | DBP >= 6.469) -> HCO3 >= 63.032)
",-43.618,-43.618,0.000,0.000,1.000,20,0,0,2,22,0,20,2,0.9090909090909091,0,0,1.0,0.9302325581395349,0.06976744186046513
"F[0,1]((Calcium <= 5.142 & Potassium <= 3.767) & Magnesium >= 0.384)
",-9999999.000,-9999999.000,0.000,0.000,1.000,20,0,0,2,22,0,20,2,0.9090909090909091,0,0,1.0,0.9302325581395349,0.06976744186046513
"F[1,1]((Calcium <= 3.040 & Potassium <= 3.902) & Magnesium >= 0.034)
",-4883979209418613.000,-0.034,0.000,0.000,1.000,20,0,0,2,22,0,20,2,0.9090909090909091,0,0,1.0,0.9302325581395349,0.06976744186046513
"F[0,0]((Glucose <= 30.310 | PaCO2 >= 4.453) -> O2Sat <= 12.601)
",-118.383,-30.253,0.000,0.000,1.000,20,0,0,2,22,0,20,2,0.9090909090909091,0,0,1.0,0.9302325581395349,0.06976744186046513
"((Glucose <= 88.666) U[0,1] (PTT >= 0.957))
",-9999999.000,-9999999.000,0.000,0.000,1.000,20,0,0,2,22,0,20,2,0.9090909090909091,0,0,1.0,0.9302325581395349,0.06976744186046513
"F[0,1]((Calcium >= 0.445 | BaseExcess >= -2.648) -> Hgb <= -0.085)
",-9999999.000,-9999999.000,0.000,0.000,1.000,20,0,0,2,22,0,20,2,0.9090909090909091,0,0,1.0,0.9302325581395349,0.06976744186046513
"((AST <= 39.384) U[1,1] (Bilirubin_direct >= 0.044))
",39.384,39.384,0.000,0.000,1.000,20,0,0,2,22,0,20,2,0.9090909090909091,0,0,1.0,0.9302325581395349,0.06976744186046513
"F[1,1](((Lactate <= 0.440 | SaO2 >= 6.919) & Chloride <= 32.688) & Hgb >= 0.885)
",-7967992496494723.000,-0.885,0.000,0.000,1.000,20,0,0,2,22,0,20,2,0.9090909090909091,0,0,1.0,0.9302325581395349,0.06976744186046513
