Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR
"F[0,0](((PaCO2 >= 0.000 -> Platelets <= 108.051) & SBP <= 168.178) & SaO2 >= 4.443)
",-108.051,-108.051,0.000,0.000,1.000,9,0,0,0,9,0,9,0,1.0,0,0,1.0,1.0,0.0
"F[0,1](Temp >= 7.121 & O2Sat <= 89.146)
",-9999999.000,-9999999.000,0.000,0.000,1.000,9,0,0,0,9,0,9,0,1.0,0,0,1.0,1.0,0.0
"F[0,1]((Calcium <= 6.242 & Potassium <= 1.038) & Magnesium >= 0.053)
",-9999999.000,-9999999.000,0.000,0.000,1.000,9,0,0,0,9,0,9,0,1.0,0,0,1.0,1.0,0.0
"F[0,0]((O2Sat >= 16.099 | Temp >= 0.408) & DBP >= 5.798)
",5.655,69.058,0.000,0.000,1.000,9,0,0,0,9,0,9,0,1.0,0,0,1.0,1.0,0.0
"F[0,0](PTT >= 0.019 & Phosphate >= 0.131)
",0.108,0.058,0.000,0.000,1.000,9,0,0,0,9,0,9,0,1.0,0,0,1.0,1.0,0.0
"F[1,1](((AST >= 0.000 -> Hct >= 2.012) & TroponinI >= 0.427) | TroponinI >= 1.146)
",-0.427,-0.427,0.000,0.000,1.000,9,0,0,0,9,0,9,0,1.0,0,0,1.0,1.0,0.0
"F[0,0]((Calcium <= 3.199 & Potassium <= 3.197) & Magnesium >= 0.038)
",-0.612,-0.089,0.000,0.000,1.000,9,0,0,0,9,0,9,0,1.0,0,0,1.0,1.0,0.0
"F[0,0](((O2Sat >= 76.852 | MAP <= 75.345) -> HR >= 72.589) & pH >= 42.686)
",-14114.411,-14114.411,0.000,0.000,1.000,9,0,0,0,9,0,9,0,1.0,0,0,1.0,1.0,0.0
"((FiO2 <= 0.000) U[0,0] (WBC >= 0.611))
",0.354,2.521,0.000,0.000,1.000,9,0,0,0,9,0,9,0,1.0,0,0,1.0,1.0,0.0
"F[0,1]((SBP >= 57.846 & Temp <= 29.823) & Hgb >= 1.358)
",-9999999.000,-9999999.000,0.000,0.000,1.000,9,0,0,0,9,0,9,0,1.0,0,0,1.0,1.0,0.0
"F[0,1]((MAP >= 40.072 | Phosphate >= 0.164) & EtCO2 >= 0.124)
",-9999999.000,-9999999.000,0.000,0.000,1.000,9,0,0,0,9,0,9,0,1.0,0,0,1.0,1.0,0.0
"F[0,1](((O2Sat >= 54.764 | PTT >= 0.947) & WBC <= 1.747) & FiO2 >= 0.259)
",-9999999.000,-9999999.000,0.000,0.000,1.000,9,0,0,0,9,0,9,0,1.0,0,0,1.0,1.0,0.0
"F[1,1](((O2Sat <= 95.051 | SBP <= 122.698) | Hgb <= 122.967) -> Creatinine >= 93.574)
",-122.967,-122.967,0.000,0.000,1.000,9,0,0,0,9,0,9,0,1.0,0,0,1.0,1.0,0.0
"F[0,0](((HCO3 >= 0.934 & Phosphate >= 0.100) -> MAP <= 0.482) -> Bilirubin_total >= 0.092)
",-1.507,-1.220,0.000,0.000,1.000,9,0,0,0,9,0,9,0,1.0,0,0,1.0,1.0,0.0
"F[0,1]((Calcium <= 0.877 & Potassium <= 0.720) & Magnesium >= 0.062)
",-9999999.000,-9999999.000,0.000,0.000,1.000,9,0,0,0,9,0,9,0,1.0,0,0,1.0,1.0,0.0
"F[1,1](((Phosphate <= 2.343 | PTT >= 1.049) -> Alkalinephos <= 21.088) & Bilirubin_total >= 0.402)
",-21.088,-21.088,0.000,0.000,1.000,9,0,0,0,9,0,9,0,1.0,0,0,1.0,1.0,0.0
"((Fibrinogen < 0.000) U[1,2] (SepsisLabel = 0.000))
",-9999999.000,-9999999.000,0.000,0.000,1.000,9,0,0,0,9,0,9,0,1.0,0,0,1.0,1.0,0.0
"((Phosphate >= 0.080) U[1,1] (Glucose <= 69.142))
",69.142,69.142,0.000,0.000,1.000,9,0,0,0,9,0,9,0,1.0,0,0,1.0,1.0,0.0
"F[1,1](DBP < 0.000 & SepsisLabel = 0.000)
",0.000,0.000,0.000,0.000,1.000,9,0,0,0,9,0,9,0,1.0,0,0,1.0,1.0,0.0
"F[1,1](((PTT <= 15.818 & Hct <= 35.526) & SaO2 >= 1.106) & Magnesium <= 30.792)
",-1.106,-1.106,0.000,0.000,1.000,9,0,0,0,9,0,9,0,1.0,0,0,1.0,1.0,0.0
"F[1,1](((Hgb >= 0.117 & AST <= 0.000) & SaO2 <= 0.000) & WBC <= 0.000)
",-8457992990536546.000,-0.117,0.000,0.000,1.000,9,0,0,0,9,0,9,0,1.0,0,0,1.0,1.0,0.0
"F[0,0](((Calcium <= 1.489 | HR >= 13.295) | Magnesium <= 69.200) & Calcium >= 36.467)
",-36.467,-36.467,0.000,0.000,1.000,9,0,0,0,9,0,9,0,1.0,0,0,1.0,1.0,0.0
"F[0,1](((Phosphate >= 0.169 | MAP <= 74.349) & DBP >= 57.379) & SaO2 <= 81.654)
",-9999999.000,-9999999.000,0.000,0.000,1.000,9,0,0,0,9,0,9,0,1.0,0,0,1.0,1.0,0.0
"F[0,1]((Alkalinephos >= 0.000 -> BUN <= 11.439) & Alkalinephos >= 0.185)
",-9999999.000,-9999999.000,0.000,0.000,1.000,9,0,0,0,9,0,9,0,1.0,0,0,1.0,1.0,0.0
"F[0,1](Creatinine <= 0.689 & Potassium >= 0.094)
",-9999999.000,-9999999.000,0.000,0.000,1.000,9,0,0,0,9,0,9,0,1.0,0,0,1.0,1.0,0.0
"F[0,1](((SaO2 <= 0.000 -> Hgb >= 0.307) & Hgb >= 0.022) & Hct <= 4.767)
",-9999999.000,-9999999.000,0.000,0.000,1.000,9,0,0,0,9,0,9,0,1.0,0,0,1.0,1.0,0.0
"((Chloride >= 0.316) U[1,1] (Hgb >= 0.056))
",-8058179933220766.000,-0.056,0.000,0.000,1.000,9,0,0,0,9,0,9,0,1.0,0,0,1.0,1.0,0.0
"F[0,1](Calcium <= 3.489 -> Platelets >= 5.876)
",-9999999.000,-9999999.000,0.000,0.000,1.000,8,0,0,1,9,0,8,1,0.8888888888888888,0,0,1.0,0.8888888888888888,0.11111111111111116
"F[1,1]((BUN <= 7.424 | Glucose >= 2.999) & Platelets >= 0.027)
",-0.027,-0.027,0.000,0.000,1.000,8,0,0,1,9,0,8,1,0.8888888888888888,0,0,1.0,0.8888888888888888,0.11111111111111116
"F[0,1](Glucose >= 0.440 | WBC >= 0.409)
",-9999999.000,-9999999.000,0.000,0.000,1.000,8,0,0,1,9,0,8,1,0.8888888888888888,0,0,1.0,0.8888888888888888,0.11111111111111116
"F[1,1](Magnesium >= 0.067 & AST >= 0.000)
",-0.067,-0.067,0.000,0.000,1.000,8,0,0,1,9,0,8,1,0.8888888888888888,0,0,1.0,0.8888888888888888,0.11111111111111116
"F[0,1]((PaCO2 >= 0.000 -> Phosphate >= 0.118) & Temp >= 0.049)
",-9999999.000,-9999999.000,0.000,0.000,1.000,8,0,0,1,9,0,8,1,0.8888888888888888,0,0,1.0,0.8888888888888888,0.11111111111111116
"((Potassium <= 1.309) U[0,1] (PTT >= 0.471))
",-9999999.000,-9999999.000,0.000,0.000,1.000,8,0,0,1,9,0,8,1,0.8888888888888888,0,0,1.0,0.8888888888888888,0.11111111111111116
"F[0,1](HCO3 >= 0.693 | Hgb >= 0.470)
",-9999999.000,-9999999.000,0.000,0.000,1.000,8,0,0,1,9,0,8,1,0.8888888888888888,0,0,1.0,0.8888888888888888,0.11111111111111116
"F[0,1]((Phosphate >= 0.049 | Phosphate <= 2.435) & Potassium >= 0.010)
",-9999999.000,-9999999.000,0.000,0.000,1.000,8,0,0,1,9,0,8,1,0.8888888888888888,0,0,1.0,0.8888888888888888,0.11111111111111116
