Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR,Class
"G[0,0](Chloride >= 0.000 & HCO3 >= 0.000)
",0.000,0.000,0.000,1.000,0.000,16,0,0,0,16,0,16,0,1.0,0.0,0.0,1.0,1.032258064516129,-0.032258064516129004,1
"G[0,0]((SaO2 <= 67.954 & pH <= 0.788) | HR >= 0.212)
",3862967534851834.000,28106.788,0.000,1.000,0.000,16,0,0,0,16,0,16,0,1.0,0.0,0.0,1.0,1.032258064516129,-0.032258064516129004,1
"F[0,0]((Calcium <= 3.556 & Potassium <= 1.298) & Magnesium >= 0.092)
",-3319739095783026.500,-0.092,0.000,0.000,1.000,16,0,0,0,16,0,16,0,1.0,0.0,0.0,1.0,1.032258064516129,-0.032258064516129004,-1
"G[0,0](((O2Sat >= 27.181 & TroponinI <= 0.058) | PTT <= 0.033) | Hct >= 0.001)
",5.264,0.053,0.000,1.000,0.000,16,0,0,0,16,0,16,0,1.0,0.0,0.0,1.0,1.032258064516129,-0.032258064516129004,1
"((Resp <= 24.277) U[0,0] (Alkalinephos >= 2.166))
",0.771,10.174,0.000,0.000,1.000,16,0,0,0,16,0,16,0,1.0,0.0,0.0,1.0,1.032258064516129,-0.032258064516129004,-1
"G[0,0]((Calcium >= 0.520 -> Hgb >= 0.169) | Calcium <= 2.689)
",3026997935881545.000,2.689,0.000,1.000,0.000,16,0,0,0,16,0,16,0,1.0,0.0,0.0,1.0,1.032258064516129,-0.032258064516129004,1
"G[0,0]((FiO2 <= 0.045 | Magnesium >= 0.123) | WBC >= 0.120)
",6445742598314843.000,0.045,0.000,1.000,0.000,16,0,0,0,16,0,16,0,1.0,0.0,0.0,1.0,1.032258064516129,-0.032258064516129004,1
"F[0,0]((BUN >= 1.163 & Bilirubin_direct <= 0.000) & SaO2 <= 0.000)
",-1.163,-1.163,0.000,0.000,1.000,16,0,0,0,16,0,16,0,1.0,0.0,0.0,1.0,1.032258064516129,-0.032258064516129004,-1
"G[0,0]((Bilirubin_direct <= 0.000 -> Hct >= 1.172) -> Lactate <= 16.590)
",-3.742,-15.484,0.000,1.000,0.000,16,0,0,0,16,0,16,0,1.0,0.0,0.0,1.0,1.032258064516129,-0.032258064516129004,1
"G[0,0]((Alkalinephos >= 3.395 & Bilirubin_direct <= 0.000) -> Lactate >= 0.000)
",-0.267,-7.200,0.000,1.000,0.000,16,0,0,0,16,0,16,0,1.0,0.0,0.0,1.0,1.032258064516129,-0.032258064516129004,1
"G[0,0](((BUN <= 20.083 -> Potassium <= 4.465) | WBC <= 1.097) | PaCO2 <= 1.211)
",5455838759026458.000,1.211,0.000,1.000,0.000,16,0,0,0,16,0,16,0,1.0,0.0,0.0,1.0,1.032258064516129,-0.032258064516129004,1
"G[0,0]((Bilirubin_total >= 0.034 & Creatinine >= 0.011) -> SaO2 >= 0.054)
",0.034,0.034,0.000,1.000,0.000,16,0,0,0,16,0,16,0,1.0,0.0,0.0,1.0,1.032258064516129,-0.032258064516129004,1
"G[0,0]((Alkalinephos >= 0.567 & Bilirubin_total <= 1.067) | SepsisLabel <= 0.346)
",6225207819593151.000,0.346,0.000,1.000,0.000,16,0,0,0,16,0,16,0,1.0,0.0,0.0,1.0,1.032258064516129,-0.032258064516129004,1
"F[0,0]((pH >= 0.026 & Platelets <= 74.273) | Alkalinephos >= 2.772)
",-0.026,-0.026,0.000,0.000,1.000,15,0,0,1,16,0,15,1,0.9375,0.0,0.0,1.0,0.967741935483871,0.032258064516129004,-1
"((pH <= 5.438) U[0,0] (Potassium >= 0.110))
",6122961105999665.000,5.438,0.000,0.000,1.000,15,0,0,1,16,0,15,1,0.9375,0.0,0.0,1.0,0.967741935483871,0.032258064516129004,-1
"G[0,1](((Chloride <= 0.000 & Hct <= 7.864) | pH >= 1.019) | PTT >= 1.625)
",9999999.000,9999999.000,0.000,1.000,0.000,15,0,1,0,15,1,16,0,1.0,0.0,1.0,0.9375,0.967741935483871,0.032258064516129004,1
"G[1,1]((Lactate >= 0.000 -> Alkalinephos >= 1.203) -> PTT >= 0.472)
",0.000,0.000,0.000,1.000,0.000,15,0,1,0,15,1,16,0,1.0,0.0,1.0,0.9375,0.967741935483871,0.032258064516129004,1
"G[0,1](Calcium <= 7.919 | Hct >= 1.169)
",9999999.000,9999999.000,0.000,1.000,0.000,15,0,1,0,15,1,16,0,1.0,0.0,1.0,0.9375,0.967741935483871,0.032258064516129004,1
"G[0,1](Chloride >= 0.000 & HCO3 >= 0.000)
",9999999.000,9999999.000,0.000,1.000,0.000,15,0,1,0,15,1,16,0,1.0,0.0,1.0,0.9375,0.967741935483871,0.032258064516129004,1
"G[1,1](((Phosphate >= 0.001 -> PTT >= 0.572) -> Phosphate >= 0.753) -> AST <= 7.051)
",-2646083177656681.500,-7.051,0.000,1.000,0.000,15,0,1,0,15,1,16,0,1.0,0.0,1.0,0.9375,0.967741935483871,0.032258064516129004,1
"G[1,1](FiO2 <= 0.150 | Potassium >= 0.149)
",0.150,0.150,0.000,1.000,0.000,15,0,1,0,15,1,16,0,1.0,0.0,1.0,0.9375,0.967741935483871,0.032258064516129004,1
"F[1,1]((Calcium <= 3.441 & Potassium <= 4.377) & Magnesium >= 0.025)
",-7177870425362607.000,-0.025,0.000,0.000,1.000,15,0,0,1,16,0,15,1,0.9375,0.0,0.0,1.0,0.967741935483871,0.032258064516129004,-1
"F[0,0]((PaCO2 <= 14.301 -> PaCO2 <= 1.704) & Potassium >= 0.566)
",-4025234759884041.500,-14.301,0.000,0.000,1.000,15,0,0,1,16,0,15,1,0.9375,0.0,0.0,1.0,0.967741935483871,0.032258064516129004,-1
"F[0,0](Hgb <= 10.595 -> Potassium >= 0.124)
",-5964407992663490.000,-10.595,0.000,0.000,1.000,15,0,0,1,16,0,15,1,0.9375,0.0,0.0,1.0,0.967741935483871,0.032258064516129004,-1
"F[1,1](((SBP <= 160.016 -> Temp >= 1.252) & TroponinI <= 32.236) & pH >= 1.910)
",-5630066600315206.000,-160.016,0.000,0.000,1.000,15,0,0,1,16,0,15,1,0.9375,0.0,0.0,1.0,0.967741935483871,0.032258064516129004,-1
"F[1,1](Hgb <= 4.979 & pH >= 0.187)
",-3368341710082829.500,-0.187,0.000,0.000,1.000,15,0,0,1,16,0,15,1,0.9375,0.0,0.0,1.0,0.967741935483871,0.032258064516129004,-1
"F[0,1]((Calcium <= 8.498 & Potassium <= 3.565) & Magnesium >= 0.033)
",-9999999.000,-9999999.000,0.000,0.000,1.000,15,0,0,1,16,0,15,1,0.9375,0.0,0.0,1.0,0.967741935483871,0.032258064516129004,-1
