Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR,Class
"((ICU_Pt_Days <= 4.420) U[0,1] (n_evts >= 0.162))
",0.000,-9999999.000,-9999999.000,0.000,1.000,58,14,0,0,58,14,58,14,1.0,1.0,0.0,1.0,1.0,0.0,-1
"((hr >= 60.762) U[0,1] (n_evts >= 0.180))
",0.000,-9999999.000,-9999999.000,0.000,1.000,58,14,0,0,58,14,58,14,1.0,1.0,0.0,1.0,1.0,0.0,-1
"F[0,1](AF <= 0.652 & SBP <= 141.757)
",0.000,-9999999.000,-9999999.000,0.000,1.000,58,14,0,0,58,14,58,14,1.0,1.0,0.0,1.0,1.0,0.0,-1
"F[0,0](AF <= 0.588 & dfa >= 0.350)
",-1.857,-0.079,0.228,0.000,1.000,58,13,1,0,58,14,59,13,1.0,0.9285714285714286,0.07142857142857142,0.9830508474576272,0.9861111111111112,0.01388888888888884,-1
"G[0,0](n_evts <= 0.945 & s2_edrk <= 0.001)
",284.330,0.001,-0.055,1.000,0.000,58,13,1,0,58,14,59,13,1.0,0.9285714285714286,0.07142857142857142,0.9830508474576272,0.9861111111111112,0.01388888888888884,1
"G[0,1](hr <= 111.208 & ICU_Pt_Days <= 4.565)
",0.000,9999999.000,9999999.000,1.000,0.000,58,12,2,0,58,14,60,12,1.0,0.8571428571428571,0.14285714285714285,0.9666666666666667,0.9722222222222222,0.02777777777777779,1
"((af <= 0.768) U[0,1] (y >= 0.042))
",0.000,-9999999.000,-9999999.000,0.000,1.000,58,11,3,0,58,14,61,11,1.0,0.7857142857142857,0.21428571428571427,0.9508196721311475,0.9583333333333334,0.04166666666666663,-1
"((s24_hr <= 0.001) U[0,0] (tte <= -0.038))
",-0.785,0.000,0.956,0.000,1.000,58,11,3,0,58,14,61,11,1.0,0.7857142857142857,0.21428571428571427,0.9508196721311475,0.9583333333333334,0.04166666666666663,-1
"G[0,1](death <= 0.829 & srr >= 0.047)
",0.000,9999999.000,9999999.000,1.000,0.000,58,10,4,0,58,14,62,10,1.0,0.7142857142857143,0.2857142857142857,0.9354838709677419,0.9444444444444444,0.05555555555555558,1
"F[0,0](n_edrk <= 0.893 | n_evts >= 0.167)
",-6.978,-0.078,0.841,0.000,1.000,55,13,1,3,58,14,56,16,0.9482758620689655,0.9285714285714286,0.07142857142857142,0.9821428571428571,0.9444444444444444,0.05555555555555558,-1
"G[0,1](n_edrk < 0.888 -> y = 0.240)
",0.000,9999999.000,9999999.000,1.000,0.000,54,13,1,4,58,14,55,17,0.9310344827586207,0.9285714285714286,0.07142857142857142,0.9818181818181818,0.9305555555555556,0.06944444444444442,1
"((s8_edrk <= 0.002) U[0,0] (y >= 0.115))
",-1.580,0.002,0.633,0.000,1.000,58,9,5,0,58,14,63,9,1.0,0.6428571428571429,0.35714285714285715,0.9206349206349206,0.9305555555555556,0.06944444444444442,-1
