Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR,Class
"G[0,1](af >= 0.020 | n_evts <= 0.695)
",0.000,9999999.000,9999999.000,1.000,0.000,238,14,0,0,238,14,238,14,1.0,1.0,0.0,1.0,1.0,0.0,1
"((n_evts >= 0.017) U[1,1] (srr <= 0.182))
",-22.553,0.098,0.983,0.000,1.000,238,14,0,0,238,14,238,14,1.0,1.0,0.0,1.0,1.0,0.0,-1
"G[0,1](n_evts <= 0.878 | s2_hr >= -0.000)
",0.000,9999999.000,9999999.000,1.000,0.000,238,13,1,0,238,14,239,13,1.0,0.9285714285714286,0.07142857142857142,0.99581589958159,0.996031746031746,0.003968253968253954,1
"((n_evts >= 0.048) U[1,2] (SBP <= 137.625))
",0.000,-9999999.000,-9999999.000,0.000,1.000,238,12,0,2,240,12,238,14,0.9916666666666667,1.0,0.0,1.0,0.9920634920634921,0.007936507936507908,-1
"G[0,0](AF <= 0.104 & ICU_Pt_Days <= 0.381)
",1.533,0.104,-2.944,1.000,0.000,238,12,2,0,238,14,240,12,1.0,0.8571428571428571,0.14285714285714285,0.9916666666666667,0.9920634920634921,0.007936507936507908,1
"((SBP >= 78.523) U[0,0] (tte <= -0.039))
",-1.171,11.018,34.905,0.000,1.000,238,11,3,0,238,14,241,11,1.0,0.7857142857142857,0.21428571428571427,0.9875518672199171,0.9880952380952381,0.011904761904761862,-1
"G[0,1](Glasgow_Coma_Scale_Total >= 14.346 & ICU_Pt_Days <= 1.522)
",0.000,9999999.000,9999999.000,1.000,0.000,238,10,4,0,238,14,242,10,1.0,0.7142857142857143,0.2857142857142857,0.9834710743801653,0.9841269841269841,0.015873015873015928,1
"G[0,1](srr <= 0.193 -> y <= 0.558)
",0.000,9999999.000,9999999.000,1.000,0.000,238,9,5,0,238,14,243,9,1.0,0.6428571428571429,0.35714285714285715,0.9794238683127572,0.9801587301587301,0.019841269841269882,1
"G[0,1](SBP <= 164.611 & y <= 0.706)
",0.000,9999999.000,9999999.000,1.000,0.000,238,9,5,0,238,14,243,9,1.0,0.6428571428571429,0.35714285714285715,0.9794238683127572,0.9801587301587301,0.019841269841269882,1
"G[0,0](direct <= 0.643 & s24_edrk <= 0.002)
",1.158,0.002,-0.204,1.000,0.000,238,9,5,0,238,14,243,9,1.0,0.6428571428571429,0.35714285714285715,0.9794238683127572,0.9801587301587301,0.019841269841269882,1
"F[1,1](af <= 0.505 & y >= 0.028)
",-1.290,-0.038,0.353,0.000,1.000,238,9,5,0,238,14,243,9,1.0,0.6428571428571429,0.35714285714285715,0.9794238683127572,0.9801587301587301,0.019841269841269882,-1
"((Mort >= 0.003) U[1,2] (s8_hr <= 0.001))
",0.000,-9999999.000,-9999999.000,0.000,1.000,238,7,5,2,240,12,243,9,0.9916666666666667,0.5833333333333334,0.4166666666666667,0.9794238683127572,0.9722222222222222,0.02777777777777779,-1
"((MET >= 0.008) U[0,1] (Mort >= 0.011))
",0.000,-9999999.000,-9999999.000,0.000,1.000,238,7,7,0,238,14,245,7,1.0,0.5,0.5,0.9714285714285714,0.9722222222222222,0.02777777777777779,-1
"F[1,1](Glasgow_Coma_Scale_Total >= 14.803 & tte <= -0.030)
",0.259,-0.030,-0.141,0.000,1.000,238,7,7,0,238,14,245,7,1.0,0.5,0.5,0.9714285714285714,0.9722222222222222,0.02777777777777779,-1
"F[1,1](direct >= 0.007 & srr <= 0.362)
",-1.141,-0.007,0.184,0.000,1.000,238,7,7,0,238,14,245,7,1.0,0.5,0.5,0.9714285714285714,0.9722222222222222,0.02777777777777779,-1
"G[1,1](Mort <= 0.671 & s24_edrk <= 0.004)
",0.871,0.004,-0.140,1.000,0.000,238,7,7,0,238,14,245,7,1.0,0.5,0.5,0.9714285714285714,0.9722222222222222,0.02777777777777779,1
"G[1,1](dfa >= 0.317 & ICU_Pt_Days <= 4.309)
",1.076,0.260,-0.319,1.000,0.000,237,8,6,1,238,14,243,9,0.9957983193277311,0.5714285714285714,0.42857142857142855,0.9753086419753086,0.9722222222222222,0.02777777777777779,1
"G[1,1](direct >= 0.004 -> n_evts <= 0.764)
",-0.396,-0.764,-0.568,1.000,0.000,238,7,7,0,238,14,245,7,1.0,0.5,0.5,0.9714285714285714,0.9722222222222222,0.02777777777777779,1
"F[0,1](LOS <= 8.038 -> y = 0.243)
",0.000,-9999999.000,-9999999.000,0.000,1.000,238,5,9,0,238,14,247,5,1.0,0.35714285714285715,0.6428571428571429,0.9635627530364372,0.9642857142857143,0.0357142857142857,-1
"((direct >= 0.003) U[1,1] (Glasgow_Coma_Scale_Total >= 14.159))
",0.091,0.841,0.810,0.000,1.000,238,5,9,0,238,14,247,5,1.0,0.35714285714285715,0.6428571428571429,0.9635627530364372,0.9642857142857143,0.0357142857142857,-1
"G[1,1](Glasgow_Coma_Scale_Total <= 14.990 -> y = 0.180)
",0.632,0.010,-0.275,1.000,0.000,238,4,10,0,238,14,248,4,1.0,0.2857142857142857,0.7142857142857143,0.9596774193548387,0.9603174603174603,0.03968253968253965,1
"F[0,1](death >= 0.005 & s2_edrk >= -0.003)
",0.000,-9999999.000,-9999999.000,0.000,1.000,238,4,10,0,238,14,248,4,1.0,0.2857142857142857,0.7142857142857143,0.9596774193548387,0.9603174603174603,0.03968253968253965,-1
"G[0,1](hr <= 112.281 & tte >= -3.806)
",0.000,9999999.000,9999999.000,1.000,0.000,237,4,10,1,238,14,247,5,0.9957983193277311,0.2857142857142857,0.7142857142857143,0.9595141700404858,0.9563492063492064,0.04365079365079361,1
"((death <= 0.184) U[1,1] (Mort >= 0.004))
",-0.866,0.184,0.532,0.000,1.000,238,3,11,0,238,14,249,3,1.0,0.21428571428571427,0.7857142857142857,0.9558232931726908,0.9563492063492064,0.04365079365079361,-1
