Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR,Class
"G[0,1](AF >= 0.462 & direct <= 0.512)
",0.000,9999999.000,9999999.000,1.000,0.000,24,14,0,0,24,14,24,14,1.0,1.0,0.0,1.0,1.0,0.0,1
"F[1,1](AF >= 0.016 -> ICU_Pt_Days >= 0.857)
",1.031,-0.984,-2.715,0.000,1.000,24,14,0,0,24,14,24,14,1.0,1.0,0.0,1.0,1.0,0.0,-1
"((n_evts >= 0.040) U[1,1] (s24_hr <= 0.001))
",-938.569,0.002,0.960,0.000,1.000,24,13,1,0,24,14,25,13,1.0,0.9285714285714286,0.07142857142857142,0.96,0.9736842105263158,0.02631578947368418,-1
"((O2_Flow <= 6.550) U[1,1] (s24_hr >= -0.002))
",-3.719,0.001,3.835,0.000,1.000,24,13,1,0,24,14,25,13,1.0,0.9285714285714286,0.07142857142857142,0.96,0.9736842105263158,0.02631578947368418,-1
"F[0,1](s8_edrk <= 0.003 -> y >= 0.118)
",0.000,-9999999.000,-9999999.000,0.000,1.000,24,12,2,0,24,14,26,12,1.0,0.8571428571428571,0.14285714285714285,0.9230769230769231,0.9473684210526315,0.052631578947368474,-1
"F[1,1](edrk >= 14.647 -> ICU_Pt_Days >= 0.672)
",0.322,-6.247,-9.304,0.000,1.000,24,12,2,0,24,14,26,12,1.0,0.8571428571428571,0.14285714285714285,0.9230769230769231,0.9473684210526315,0.052631578947368474,-1
"((n_evts >= 0.171) U[1,2] (s8_edrk <= 0.003))
",0.000,-9999999.000,-9999999.000,0.000,1.000,24,12,1,1,25,13,25,13,0.96,0.9230769230769231,0.07692307692307693,0.96,0.9473684210526315,0.052631578947368474,-1
"G[0,0](LOS <= 6.662 & O2_Flow >= 4.663)
",1.738,2.337,-2.238,1.000,0.000,24,11,3,0,24,14,27,11,1.0,0.7857142857142857,0.21428571428571427,0.8888888888888888,0.9210526315789473,0.07894736842105265,1
"((AF <= 0.851) U[1,1] (s8_hr <= 0.000))
",-4.419,0.001,0.779,0.000,1.000,24,11,3,0,24,14,27,11,1.0,0.7857142857142857,0.21428571428571427,0.8888888888888888,0.9210526315789473,0.07894736842105265,-1
"G[1,1](s24_hr >= -0.001 -> TROPONIN_I <= 0.047)
",-1.892,-0.022,-0.001,1.000,0.000,21,14,0,3,24,14,21,17,0.875,1.0,0.0,1.0,0.9210526315789473,0.07894736842105265,1
