Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR,Class
"G[0,1](LOS >= 1.763 -> n_evts <= 0.838)
",0.000,9999999.000,9999999.000,1.000,0.000,33,14,0,0,33,14,33,14,1.0,1.0,0.0,1.0,1.0,0.0,1
"G[1,1](s24_hr >= -0.001 -> SBP >= 123.969)
",-5.206,-30.344,-0.001,1.000,0.000,33,14,0,0,33,14,33,14,1.0,1.0,0.0,1.0,1.0,0.0,1
"((O2_Flow <= 4.631) U[0,0] (Pulse >= 62.331))
",-1.306,2.631,26.235,0.000,1.000,33,13,1,0,33,14,34,13,1.0,0.9285714285714286,0.07142857142857142,0.9705882352941176,0.9787234042553191,0.021276595744680882,-1
"((hr >= 62.272) U[1,1] (LOS >= 2.306))
",-1.608,4.585,37.209,0.000,1.000,33,12,2,0,33,14,35,12,1.0,0.8571428571428571,0.14285714285714285,0.9428571428571428,0.9574468085106383,0.04255319148936165,-1
"((n_evts >= 0.145) U[1,2] (Resp >= 17.425))
",0.000,-9999999.000,-9999999.000,0.000,1.000,33,12,0,2,35,12,33,14,0.9428571428571428,1.0,0.0,1.0,0.9574468085106383,0.04255319148936165,-1
"G[0,1](s2_edrk <= 0.004 -> y <= 0.944)
",0.000,9999999.000,9999999.000,1.000,0.000,33,11,3,0,33,14,36,11,1.0,0.7857142857142857,0.21428571428571427,0.9166666666666666,0.9361702127659575,0.06382978723404253,1
"G[0,0](dfa <= 0.797 -> n_evts <= 0.699)
",-1.472,-0.699,-0.284,1.000,0.000,33,11,3,0,33,14,36,11,1.0,0.7857142857142857,0.21428571428571427,0.9166666666666666,0.9361702127659575,0.06382978723404253,1
"((n_evts >= 0.195) U[1,2] (tte >= -1.746))
",0.000,-9999999.000,-9999999.000,0.000,1.000,33,11,1,2,35,12,34,13,0.9428571428571428,0.9166666666666666,0.08333333333333333,0.9705882352941176,0.9361702127659575,0.06382978723404253,-1
"((Glasgow_Coma_Scale_Total <= 14.970) U[0,0] (ICU_Pt_Days >= 0.394))
",-1.235,-0.030,2.424,0.000,1.000,33,11,3,0,33,14,36,11,1.0,0.7857142857142857,0.21428571428571427,0.9166666666666666,0.9361702127659575,0.06382978723404253,-1
"((SBP >= 62.407) U[1,1] (tte <= -0.077))
",2.061,91.906,37.354,0.000,1.000,33,11,3,0,33,14,36,11,1.0,0.7857142857142857,0.21428571428571427,0.9166666666666666,0.9361702127659575,0.06382978723404253,-1
"((SpO2 >= 90.696) U[0,1] (y >= 0.181))
",0.000,-9999999.000,-9999999.000,0.000,1.000,33,11,3,0,33,14,36,11,1.0,0.7857142857142857,0.21428571428571427,0.9166666666666666,0.9361702127659575,0.06382978723404253,-1
"F[0,1](n_evts >= 0.155 & Pulse <= 88.876)
",0.000,-9999999.000,-9999999.000,0.000,1.000,33,10,4,0,33,14,37,10,1.0,0.7142857142857143,0.2857142857142857,0.8918918918918919,0.9148936170212766,0.08510638297872342,-1
"((direct <= 0.671) U[0,1] (tte <= -0.158))
",0.000,-9999999.000,-9999999.000,0.000,1.000,33,10,4,0,33,14,37,10,1.0,0.7142857142857143,0.2857142857142857,0.8918918918918919,0.9148936170212766,0.08510638297872342,-1
"((ICU_Pt_Days >= 0.273) U[1,2] (O2_Flow <= 5.740))
",0.000,-9999999.000,-9999999.000,0.000,1.000,33,10,3,1,34,13,36,11,0.9705882352941176,0.7692307692307693,0.23076923076923078,0.9166666666666666,0.9148936170212766,0.08510638297872342,-1
"((Resp <= 19.689) U[1,2] (s2_edrk >= -0.003))
",0.000,-9999999.000,-9999999.000,0.000,1.000,33,10,4,0,33,14,37,10,1.0,0.7142857142857143,0.2857142857142857,0.8918918918918919,0.9148936170212766,0.08510638297872342,-1
"G[0,1](death <= 0.447 & n_edrk >= 0.112)
",0.000,9999999.000,9999999.000,1.000,0.000,33,10,4,0,33,14,37,10,1.0,0.7142857142857143,0.2857142857142857,0.8918918918918919,0.9148936170212766,0.08510638297872342,1
"((cosen <= -0.810) U[0,1] (direct >= 0.080))
",0.000,-9999999.000,-9999999.000,0.000,1.000,33,9,5,0,33,14,38,9,1.0,0.6428571428571429,0.35714285714285715,0.868421052631579,0.8936170212765957,0.1063829787234043,-1
"F[0,1](direct >= 0.137 & Mort <= 0.967)
",0.000,-9999999.000,-9999999.000,0.000,1.000,33,9,5,0,33,14,38,9,1.0,0.6428571428571429,0.35714285714285715,0.868421052631579,0.8936170212765957,0.1063829787234043,-1
"((Glasgow_Coma_Scale_Total <= 14.961) U[0,1] (Mort >= 0.089))
",0.000,-9999999.000,-9999999.000,0.000,1.000,33,9,5,0,33,14,38,9,1.0,0.6428571428571429,0.35714285714285715,0.868421052631579,0.8936170212765957,0.1063829787234043,-1
"F[0,0](LOS >= 2.181 & Resp >= 17.571)
",-0.212,-1.181,-0.373,0.000,1.000,33,9,5,0,33,14,38,9,1.0,0.6428571428571429,0.35714285714285715,0.868421052631579,0.8936170212765957,0.1063829787234043,-1
"G[0,1](Glasgow_Coma_Scale_Total >= 14.045 & lds <= 1.232)
",0.000,9999999.000,9999999.000,1.000,0.000,28,14,0,5,33,14,28,19,0.8484848484848485,1.0,0.0,1.0,0.8936170212765957,0.1063829787234043,1
"G[0,0](death >= 0.037 | n_evts <= 0.535)
",0.132,0.535,0.474,1.000,0.000,33,9,5,0,33,14,38,9,1.0,0.6428571428571429,0.35714285714285715,0.868421052631579,0.8936170212765957,0.1063829787234043,1
"F[0,1](lds <= 2.514 -> y >= 0.008)
",0.000,-9999999.000,-9999999.000,0.000,1.000,31,11,3,2,33,14,34,13,0.9393939393939394,0.7857142857142857,0.21428571428571427,0.9117647058823529,0.8936170212765957,0.1063829787234043,-1
"F[0,1](cosen <= -1.224 -> y >= 0.015)
",0.000,-9999999.000,-9999999.000,0.000,1.000,31,11,3,2,33,14,34,13,0.9393939393939394,0.7857142857142857,0.21428571428571427,0.9117647058823529,0.8936170212765957,0.1063829787234043,-1
"G[0,1](Resp >= 17.278 -> y <= 0.837)
",0.000,9999999.000,9999999.000,1.000,0.000,33,8,6,0,33,14,39,8,1.0,0.5714285714285714,0.42857142857142855,0.8461538461538461,0.8723404255319149,0.12765957446808507,1
"G[0,0](cosen >= -1.947 | TROPONIN_I >= 3.827)
",0.419,3.663,1.062,1.000,0.000,32,9,5,1,33,14,37,10,0.9696969696969697,0.6428571428571429,0.35714285714285715,0.8648648648648649,0.8723404255319149,0.12765957446808507,1
"((AF <= 0.398) U[1,1] (tte <= -0.159))
",-0.503,0.398,0.968,0.000,1.000,33,7,7,0,33,14,40,7,1.0,0.5,0.5,0.825,0.851063829787234,0.14893617021276595,-1
"F[1,1](dfa >= 0.713 -> LOS >= 1.452)
",1.073,-0.090,-4.120,0.000,1.000,26,14,0,7,33,14,26,21,0.7878787878787878,1.0,0.0,1.0,0.851063829787234,0.14893617021276595,-1
"F[0,1](s2_hr >= -0.000 & y >= 0.132)
",0.000,-9999999.000,-9999999.000,0.000,1.000,33,7,7,0,33,14,40,7,1.0,0.5,0.5,0.825,0.851063829787234,0.14893617021276595,-1
"G[0,0](direct >= 0.062 -> y = 0.851)
",0.632,0.062,-0.224,1.000,0.000,33,7,7,0,33,14,40,7,1.0,0.5,0.5,0.825,0.851063829787234,0.14893617021276595,1
"((af <= 0.220) U[0,0] (O2_Flow >= 2.277))
",-0.557,0.158,0.721,0.000,1.000,33,6,8,0,33,14,41,6,1.0,0.42857142857142855,0.5714285714285714,0.8048780487804879,0.8297872340425532,0.17021276595744683,-1
"((LOS >= 2.498) U[1,1] (Pulse <= 83.011))
",2.593,24.636,5.076,0.000,1.000,33,6,8,0,33,14,41,6,1.0,0.42857142857142855,0.5714285714285714,0.8048780487804879,0.8297872340425532,0.17021276595744683,-1
"F[0,1](lds >= 0.460 -> Mort >= 0.072)
",0.000,-9999999.000,-9999999.000,0.000,1.000,30,9,5,3,33,14,35,12,0.9090909090909091,0.6428571428571429,0.35714285714285715,0.8571428571428571,0.8297872340425532,0.17021276595744683,-1
"((s8_hr >= 0.000) U[1,1] (y >= 0.011))
",-1.579,0.000,0.707,0.000,1.000,33,6,8,0,33,14,41,6,1.0,0.42857142857142855,0.5714285714285714,0.8048780487804879,0.8297872340425532,0.17021276595744683,-1
"G[0,1](CALCIUM >= 8.900 & Glasgow_Coma_Scale_Total >= 14.570)
",0.000,9999999.000,9999999.000,1.000,0.000,33,5,9,0,33,14,42,5,1.0,0.35714285714285715,0.6428571428571429,0.7857142857142857,0.8085106382978723,0.19148936170212771,1
"G[0,1](Pulse <= 99.581 -> tte >= -0.767)
",0.000,9999999.000,9999999.000,1.000,0.000,33,5,9,0,33,14,42,5,1.0,0.35714285714285715,0.6428571428571429,0.7857142857142857,0.8085106382978723,0.19148936170212771,1
"F[0,1](Glasgow_Coma_Scale_Total <= 14.945 & tte >= -3.389)
",0.000,-9999999.000,-9999999.000,0.000,1.000,33,5,9,0,33,14,42,5,1.0,0.35714285714285715,0.6428571428571429,0.7857142857142857,0.8085106382978723,0.19148936170212771,-1
"((direct >= 0.006) U[1,2] (LOS <= 11.615))
",0.000,-9999999.000,-9999999.000,0.000,1.000,33,5,6,3,36,11,39,8,0.9166666666666666,0.45454545454545453,0.5454545454545454,0.8461538461538461,0.8085106382978723,0.19148936170212771,-1
"G[1,1](death <= 0.930 -> Temp <= 36.776)
",-0.117,-0.930,-0.896,1.000,0.000,33,5,9,0,33,14,42,5,1.0,0.35714285714285715,0.6428571428571429,0.7857142857142857,0.8085106382978723,0.19148936170212771,1
"G[0,0](O2_Flow >= 2.196 | Temp <= 37.154)
",-0.390,0.522,0.948,1.000,0.000,33,5,9,0,33,14,42,5,1.0,0.35714285714285715,0.6428571428571429,0.7857142857142857,0.8085106382978723,0.19148936170212771,1
"((Glasgow_Coma_Scale_Total <= 14.949) U[1,2] (s2_edrk >= -0.003))
",0.000,-9999999.000,-9999999.000,0.000,1.000,33,4,10,0,33,14,43,4,1.0,0.2857142857142857,0.7142857142857143,0.7674418604651163,0.7872340425531915,0.21276595744680848,-1
"F[0,0](LOS >= 1.967 & tte >= -0.418)
",-0.197,-0.967,-0.735,0.000,1.000,33,4,10,0,33,14,43,4,1.0,0.2857142857142857,0.7142857142857143,0.7674418604651163,0.7872340425531915,0.21276595744680848,-1
