Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR,Class
"((Mort >= 0.021) U[0,1] (n_evts >= 0.063))
",0.000,-9999999.000,-9999999.000,0.000,1.000,184,14,0,0,184,14,184,14,1.0,1.0,0.0,1.0,1.0,0.0,-1
"F[0,1](n_edrk <= 0.977 & n_evts >= 0.024)
",0.000,-9999999.000,-9999999.000,0.000,1.000,184,14,0,0,184,14,184,14,1.0,1.0,0.0,1.0,1.0,0.0,-1
"((Pulse >= 71.466) U[0,1] (tte <= -0.056))
",0.000,-9999999.000,-9999999.000,0.000,1.000,184,12,2,0,184,14,186,12,1.0,0.8571428571428571,0.14285714285714285,0.989247311827957,0.98989898989899,0.010101010101010055,-1
"G[0,1](HEMOGLOBIN >= 8.657 -> LOS <= 2.741)
",0.000,9999999.000,9999999.000,1.000,0.000,184,12,2,0,184,14,186,12,1.0,0.8571428571428571,0.14285714285714285,0.989247311827957,0.98989898989899,0.010101010101010055,1
"((LOS <= 4.589) U[0,1] (y >= 0.045))
",0.000,-9999999.000,-9999999.000,0.000,1.000,184,11,3,0,184,14,187,11,1.0,0.7857142857142857,0.21428571428571427,0.983957219251337,0.9848484848484849,0.015151515151515138,-1
"((Glasgow_Coma_Scale_Total <= 14.988) U[0,1] (y >= 0.045))
",0.000,-9999999.000,-9999999.000,0.000,1.000,184,11,3,0,184,14,187,11,1.0,0.7857142857142857,0.21428571428571427,0.983957219251337,0.9848484848484849,0.015151515151515138,-1
"((SBP >= 72.056) U[0,1] (y >= 0.036))
",0.000,-9999999.000,-9999999.000,0.000,1.000,184,11,3,0,184,14,187,11,1.0,0.7857142857142857,0.21428571428571427,0.983957219251337,0.9848484848484849,0.015151515151515138,-1
"((MAGNESIUM <= 1.953) U[0,1] (y >= 0.001))
",0.000,-9999999.000,-9999999.000,0.000,1.000,184,11,3,0,184,14,187,11,1.0,0.7857142857142857,0.21428571428571427,0.983957219251337,0.9848484848484849,0.015151515151515138,-1
"((AF <= 0.384) U[0,1] (y >= 0.012))
",0.000,-9999999.000,-9999999.000,0.000,1.000,184,11,3,0,184,14,187,11,1.0,0.7857142857142857,0.21428571428571427,0.983957219251337,0.9848484848484849,0.015151515151515138,-1
"((PLATELET_COUNT <= 407.110) U[0,0] (tte <= -0.045))
",-0.754,80.226,176.110,0.000,1.000,184,11,3,0,184,14,187,11,1.0,0.7857142857142857,0.21428571428571427,0.983957219251337,0.9848484848484849,0.015151515151515138,-1
"((ICU_Pt_Days <= 3.083) U[0,0] (tte <= -0.002))
",0.973,3.083,1.900,0.000,1.000,184,11,3,0,184,14,187,11,1.0,0.7857142857142857,0.21428571428571427,0.983957219251337,0.9848484848484849,0.015151515151515138,-1
"((ICU_Pt_Days <= 0.321) U[0,1] (y >= 0.012))
",0.000,-9999999.000,-9999999.000,0.000,1.000,184,11,3,0,184,14,187,11,1.0,0.7857142857142857,0.21428571428571427,0.983957219251337,0.9848484848484849,0.015151515151515138,-1
"G[0,1](s8_edrk <= 0.003 & SBP <= 120.049)
",0.000,9999999.000,9999999.000,1.000,0.000,184,10,4,0,184,14,188,10,1.0,0.7142857142857143,0.2857142857142857,0.9787234042553191,0.9797979797979798,0.02020202020202022,1
"F[0,1](ICU_Pt_Days < 3.644 -> y = 0.380)
",0.000,-9999999.000,-9999999.000,0.000,1.000,184,10,4,0,184,14,188,10,1.0,0.7142857142857143,0.2857142857142857,0.9787234042553191,0.9797979797979798,0.02020202020202022,-1
"G[0,1](Glasgow_Coma_Scale_Total >= 14.148 & Mort <= 0.046)
",0.000,9999999.000,9999999.000,1.000,0.000,184,10,4,0,184,14,188,10,1.0,0.7142857142857143,0.2857142857142857,0.9787234042553191,0.9797979797979798,0.02020202020202022,1
"((lds <= 2.449) U[0,0] (y >= 0.032))
",-1.519,0.493,0.993,0.000,1.000,184,9,5,0,184,14,189,9,1.0,0.6428571428571429,0.35714285714285715,0.9735449735449735,0.9747474747474747,0.025252525252525304,-1
"F[0,0](n_evts >= 0.005 & y >= 0.043)
",-1.155,-0.043,0.529,0.000,1.000,184,9,5,0,184,14,189,9,1.0,0.6428571428571429,0.35714285714285715,0.9735449735449735,0.9747474747474747,0.025252525252525304,-1
"F[0,0](direct >= 0.005 & s8_hr >= -0.001)
",-0.632,-0.005,-0.003,0.000,1.000,184,7,7,0,184,14,191,7,1.0,0.5,0.5,0.9633507853403142,0.9646464646464646,0.03535353535353536,-1
"G[1,1](death <= 0.489 & s24_edrk <= 0.001)
",0.635,0.001,-0.146,1.000,0.000,183,8,6,1,184,14,189,9,0.9945652173913043,0.5714285714285714,0.42857142857142855,0.9682539682539683,0.9646464646464646,0.03535353535353536,1
"G[0,0](direct <= 0.786 | edrk >= 19.130)
",-0.252,2.488,4.300,1.000,0.000,184,7,7,0,184,14,191,7,1.0,0.5,0.5,0.9633507853403142,0.9646464646464646,0.03535353535353536,1
"G[1,1](CHLORIDE <= 105.487 -> n_edrk >= 0.629)
",0.765,-2.365,-3.487,1.000,0.000,181,10,4,3,184,14,185,13,0.9836956521739131,0.7142857142857143,0.2857142857142857,0.9783783783783784,0.9646464646464646,0.03535353535353536,1
"((lds >= 0.797) U[0,0] (O2_Flow >= 2.052))
",0.010,1.159,1.150,0.000,1.000,184,6,8,0,184,14,192,6,1.0,0.42857142857142855,0.5714285714285714,0.9583333333333334,0.9595959595959596,0.04040404040404044,-1
"((LOS >= 0.425) U[0,0] (Mort >= 0.030))
",-1.773,-0.030,2.631,0.000,1.000,184,6,8,0,184,14,192,6,1.0,0.42857142857142855,0.5714285714285714,0.9583333333333334,0.9595959595959596,0.04040404040404044,-1
"G[0,1](cosen <= -1.838 & tte >= -1.066)
",0.000,9999999.000,9999999.000,1.000,0.000,183,7,7,1,184,14,190,8,0.9945652173913043,0.5,0.5,0.9631578947368421,0.9595959595959596,0.04040404040404044,1
"G[0,1](lds >= 0.642 -> LOS <= 8.538)
",0.000,9999999.000,9999999.000,1.000,0.000,184,6,8,0,184,14,192,6,1.0,0.42857142857142855,0.5714285714285714,0.9583333333333334,0.9595959595959596,0.04040404040404044,1
"((O2_Flow >= 2.054) U[1,2] (SBP >= 74.222))
",0.000,-9999999.000,-9999999.000,0.000,1.000,184,5,8,1,185,13,192,6,0.9945945945945946,0.38461538461538464,0.6153846153846154,0.9583333333333334,0.9545454545454546,0.045454545454545414,-1
"G[0,0](hr >= 89.719 & Pulse >= 81.405)
",0.063,8.738,7.332,1.000,0.000,182,6,8,2,184,14,190,8,0.9891304347826086,0.42857142857142855,0.5714285714285714,0.9578947368421052,0.9494949494949495,0.0505050505050505,1
"G[0,0](n_evts >= 0.014 -> tte >= -0.746)
",2.449,-0.746,-0.952,1.000,0.000,184,4,10,0,184,14,194,4,1.0,0.2857142857142857,0.7142857142857143,0.9484536082474226,0.9494949494949495,0.0505050505050505,1
"G[0,0](Glasgow_Coma_Scale_Total <= 14.987 -> y = 0.399)
",0.632,0.013,-0.272,1.000,0.000,184,4,10,0,184,14,194,4,1.0,0.2857142857142857,0.7142857142857143,0.9484536082474226,0.9494949494949495,0.0505050505050505,1
"((direct >= 0.006) U[0,0] (Glasgow_Coma_Scale_Total <= 14.987))
",-1.155,-0.006,0.563,0.000,1.000,184,4,10,0,184,14,194,4,1.0,0.2857142857142857,0.7142857142857143,0.9484536082474226,0.9494949494949495,0.0505050505050505,-1
"F[0,1](AF >= 0.004 & n_evts >= 0.007)
",0.000,-9999999.000,-9999999.000,0.000,1.000,184,3,11,0,184,14,195,3,1.0,0.21428571428571427,0.7857142857142857,0.9435897435897436,0.9444444444444444,0.05555555555555558,-1
"F[1,1](n_edrk <= 0.952 & Resp >= 15.596)
",0.312,-0.041,-0.645,0.000,1.000,176,11,3,8,184,14,179,19,0.9565217391304348,0.7857142857142857,0.21428571428571427,0.9832402234636871,0.9444444444444444,0.05555555555555558,-1
"G[0,1](death <= 0.789 | y >= 0.038)
",0.000,9999999.000,9999999.000,1.000,0.000,184,3,11,0,184,14,195,3,1.0,0.21428571428571427,0.7857142857142857,0.9435897435897436,0.9444444444444444,0.05555555555555558,1
"G[0,1](CALCIUM <= 8.846 | hr >= 81.545)
",0.000,9999999.000,9999999.000,1.000,0.000,184,3,11,0,184,14,195,3,1.0,0.21428571428571427,0.7857142857142857,0.9435897435897436,0.9444444444444444,0.05555555555555558,1
"G[0,1](edrk <= 20.493 -> SpO2 <= 96.997)
",0.000,9999999.000,9999999.000,1.000,0.000,181,6,8,3,184,14,189,9,0.9836956521739131,0.42857142857142855,0.5714285714285714,0.9576719576719577,0.9444444444444444,0.05555555555555558,1
"G[1,1](af >= 0.001 -> LOS <= 6.677)
",-2.560,-6.677,-2.269,1.000,0.000,184,2,12,0,184,14,196,2,1.0,0.14285714285714285,0.8571428571428571,0.9387755102040817,0.9393939393939394,0.06060606060606055,1
"F[0,0](s24_hr < 0.001 -> y = 0.257)
",0.256,-0.001,-0.001,0.000,1.000,184,2,12,0,184,14,196,2,1.0,0.14285714285714285,0.8571428571428571,0.9387755102040817,0.9393939393939394,0.06060606060606055,-1
"((direct >= 0.016) U[1,1] (y <= 0.228))
",-0.572,0.228,0.483,0.000,1.000,184,2,12,0,184,14,196,2,1.0,0.14285714285714285,0.8571428571428571,0.9387755102040817,0.9393939393939394,0.06060606060606055,-1
"F[0,0](MET >= 0.006 & n_edrk <= 0.982)
",-0.682,-0.017,0.067,0.000,1.000,184,2,12,0,184,14,196,2,1.0,0.14285714285714285,0.8571428571428571,0.9387755102040817,0.9393939393939394,0.06060606060606055,-1
"G[0,1](death >= 0.001 -> s2_edrk >= -0.007)
",0.000,9999999.000,9999999.000,1.000,0.000,184,2,12,0,184,14,196,2,1.0,0.14285714285714285,0.8571428571428571,0.9387755102040817,0.9393939393939394,0.06060606060606055,1
"G[0,0](hr >= 81.249 & s24_edrk <= 0.001)
",0.397,0.001,-0.104,1.000,0.000,182,4,10,2,184,14,192,6,0.9891304347826086,0.2857142857142857,0.7142857142857143,0.9479166666666666,0.9393939393939394,0.06060606060606055,1
"G[1,1](Glasgow_Coma_Scale_Total >= 14.945 | Resp >= 14.163)
",0.466,5.184,3.042,1.000,0.000,184,2,12,0,184,14,196,2,1.0,0.14285714285714285,0.8571428571428571,0.9387755102040817,0.9393939393939394,0.06060606060606055,1
"G[0,1](ICU_Pt_Days >= 0.041 -> s24_edrk <= 0.003)
",0.000,9999999.000,9999999.000,1.000,0.000,184,1,13,0,184,14,197,1,1.0,0.07142857142857142,0.9285714285714286,0.934010152284264,0.9343434343434344,0.06565656565656564,1
"((AF >= 0.002) U[1,2] (direct <= 0.242))
",0.000,-9999999.000,-9999999.000,0.000,1.000,184,1,6,7,191,7,190,8,0.9633507853403142,0.14285714285714285,0.8571428571428571,0.968421052631579,0.9343434343434344,0.06565656565656564,-1
"G[0,0](n_evts <= 0.626 & Resp <= 21.123)
",0.583,0.435,-0.231,1.000,0.000,172,13,1,12,184,14,173,25,0.9347826086956522,0.9285714285714286,0.07142857142857142,0.9942196531791907,0.9343434343434344,0.06565656565656564,1
"((death <= 0.980) U[0,0] (y = 0.454))
",0.866,0.980,0.552,0.000,1.000,184,0,14,0,184,14,198,0,1.0,0.0,1.0,0.9292929292929293,0.9292929292929293,0.07070707070707072,-1
"G[0,0](srr <= 0.088 | tte >= -0.505)
",1.062,0.505,0.274,1.000,0.000,184,0,14,0,184,14,198,0,1.0,0.0,1.0,0.9292929292929293,0.9292929292929293,0.07070707070707072,1
"F[0,1](s8_hr >= -0.000 & y = 0.508)
",0.000,-9999999.000,-9999999.000,0.000,1.000,184,0,14,0,184,14,198,0,1.0,0.0,1.0,0.9292929292929293,0.9292929292929293,0.07070707070707072,-1
"((PCO2 <= 39.500) U[0,1] (y = 0.169))
",0.000,-9999999.000,-9999999.000,0.000,1.000,184,0,14,0,184,14,198,0,1.0,0.0,1.0,0.9292929292929293,0.9292929292929293,0.07070707070707072,-1
"F[1,1](LACTIC_ACID > 1.300 & y = 0.440)
",1.581,-0.440,-0.526,0.000,1.000,184,0,14,0,184,14,198,0,1.0,0.0,1.0,0.9292929292929293,0.9292929292929293,0.07070707070707072,-1
"((TROPONIN_I > 0.060) U[0,1] (y = 0.642))
",0.000,-9999999.000,-9999999.000,0.000,1.000,184,0,14,0,184,14,198,0,1.0,0.0,1.0,0.9292929292929293,0.9292929292929293,0.07070707070707072,-1
"((Sgy > 0.000) U[0,1] (y = 0.981))
",0.000,-9999999.000,-9999999.000,0.000,1.000,184,0,14,0,184,14,198,0,1.0,0.0,1.0,0.9292929292929293,0.9292929292929293,0.07070707070707072,-1
"((ALT_GPT <= 22.000) U[0,1] (y = 0.126))
",0.000,-9999999.000,-9999999.000,0.000,1.000,184,0,14,0,184,14,198,0,1.0,0.0,1.0,0.9292929292929293,0.9292929292929293,0.07070707070707072,-1
"((MET >= 0.007) U[0,1] (death = 0.020))
",0.000,-9999999.000,-9999999.000,0.000,1.000,184,0,14,0,184,14,198,0,1.0,0.0,1.0,0.9292929292929293,0.9292929292929293,0.07070707070707072,-1
"((O2_Flow <= 2.179) U[0,1] (y = 0.952))
",0.000,-9999999.000,-9999999.000,0.000,1.000,184,0,14,0,184,14,198,0,1.0,0.0,1.0,0.9292929292929293,0.9292929292929293,0.07070707070707072,-1
"((AF >= 0.004) U[0,1] (y = 0.940))
",0.000,-9999999.000,-9999999.000,0.000,1.000,184,0,14,0,184,14,198,0,1.0,0.0,1.0,0.9292929292929293,0.9292929292929293,0.07070707070707072,-1
"F[1,1](Pulse <= 111.341 & y = 0.762)
",0.310,-0.762,-1.079,0.000,1.000,184,0,14,0,184,14,198,0,1.0,0.0,1.0,0.9292929292929293,0.9292929292929293,0.07070707070707072,-1
