Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR
"((n_evts >= 0.114) U[1,2] (s8_edrk >= -0.008))
",0.000,-9999999.000,-9999999.000,0.000,1.000,22,14,0,0,22,14,22,14,1.0,1.0,0.0,1.0,1.0,0.0
"F[1,1](hr >= 83.568 | O2_Flow >= 2.112)
",-1.306,-0.112,5.669,0.000,1.000,21,14,0,1,22,14,21,15,0.9545454545454546,1.0,0.0,1.0,0.9722222222222222,0.02777777777777779
"((s2_edrk <= 0.001) U[0,0] (s8_edrk >= -0.000))
",-0.505,0.001,0.002,0.000,1.000,21,14,0,1,22,14,21,15,0.9545454545454546,1.0,0.0,1.0,0.9722222222222222,0.02777777777777779
"((SBP <= 177.103) U[1,1] (SpO2 <= 98.420))
",-1.627,22.739,67.103,0.000,1.000,22,12,2,0,22,14,24,12,1.0,0.8571428571428571,0.14285714285714285,0.9166666666666666,0.9444444444444444,0.05555555555555558
"((edrk <= 23.510) U[0,1] (SpO2 <= 99.793))
",0.000,-9999999.000,-9999999.000,0.000,1.000,22,12,2,0,22,14,24,12,1.0,0.8571428571428571,0.14285714285714285,0.9166666666666666,0.9444444444444444,0.05555555555555558
"((direct <= 0.279) U[0,1] (SpO2 <= 99.128))
",0.000,-9999999.000,-9999999.000,0.000,1.000,22,12,2,0,22,14,24,12,1.0,0.8571428571428571,0.14285714285714285,0.9166666666666666,0.9444444444444444,0.05555555555555558
"((hr <= 104.276) U[0,1] (ICU_Pt_Days >= 0.749))
",0.000,-9999999.000,-9999999.000,0.000,1.000,22,12,2,0,22,14,24,12,1.0,0.8571428571428571,0.14285714285714285,0.9166666666666666,0.9444444444444444,0.05555555555555558
"F[0,1](s8_edrk <= 0.001 -> SpO2 <= 98.983)
",0.000,-9999999.000,-9999999.000,0.000,1.000,22,12,2,0,22,14,24,12,1.0,0.8571428571428571,0.14285714285714285,0.9166666666666666,0.9444444444444444,0.05555555555555558
"((dfa >= 0.400) U[0,1] (SpO2 <= 98.978))
",0.000,-9999999.000,-9999999.000,0.000,1.000,22,12,2,0,22,14,24,12,1.0,0.8571428571428571,0.14285714285714285,0.9166666666666666,0.9444444444444444,0.05555555555555558
"((Mort <= 0.514) U[0,0] (SpO2 <= 99.486))
",-1.022,0.514,6.204,0.000,1.000,22,12,2,0,22,14,24,12,1.0,0.8571428571428571,0.14285714285714285,0.9166666666666666,0.9444444444444444,0.05555555555555558
"F[0,0](n_edrk <= 0.927 & s2_edrk >= -0.005)
",-20.080,-0.072,0.005,0.000,1.000,20,13,1,2,22,14,21,15,0.9090909090909091,0.9285714285714286,0.07142857142857142,0.9523809523809523,0.9166666666666666,0.08333333333333337
"F[0,0](s8_edrk <= 0.002 -> y >= 0.246)
",0.860,-0.003,-0.323,0.000,1.000,22,11,3,0,22,14,25,11,1.0,0.7857142857142857,0.21428571428571427,0.88,0.9166666666666666,0.08333333333333337
"((af <= 0.146) U[1,1] (ICU_Pt_Days >= 0.043))
",-1.774,0.146,3.699,0.000,1.000,22,10,4,0,22,14,26,10,1.0,0.7142857142857143,0.2857142857142857,0.8461538461538461,0.8888888888888888,0.11111111111111116
"((cosen <= -1.785) U[1,1] (n_evts >= 0.234))
",-3.761,0.510,0.766,0.000,1.000,22,10,4,0,22,14,26,10,1.0,0.7142857142857143,0.2857142857142857,0.8461538461538461,0.8888888888888888,0.11111111111111116
"F[0,1](AF <= 0.483 & ICU_Pt_Days >= 0.078)
",0.000,-9999999.000,-9999999.000,0.000,1.000,22,10,4,0,22,14,26,10,1.0,0.7142857142857143,0.2857142857142857,0.8461538461538461,0.8888888888888888,0.11111111111111116
"((direct >= 0.168) U[0,1] (hr >= 84.463))
",0.000,-9999999.000,-9999999.000,0.000,1.000,21,11,3,1,22,14,24,12,0.9545454545454546,0.7857142857142857,0.21428571428571427,0.875,0.8888888888888888,0.11111111111111116
"((ICU_Pt_Days <= 1.609) U[0,0] (tte <= -0.323))
",0.809,1.609,0.572,0.000,1.000,22,9,5,0,22,14,27,9,1.0,0.6428571428571429,0.35714285714285715,0.8148148148148148,0.8611111111111112,0.13888888888888884
"((lds <= 2.151) U[0,1] (y >= 0.031))
",0.000,-9999999.000,-9999999.000,0.000,1.000,22,9,5,0,22,14,27,9,1.0,0.6428571428571429,0.35714285714285715,0.8148148148148148,0.8611111111111112,0.13888888888888884
"((Mort >= 0.021) U[0,1] (tte <= -0.132))
",0.000,-9999999.000,-9999999.000,0.000,1.000,22,9,5,0,22,14,27,9,1.0,0.6428571428571429,0.35714285714285715,0.8148148148148148,0.8611111111111112,0.13888888888888884
"F[0,1](n_evts >= 0.385 & tte <= -0.205)
",0.000,-9999999.000,-9999999.000,0.000,1.000,22,9,5,0,22,14,27,9,1.0,0.6428571428571429,0.35714285714285715,0.8148148148148148,0.8611111111111112,0.13888888888888884
"((SpO2 <= 98.500) U[1,2] (srr <= 0.108))
",0.000,-9999999.000,-9999999.000,0.000,1.000,22,9,2,3,25,11,24,12,0.88,0.8181818181818182,0.18181818181818182,0.9166666666666666,0.8611111111111112,0.13888888888888884
"((ICU_Pt_Days >= 0.184) U[1,1] (y >= 0.009))
",-1.820,-0.009,3.580,0.000,1.000,22,9,5,0,22,14,27,9,1.0,0.6428571428571429,0.35714285714285715,0.8148148148148148,0.8611111111111112,0.13888888888888884
