Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR,Class
"F[1,1](n_evts >= 0.011 & POTASSIUM >= 3.621)
",-85.792,-0.017,0.379,0.000,1.000,215,14,0,0,215,14,215,14,1.0,1.0,0.0,1.0,1.0,0.0,-1
"F[0,0](n_evts >= 0.054 & PLATELET_COUNT <= 556.604)
",-2.177,-86.690,0.946,0.000,1.000,215,14,0,0,215,14,215,14,1.0,1.0,0.0,1.0,1.0,0.0,-1
"F[0,0](death <= 0.761 -> n_evts >= 0.060)
",1608092228252083.000,-0.761,-0.940,0.000,1.000,215,14,0,0,215,14,215,14,1.0,1.0,0.0,1.0,1.0,0.0,-1
"F[0,0](dfa >= 0.502 & n_evts >= 0.036)
",-0.946,-0.037,0.113,0.000,1.000,215,12,2,0,215,14,217,12,1.0,0.8571428571428571,0.14285714285714285,0.9907834101382489,0.9912663755458515,0.008733624454148492,-1
"((ICU_Pt_Days >= 0.143) U[1,2] (s24_edrk <= 0.004))
",0.000,-9999999.000,-9999999.000,0.000,1.000,215,12,2,0,215,14,217,12,1.0,0.8571428571428571,0.14285714285714285,0.9907834101382489,0.9912663755458515,0.008733624454148492,-1
"G[0,0](ICU_Pt_Days <= 0.636 & s2_edrk <= 0.002)
",1.518,0.002,-2.793,1.000,0.000,215,12,2,0,215,14,217,12,1.0,0.8571428571428571,0.14285714285714285,0.9907834101382489,0.9912663755458515,0.008733624454148492,1
"G[1,1](ICU_Pt_Days <= 3.240 & tte >= -2.189)
",1.353,2.189,-0.229,1.000,0.000,215,10,4,0,215,14,219,10,1.0,0.7142857142857143,0.2857142857142857,0.9817351598173516,0.982532751091703,0.017467248908296984,1
"G[1,1](CHLORIDE <= 97.416 | y <= 0.439)
",1.976,3.980,-0.418,1.000,0.000,215,9,5,0,215,14,220,9,1.0,0.6428571428571429,0.35714285714285715,0.9772727272727273,0.9781659388646288,0.02183406113537123,1
"F[0,1](Mort <= 0.279 -> O2_Flow >= 2.040)
",0.000,-9999999.000,-9999999.000,0.000,1.000,215,9,5,0,215,14,220,9,1.0,0.6428571428571429,0.35714285714285715,0.9772727272727273,0.9781659388646288,0.02183406113537123,-1
"((CREATININE <= 0.882) U[0,0] (y >= 0.026))
",-1.308,0.247,0.832,0.000,1.000,215,9,5,0,215,14,220,9,1.0,0.6428571428571429,0.35714285714285715,0.9772727272727273,0.9781659388646288,0.02183406113537123,-1
"((CO2 >= 23.567) U[0,1] (y >= 0.004))
",0.000,-9999999.000,-9999999.000,0.000,1.000,215,9,5,0,215,14,220,9,1.0,0.6428571428571429,0.35714285714285715,0.9772727272727273,0.9781659388646288,0.02183406113537123,-1
"G[0,0](death <= 0.408 & LOS >= 6.698)
",1.034,0.408,-1.510,1.000,0.000,215,9,5,0,215,14,220,9,1.0,0.6428571428571429,0.35714285714285715,0.9772727272727273,0.9781659388646288,0.02183406113537123,1
