Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR
"F[1,1](death >= 0.099 | n_evts >= 0.452)
",-5.656,-0.099,0.599,0.000,1.000,12,14,0,0,12,14,12,14,1.0,1.0,0.0,1.0,1.0,0.0
"F[1,1](ICU_Pt_Days <= 2.512 -> n_edrk <= 0.941)
",-2.293,-2.512,-0.576,0.000,1.000,11,14,0,1,12,14,11,15,0.9166666666666666,1.0,0.0,1.0,0.9615384615384616,0.038461538461538436
"((hr >= 81.968) U[0,1] (LOS >= 2.937))
",0.000,-9999999.000,-9999999.000,0.000,1.000,12,12,2,0,12,14,14,12,1.0,0.8571428571428571,0.14285714285714285,0.8571428571428571,0.9230769230769231,0.07692307692307687
"F[0,1](n_edrk >= 0.594 -> tte <= -4.858429644771789e-05)
",0.000,-9999999.000,-9999999.000,0.000,1.000,11,13,1,1,12,14,12,14,0.9166666666666666,0.9285714285714286,0.07142857142857142,0.9166666666666666,0.9230769230769231,0.07692307692307687
"F[0,0](cosen >= -2.289 & s24_edrk >= -0.002)
",-0.970,-0.041,0.003,0.000,1.000,9,14,0,3,12,14,9,17,0.75,1.0,0.0,1.0,0.8846153846153846,0.11538461538461542
"((hr <= 90.591) U[0,0] (TROPONIN_I >= 0.045))
",0.460,7.328,3.515,0.000,1.000,8,14,0,4,12,14,8,18,0.6666666666666666,1.0,0.0,1.0,0.8461538461538461,0.15384615384615385
"F[0,1](ICU_Pt_Days >= 1.223 & lds >= 1.166)
",0.000,-9999999.000,-9999999.000,0.000,1.000,12,10,4,0,12,14,16,10,1.0,0.7142857142857143,0.2857142857142857,0.75,0.8461538461538461,0.15384615384615385
"F[1,1](n_edrk <= 0.726 | Pulse >= 79.638)
",-0.909,-0.272,7.939,0.000,1.000,9,13,1,3,12,14,10,16,0.75,0.9285714285714286,0.07142857142857142,0.9,0.8461538461538461,0.15384615384615385
"((n_evts >= 0.486) U[1,2] (Pulse <= 97.308))
",0.000,-9999999.000,-9999999.000,0.000,1.000,12,10,0,4,16,10,12,14,0.75,1.0,0.0,1.0,0.8461538461538461,0.15384615384615385
"((SBP <= 118.037) U[0,0] (TROPONIN_I >= 0.030))
",-0.313,0.178,1.174,0.000,1.000,8,14,0,4,12,14,8,18,0.6666666666666666,1.0,0.0,1.0,0.8461538461538461,0.15384615384615385
"F[0,1](cosen >= -2.376 & TROPONIN_I >= 0.041)
",0.000,-9999999.000,-9999999.000,0.000,1.000,8,14,0,4,12,14,8,18,0.6666666666666666,1.0,0.0,1.0,0.8461538461538461,0.15384615384615385
"F[0,1](LOS >= 3.574 & srr >= 0.045)
",0.000,-9999999.000,-9999999.000,0.000,1.000,12,9,5,0,12,14,17,9,1.0,0.6428571428571429,0.35714285714285715,0.7058823529411765,0.8076923076923077,0.1923076923076923
