Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR
"((cosen >= -1.449) U[0,0] (n_evts >= 0.022))
",0.303,1.087,0.978,0.000,1.000,180,14,0,0,180,14,180,14,1.0,1.0,0.0,1.0,1.0,0.0
"F[0,1](AF <= 0.978 | y >= 0.012)
",0.000,-9999999.000,-9999999.000,0.000,1.000,180,14,0,0,180,14,180,14,1.0,1.0,0.0,1.0,1.0,0.0
"F[0,1](AF <= 0.950 & dfa >= 0.512)
",0.000,-9999999.000,-9999999.000,0.000,1.000,180,12,2,0,180,14,182,12,1.0,0.8571428571428571,0.14285714285714285,0.989010989010989,0.9896907216494846,0.010309278350515427
"((AF <= 0.994) U[1,2] (LOS >= 2.970))
",0.000,-9999999.000,-9999999.000,0.000,1.000,180,12,0,2,182,12,180,14,0.989010989010989,1.0,0.0,1.0,0.9896907216494846,0.010309278350515427
"((AF <= 0.937) U[1,1] (tte >= -2.530))
",1.580,2.530,2.026,0.000,1.000,180,12,2,0,180,14,182,12,1.0,0.8571428571428571,0.14285714285714285,0.989010989010989,0.9896907216494846,0.010309278350515427
"((Glasgow_Coma_Scale_Total >= 14.735) U[0,1] (ICU_Pt_Days >= 0.075))
",0.000,-9999999.000,-9999999.000,0.000,1.000,180,12,2,0,180,14,182,12,1.0,0.8571428571428571,0.14285714285714285,0.989010989010989,0.9896907216494846,0.010309278350515427
"F[0,1](s24_hr >= -0.005 & tte <= -0.064)
",0.000,-9999999.000,-9999999.000,0.000,1.000,180,11,3,0,180,14,183,11,1.0,0.7857142857142857,0.21428571428571427,0.9836065573770492,0.9845360824742269,0.015463917525773141
"F[1,1](n_evts >= 0.065 & Resp <= 21.840)
",-0.979,-0.065,0.466,0.000,1.000,180,11,3,0,180,14,183,11,1.0,0.7857142857142857,0.21428571428571427,0.9836065573770492,0.9845360824742269,0.015463917525773141
"((ICU_Pt_Days >= 0.184) U[1,1] (s24_edrk >= -0.002))
",-2.919,0.002,3.959,0.000,1.000,180,10,4,0,180,14,184,10,1.0,0.7142857142857143,0.2857142857142857,0.9782608695652174,0.979381443298969,0.020618556701030966
"((hr >= 81.199) U[1,1] (ICU_Pt_Days >= 0.155))
",-0.700,5.380,18.715,0.000,1.000,180,9,5,0,180,14,185,9,1.0,0.6428571428571429,0.35714285714285715,0.972972972972973,0.9742268041237113,0.02577319587628868
"F[0,0](dfa <= 0.673 & y >= 0.045)
",-0.315,-0.045,0.033,0.000,1.000,180,9,5,0,180,14,185,9,1.0,0.6428571428571429,0.35714285714285715,0.972972972972973,0.9742268041237113,0.02577319587628868
"((Glasgow_Coma_Scale_Total >= 14.532) U[0,1] (y >= 0.035))
",0.000,-9999999.000,-9999999.000,0.000,1.000,180,9,5,0,180,14,185,9,1.0,0.6428571428571429,0.35714285714285715,0.972972972972973,0.9742268041237113,0.02577319587628868
"F[0,1](s8_edrk >= -0.005 -> y >= 0.018)
",0.000,-9999999.000,-9999999.000,0.000,1.000,180,9,5,0,180,14,185,9,1.0,0.6428571428571429,0.35714285714285715,0.972972972972973,0.9742268041237113,0.02577319587628868
