Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR,Class
"((hr <= 99.898) U[0,1] (n_evts >= 0.019))
",0.000,-9999999.000,-9999999.000,0.000,1.000,24,14,0,0,24,14,24,14,1.0,1.0,0.0,1.0,1.0,0.0,-1
"F[0,1](s2_hr <= 0.001 & SBP <= 151.320)
",0.000,-9999999.000,-9999999.000,0.000,1.000,24,14,0,0,24,14,24,14,1.0,1.0,0.0,1.0,1.0,0.0,-1
"F[0,1](death >= 0.078 | SpO2 <= 98.691)
",0.000,-9999999.000,-9999999.000,0.000,1.000,24,13,1,0,24,14,25,13,1.0,0.9285714285714286,0.07142857142857142,0.96,0.9736842105263158,0.02631578947368418,-1
"((HEMOGLOBIN <= 10.150) U[0,1] (n_edrk <= 0.930))
",0.000,-9999999.000,-9999999.000,0.000,1.000,23,14,0,1,24,14,23,15,0.9583333333333334,1.0,0.0,1.0,0.9736842105263158,0.02631578947368418,-1
"((AF >= 0.008) U[0,1] (n_edrk <= 0.802))
",0.000,-9999999.000,-9999999.000,0.000,1.000,23,13,1,1,24,14,24,14,0.9583333333333334,0.9285714285714286,0.07142857142857142,0.9583333333333334,0.9473684210526315,0.052631578947368474,-1
"F[0,1](death >= 0.075 | direct >= 0.138)
",0.000,-9999999.000,-9999999.000,0.000,1.000,24,12,2,0,24,14,26,12,1.0,0.8571428571428571,0.14285714285714285,0.9230769230769231,0.9473684210526315,0.052631578947368474,-1
"F[0,0](HEMOGLOBIN >= 10.003 & SpO2 <= 98.727)
",-1.581,-1.273,-0.223,0.000,1.000,24,11,3,0,24,14,27,11,1.0,0.7857142857142857,0.21428571428571427,0.8888888888888888,0.9210526315789473,0.07894736842105265,-1
"((Temp >= 35.672) U[0,1] (y >= 0.076))
",0.000,-9999999.000,-9999999.000,0.000,1.000,24,11,3,0,24,14,27,11,1.0,0.7857142857142857,0.21428571428571427,0.8888888888888888,0.9210526315789473,0.07894736842105265,-1
"((ICU_Pt_Days >= 0.488) U[1,2] (SBP <= 177.693))
",0.000,-9999999.000,-9999999.000,0.000,1.000,24,11,3,0,24,14,27,11,1.0,0.7857142857142857,0.21428571428571427,0.8888888888888888,0.9210526315789473,0.07894736842105265,-1
"G[0,0](LOS >= 3.686 -> n_evts <= 0.745)
",0.408,-2.314,-3.743,1.000,0.000,24,11,3,0,24,14,27,11,1.0,0.7857142857142857,0.21428571428571427,0.8888888888888888,0.9210526315789473,0.07894736842105265,1
