Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR,Class
"G[0,1](LOS <= 2.441 & n_evts <= 0.762)
",0.000,9999999.000,9999999.000,1.000,0.000,34,14,0,0,34,14,34,14,1.0,1.0,0.0,1.0,1.0,0.0,1
"((lds >= 1.491) U[0,1] (n_evts >= 0.231))
",0.000,-9999999.000,-9999999.000,0.000,1.000,34,14,0,0,34,14,34,14,1.0,1.0,0.0,1.0,1.0,0.0,-1
"((hr >= 81.859) U[0,1] (n_evts >= 0.085))
",0.000,-9999999.000,-9999999.000,0.000,1.000,34,14,0,0,34,14,34,14,1.0,1.0,0.0,1.0,1.0,0.0,-1
"((direct >= 0.077) U[0,0] (n_evts >= 0.222))
",-13.099,-0.077,0.861,0.000,1.000,34,13,1,0,34,14,35,13,1.0,0.9285714285714286,0.07142857142857142,0.9714285714285714,0.9791666666666666,0.02083333333333337,-1
"((n_evts >= 0.277) U[1,1] (s8_hr >= -0.001))
",-1956.157,0.001,0.723,0.000,1.000,34,13,1,0,34,14,35,13,1.0,0.9285714285714286,0.07142857142857142,0.9714285714285714,0.9791666666666666,0.02083333333333337,-1
"((n_evts >= 0.127) U[1,2] (Pulse >= 72.752))
",0.000,-9999999.000,-9999999.000,0.000,1.000,34,11,1,2,36,12,35,13,0.9444444444444444,0.9166666666666666,0.08333333333333333,0.9714285714285714,0.9375,0.0625,-1
"((LOS <= 2.913) U[0,1] (y >= 0.172))
",0.000,-9999999.000,-9999999.000,0.000,1.000,34,11,3,0,34,14,37,11,1.0,0.7857142857142857,0.21428571428571427,0.918918918918919,0.9375,0.0625,-1
"((Glasgow_Coma_Scale_Total <= 14.940) U[0,0] (tte <= -0.022))
",-0.829,-0.022,0.989,0.000,1.000,34,11,3,0,34,14,37,11,1.0,0.7857142857142857,0.21428571428571427,0.918918918918919,0.9375,0.0625,-1
"((edrk >= 13.940) U[0,1] (y >= 0.157))
",0.000,-9999999.000,-9999999.000,0.000,1.000,34,11,3,0,34,14,37,11,1.0,0.7857142857142857,0.21428571428571427,0.918918918918919,0.9375,0.0625,-1
"((SBP <= 174.411) U[0,1] (y >= 0.049))
",0.000,-9999999.000,-9999999.000,0.000,1.000,34,11,3,0,34,14,37,11,1.0,0.7857142857142857,0.21428571428571427,0.918918918918919,0.9375,0.0625,-1
"((dfa <= 0.807) U[0,1] (y >= 0.081))
",0.000,-9999999.000,-9999999.000,0.000,1.000,34,11,3,0,34,14,37,11,1.0,0.7857142857142857,0.21428571428571427,0.918918918918919,0.9375,0.0625,-1
"G[0,1](s2_edrk >= -0.004 -> y <= 0.991)
",0.000,9999999.000,9999999.000,1.000,0.000,34,11,3,0,34,14,37,11,1.0,0.7857142857142857,0.21428571428571427,0.918918918918919,0.9375,0.0625,1
"((srr >= 0.024) U[0,1] (tte <= -0.205))
",0.000,-9999999.000,-9999999.000,0.000,1.000,34,10,4,0,34,14,38,10,1.0,0.7142857142857143,0.2857142857142857,0.8947368421052632,0.9166666666666666,0.08333333333333337,-1
"((dfa <= 0.959) U[0,1] (tte <= -0.246))
",0.000,-9999999.000,-9999999.000,0.000,1.000,34,10,4,0,34,14,38,10,1.0,0.7142857142857143,0.2857142857142857,0.8947368421052632,0.9166666666666666,0.08333333333333337,-1
"((direct <= 0.412) U[0,1] (Mort >= 0.101))
",0.000,-9999999.000,-9999999.000,0.000,1.000,34,9,5,0,34,14,39,9,1.0,0.6428571428571429,0.35714285714285715,0.8717948717948718,0.8958333333333334,0.10416666666666663,-1
"G[0,1](LOS >= 0.001 -> Mort <= 0.773)
",0.000,9999999.000,9999999.000,1.000,0.000,34,9,5,0,34,14,39,9,1.0,0.6428571428571429,0.35714285714285715,0.8717948717948718,0.8958333333333334,0.10416666666666663,1
"((ICU_Pt_Days >= 0.627) U[1,1] (Resp <= 21.379))
",-2.449,3.379,4.231,0.000,1.000,34,9,5,0,34,14,39,9,1.0,0.6428571428571429,0.35714285714285715,0.8717948717948718,0.8958333333333334,0.10416666666666663,-1
"((TROPONIN_I >= 0.034) U[0,0] (y >= 0.059))
",-1.557,0.005,0.679,0.000,1.000,34,9,5,0,34,14,39,9,1.0,0.6428571428571429,0.35714285714285715,0.8717948717948718,0.8958333333333334,0.10416666666666663,-1
"((cosen >= -2.297) U[0,1] (n_edrk <= 0.864))
",0.000,-9999999.000,-9999999.000,0.000,1.000,30,13,1,4,34,14,31,17,0.8823529411764706,0.9285714285714286,0.07142857142857142,0.967741935483871,0.8958333333333334,0.10416666666666663,-1
"F[0,1](AF <= 0.288 -> direct >= 0.121)
",0.000,-9999999.000,-9999999.000,0.000,1.000,34,9,5,0,34,14,39,9,1.0,0.6428571428571429,0.35714285714285715,0.8717948717948718,0.8958333333333334,0.10416666666666663,-1
"((lds >= 1.017) U[0,0] (y >= 0.026))
",-0.520,0.574,0.851,0.000,1.000,34,9,5,0,34,14,39,9,1.0,0.6428571428571429,0.35714285714285715,0.8717948717948718,0.8958333333333334,0.10416666666666663,-1
"F[0,0](hr >= 79.040 -> y >= 0.025)
",0.591,-6.209,-15.109,0.000,1.000,33,9,5,1,34,14,38,10,0.9705882352941176,0.6428571428571429,0.35714285714285715,0.868421052631579,0.875,0.125,-1
"((n_edrk <= 0.855) U[1,2] (s8_hr <= 0.001))
",0.000,-9999999.000,-9999999.000,0.000,1.000,31,10,4,3,34,14,35,13,0.9117647058823529,0.7142857142857143,0.2857142857142857,0.8857142857142857,0.8541666666666666,0.14583333333333337,-1
"((s24_hr <= 0.001) U[1,1] (tte <= -0.106))
",-1.151,0.001,0.356,0.000,1.000,34,7,7,0,34,14,41,7,1.0,0.5,0.5,0.8292682926829268,0.8541666666666666,0.14583333333333337,-1
"((Mort >= 0.060) U[1,2] (s24_hr <= 0.001))
",0.000,-9999999.000,-9999999.000,0.000,1.000,34,6,8,0,34,14,42,6,1.0,0.42857142857142855,0.5714285714285714,0.8095238095238095,0.8333333333333334,0.16666666666666663,-1
"G[0,1](ICU_Pt_Days <= 3.896 -> y <= 0.542)
",0.000,9999999.000,9999999.000,1.000,0.000,34,6,8,0,34,14,42,6,1.0,0.42857142857142855,0.5714285714285714,0.8095238095238095,0.8333333333333334,0.16666666666666663,1
"G[0,1](O2_Flow <= 6.672 -> Temp <= 36.856)
",0.000,9999999.000,9999999.000,1.000,0.000,34,6,8,0,34,14,42,6,1.0,0.42857142857142855,0.5714285714285714,0.8095238095238095,0.8333333333333334,0.16666666666666663,1
"G[0,0](O2_Flow <= 4.398 & SBP >= 95.804)
",0.514,2.398,0.226,1.000,0.000,34,6,8,0,34,14,42,6,1.0,0.42857142857142855,0.5714285714285714,0.8095238095238095,0.8333333333333334,0.16666666666666663,1
"F[0,0](MET <= 0.733 -> O2_Flow >= 2.066)
",0.451,-0.733,-1.076,0.000,1.000,34,6,8,0,34,14,42,6,1.0,0.42857142857142855,0.5714285714285714,0.8095238095238095,0.8333333333333334,0.16666666666666663,-1
