Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR,Class
"G[0,1](SBP >= 124.617 & tte >= -1.549)
",0.000,9999999.000,9999999.000,1.000,0.000,12,14,0,0,12,14,12,14,1.0,1.0,0.0,1.0,1.0,0.0,1
"((death <= 0.637) U[0,1] (SBP <= 140.342))
",0.000,-9999999.000,-9999999.000,0.000,1.000,12,14,0,0,12,14,12,14,1.0,1.0,0.0,1.0,1.0,0.0,-1
"G[0,0](LOS >= 1.522 -> y = 0.684)
",0.982,0.522,-3.763,1.000,0.000,12,13,1,0,12,14,13,13,1.0,0.9285714285714286,0.07142857142857142,0.9230769230769231,0.9615384615384616,0.038461538461538436,1
"((lds >= 0.846) U[0,1] (SpO2 <= 98.655))
",0.000,-9999999.000,-9999999.000,0.000,1.000,12,13,1,0,12,14,13,13,1.0,0.9285714285714286,0.07142857142857142,0.9230769230769231,0.9615384615384616,0.038461538461538436,-1
"((lds <= 1.267) U[0,0] (n_evts >= 0.333))
",0.011,0.693,0.689,0.000,1.000,12,13,1,0,12,14,13,13,1.0,0.9285714285714286,0.07142857142857142,0.9230769230769231,0.9615384615384616,0.038461538461538436,-1
"F[0,1](Glasgow_Coma_Scale_Total <= 14.981 | n_edrk <= 0.933)
",0.000,-9999999.000,-9999999.000,0.000,1.000,11,14,0,1,12,14,11,15,0.9166666666666666,1.0,0.0,1.0,0.9615384615384616,0.038461538461538436,-1
"F[0,1](n_edrk <= 0.710 | tte <= -0.024)
",0.000,-9999999.000,-9999999.000,0.000,1.000,11,14,0,1,12,14,11,15,0.9166666666666666,1.0,0.0,1.0,0.9615384615384616,0.038461538461538436,-1
"F[0,0](LOS >= 3.096 | SpO2 <= 98.170)
",-1.594,-0.830,4.523,0.000,1.000,12,13,1,0,12,14,13,13,1.0,0.9285714285714286,0.07142857142857142,0.9230769230769231,0.9615384615384616,0.038461538461538436,-1
"F[0,1](ICU_Pt_Days >= 1.495 & s8_hr >= -9.290399608749772e-05)
",0.000,-9999999.000,-9999999.000,0.000,1.000,12,12,2,0,12,14,14,12,1.0,0.8571428571428571,0.14285714285714285,0.8571428571428571,0.9230769230769231,0.07692307692307687,-1
"F[0,1](death <= 0.935 -> y >= 0.015)
",0.000,-9999999.000,-9999999.000,0.000,1.000,12,12,2,0,12,14,14,12,1.0,0.8571428571428571,0.14285714285714285,0.8571428571428571,0.9230769230769231,0.07692307692307687,-1
"G[0,1](ICU_Pt_Days >= 0.493 -> y <= 0.436)
",0.000,9999999.000,9999999.000,1.000,0.000,12,11,3,0,12,14,15,11,1.0,0.7857142857142857,0.21428571428571427,0.8,0.8846153846153846,0.11538461538461542,1
"F[0,1](Pulse <= 83.348 -> y = 0.497)
",0.000,-9999999.000,-9999999.000,0.000,1.000,12,11,3,0,12,14,15,11,1.0,0.7857142857142857,0.21428571428571427,0.8,0.8846153846153846,0.11538461538461542,-1
"F[1,1](edrk >= 14.685 -> n_edrk <= 0.853)
",0.230,-4.206,-6.661,0.000,1.000,11,12,2,1,12,14,13,13,0.9166666666666666,0.8571428571428571,0.14285714285714285,0.8461538461538461,0.8846153846153846,0.11538461538461542,-1
"((SpO2 >= 87.419) U[0,1] (y >= 0.212))
",0.000,-9999999.000,-9999999.000,0.000,1.000,12,11,3,0,12,14,15,11,1.0,0.7857142857142857,0.21428571428571427,0.8,0.8846153846153846,0.11538461538461542,-1
"((s24_edrk <= 0.002) U[0,1] (y >= 0.173))
",0.000,-9999999.000,-9999999.000,0.000,1.000,12,11,3,0,12,14,15,11,1.0,0.7857142857142857,0.21428571428571427,0.8,0.8846153846153846,0.11538461538461542,-1
"((srr >= 0.037) U[0,1] (y >= 0.258))
",0.000,-9999999.000,-9999999.000,0.000,1.000,12,11,3,0,12,14,15,11,1.0,0.7857142857142857,0.21428571428571427,0.8,0.8846153846153846,0.11538461538461542,-1
"((ICU_Pt_Days >= 0.311) U[1,1] (s24_hr <= 0.003))
",-1.718,0.003,3.162,0.000,1.000,12,11,3,0,12,14,15,11,1.0,0.7857142857142857,0.21428571428571427,0.8,0.8846153846153846,0.11538461538461542,-1
"G[0,0](hr >= 72.770 -> Resp >= 19.774)
",0.974,-5.059,-23.900,1.000,0.000,12,10,4,0,12,14,16,10,1.0,0.7142857142857143,0.2857142857142857,0.75,0.8461538461538461,0.15384615384615385,1
"((lds >= 0.161) U[0,1] (s24_hr >= -9.646992829100988e-05))
",0.000,-9999999.000,-9999999.000,0.000,1.000,8,14,0,4,12,14,8,18,0.6666666666666666,1.0,0.0,1.0,0.8461538461538461,0.15384615384615385,-1
"((dfa >= 0.578) U[0,1] (s2_hr >= -7.201658536493138e-05))
",0.000,-9999999.000,-9999999.000,0.000,1.000,8,14,0,4,12,14,8,18,0.6666666666666666,1.0,0.0,1.0,0.8461538461538461,0.15384615384615385,-1
"((n_evts >= 0.188) U[1,2] (s8_edrk <= 0.002))
",0.000,-9999999.000,-9999999.000,0.000,1.000,12,10,1,3,15,11,13,13,0.8,0.9090909090909091,0.09090909090909091,0.9230769230769231,0.8461538461538461,0.15384615384615385,-1
"((n_edrk <= 0.803) U[0,1] (SpO2 <= 97.432))
",0.000,-9999999.000,-9999999.000,0.000,1.000,12,10,4,0,12,14,16,10,1.0,0.7142857142857143,0.2857142857142857,0.75,0.8461538461538461,0.15384615384615385,-1
"((s8_edrk <= 0.003) U[0,0] (y >= 0.251))
",-1.157,0.003,0.430,0.000,1.000,12,9,5,0,12,14,17,9,1.0,0.6428571428571429,0.35714285714285715,0.7058823529411765,0.8076923076923077,0.1923076923076923,-1
"((MET <= 0.378) U[0,1] (Mort >= 0.012))
",0.000,-9999999.000,-9999999.000,0.000,1.000,12,9,5,0,12,14,17,9,1.0,0.6428571428571429,0.35714285714285715,0.7058823529411765,0.8076923076923077,0.1923076923076923,-1
"G[0,1](direct <= 0.933 | y <= 0.537)
",0.000,9999999.000,9999999.000,1.000,0.000,12,9,5,0,12,14,17,9,1.0,0.6428571428571429,0.35714285714285715,0.7058823529411765,0.8076923076923077,0.1923076923076923,1
"G[0,1](direct <= 0.463 | Mort >= 0.154)
",0.000,9999999.000,9999999.000,1.000,0.000,12,9,5,0,12,14,17,9,1.0,0.6428571428571429,0.35714285714285715,0.7058823529411765,0.8076923076923077,0.1923076923076923,1
"((edrk <= 18.282) U[1,2] (TROPONIN_I <= 0.060))
",0.000,-9999999.000,-9999999.000,0.000,1.000,9,12,2,3,12,14,11,15,0.75,0.8571428571428571,0.14285714285714285,0.8181818181818182,0.8076923076923077,0.1923076923076923,-1
