Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR
"F[0,1](n_evts <= 0.829 -> y >= 0.035)
",0.000,-9999999.000,-9999999.000,0.000,1.000,91,14,0,0,91,14,91,14,1.0,1.0,0.0,1.0,1.0,0.0
"F[0,0](lds <= 2.221 & n_evts >= 0.109)
",-2.704,-0.109,0.549,0.000,1.000,91,14,0,0,91,14,91,14,1.0,1.0,0.0,1.0,1.0,0.0
"((n_edrk >= 0.044) U[0,0] (tte <= -0.068))
",0.613,0.874,0.535,0.000,1.000,91,11,3,0,91,14,94,11,1.0,0.7857142857142857,0.21428571428571427,0.9680851063829787,0.9714285714285714,0.02857142857142858
"((POTASSIUM >= 3.810) U[0,1] (tte <= -0.050))
",0.000,-9999999.000,-9999999.000,0.000,1.000,91,11,3,0,91,14,94,11,1.0,0.7857142857142857,0.21428571428571427,0.9680851063829787,0.9714285714285714,0.02857142857142858
"((ICU_Pt_Days <= 4.858) U[0,1] (tte <= -0.045))
",0.000,-9999999.000,-9999999.000,0.000,1.000,91,11,3,0,91,14,94,11,1.0,0.7857142857142857,0.21428571428571427,0.9680851063829787,0.9714285714285714,0.02857142857142858
"((CREATININE <= 1.108) U[0,0] (y >= 0.012))
",-0.923,0.155,0.708,0.000,1.000,91,9,5,0,91,14,96,9,1.0,0.6428571428571429,0.35714285714285715,0.9479166666666666,0.9523809523809523,0.04761904761904767
"((MAGNESIUM >= 2.075) U[0,0] (y >= 0.028))
",-0.933,0.124,0.686,0.000,1.000,91,9,5,0,91,14,96,9,1.0,0.6428571428571429,0.35714285714285715,0.9479166666666666,0.9523809523809523,0.04761904761904767
"F[0,0](direct >= 0.045 & MAGNESIUM <= 2.175)
",-1.193,-0.109,0.112,0.000,1.000,91,7,7,0,91,14,98,7,1.0,0.5,0.5,0.9285714285714286,0.9333333333333333,0.06666666666666665
"F[0,1](dfa <= 1.075 -> Mort >= 0.011)
",0.000,-9999999.000,-9999999.000,0.000,1.000,91,7,7,0,91,14,98,7,1.0,0.5,0.5,0.9285714285714286,0.9333333333333333,0.06666666666666665
"((direct >= 0.040) U[1,1] (SpO2 >= 86.019))
",-0.118,7.381,8.261,0.000,1.000,91,7,7,0,91,14,98,7,1.0,0.5,0.5,0.9285714285714286,0.9333333333333333,0.06666666666666665
"F[0,1](direct <= 0.366 -> y = 0.562)
",0.000,-9999999.000,-9999999.000,0.000,1.000,91,7,7,0,91,14,98,7,1.0,0.5,0.5,0.9285714285714286,0.9333333333333333,0.06666666666666665
"F[0,1](LOS >= 4.953 -> y = 0.998)
",0.000,-9999999.000,-9999999.000,0.000,1.000,91,6,8,0,91,14,99,6,1.0,0.42857142857142855,0.5714285714285714,0.9191919191919192,0.9238095238095239,0.07619047619047614
"((AF >= 0.003) U[0,1] (Glasgow_Coma_Scale_Total <= 14.999))
",0.000,-9999999.000,-9999999.000,0.000,1.000,91,4,10,0,91,14,101,4,1.0,0.2857142857142857,0.7142857142857143,0.900990099009901,0.9047619047619048,0.09523809523809523
"F[0,0](s8_edrk <= 0.001 -> y = 0.233)
",-0.468,-0.001,-0.000,0.000,1.000,91,4,10,0,91,14,101,4,1.0,0.2857142857142857,0.7142857142857143,0.900990099009901,0.9047619047619048,0.09523809523809523
"((CREATININE <= 1.179) U[1,1] (PROTIME_INR >= 1.122))
",0.655,0.204,0.079,0.000,1.000,80,14,0,11,91,14,80,25,0.8791208791208791,1.0,0.0,1.0,0.8952380952380953,0.10476190476190472
"F[0,1](Glasgow_Coma_Scale_Total <= 15.000 -> PROTIME_INR >= 1.102)
",0.000,-9999999.000,-9999999.000,0.000,1.000,80,14,0,11,91,14,80,25,0.8791208791208791,1.0,0.0,1.0,0.8952380952380953,0.10476190476190472
"((CO2 >= 28.170) U[0,0] (PARTIAL_THROMBOPLASTIN_TIME <= 33.383))
",0.382,2.308,1.583,0.000,1.000,80,14,0,11,91,14,80,25,0.8791208791208791,1.0,0.0,1.0,0.8952380952380953,0.10476190476190472
"((AF <= 0.473) U[0,1] (PARTIAL_THROMBOPLASTIN_TIME <= 33.296))
",0.000,-9999999.000,-9999999.000,0.000,1.000,80,14,0,11,91,14,80,25,0.8791208791208791,1.0,0.0,1.0,0.8952380952380953,0.10476190476190472
"((AF >= 0.001) U[1,1] (POTASSIUM >= 3.889))
",-0.979,0.018,0.222,0.000,1.000,91,2,12,0,91,14,103,2,1.0,0.14285714285714285,0.8571428571428571,0.883495145631068,0.8857142857142857,0.11428571428571432
