Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR,Class
"((HEMOGLOBIN >= 7.713) U[0,1] (y >= 0.223))
",0.000,-9999999.000,-9999999.000,0.000,1.000,116,42,3,0,116,45,119,42,1.0,0.9333333333333333,0.06666666666666667,0.9747899159663865,0.9813664596273292,0.018633540372670843,-1
"G[0,1](CHLORIDE <= 100.896 & tte >= -2.155)
",0.000,9999999.000,9999999.000,1.000,0.000,112,45,0,4,116,45,112,49,0.9655172413793104,1.0,0.0,1.0,0.9751552795031055,0.024844720496894457,1
"((direct <= 0.172) U[1,1] (y >= 0.199))
",-4.583,0.172,0.772,0.000,1.000,116,35,10,0,116,45,126,35,1.0,0.7777777777777778,0.2222222222222222,0.9206349206349206,0.937888198757764,0.06211180124223603,-1
"((BLOOD_UREA_NITROGEN <= 27.019) U[1,1] (tte <= 2.197))
",-1.046,0.743,9.204,0.000,1.000,103,44,1,13,116,45,104,57,0.8879310344827587,0.9777777777777777,0.022222222222222223,0.9903846153846154,0.9130434782608695,0.08695652173913049,-1
"G[1,1](ALKALINE_PHOSPHATASE >= 82.942 | ALT_GPT >= 16.418)
",1.227,7.679,-0.442,1.000,0.000,114,30,15,2,116,45,129,32,0.9827586206896551,0.6666666666666666,0.3333333333333333,0.8837209302325582,0.8944099378881988,0.10559006211180122,1
"F[1,1](ALT_GPT >= 12.426 -> PARTIAL_THROMBOPLASTIN_TIME >= 32.778)
",-0.474,-9.628,-6.920,0.000,1.000,114,30,15,2,116,45,129,32,0.9827586206896551,0.6666666666666666,0.3333333333333333,0.8837209302325582,0.8944099378881988,0.10559006211180122,-1
"((ALT_GPT <= 21.142) U[1,1] (PROTIME_INR >= 1.176))
",-1.231,0.339,7.842,0.000,1.000,113,30,15,3,116,45,128,33,0.9741379310344828,0.6666666666666666,0.3333333333333333,0.8828125,0.8881987577639752,0.11180124223602483,-1
"((AST_GOT <= 26.353) U[1,1] (tte <= 3.807))
",-2.242,0.707,4.389,0.000,1.000,113,30,15,3,116,45,128,33,0.9741379310344828,0.6666666666666666,0.3333333333333333,0.8828125,0.8881987577639752,0.11180124223602483,-1
"G[0,1](BLOOD_UREA_NITROGEN <= 33.000 -> CHLORIDE <= 101.478)
",0.000,9999999.000,9999999.000,1.000,0.000,113,28,17,3,116,45,130,31,0.9741379310344828,0.6222222222222222,0.37777777777777777,0.8692307692307693,0.8757763975155279,0.12422360248447206,1
"F[1,1](PROTIME_INR <= 1.236 -> tte <= 2.276)
",2.317,-0.176,-2.859,0.000,1.000,96,45,0,20,116,45,96,65,0.8275862068965517,1.0,0.0,1.0,0.8757763975155279,0.12422360248447206,-1
"((PROTIME_INR >= 1.129) U[0,1] (TROPONIN_I >= 0.063))
",0.000,-9999999.000,-9999999.000,0.000,1.000,113,25,20,3,116,45,133,28,0.9741379310344828,0.5555555555555556,0.4444444444444444,0.849624060150376,0.8571428571428571,0.1428571428571429,-1
"G[1,1](CREATININE >= 1.069 -> lds >= 2.669)
",-1.306,-0.595,0.037,1.000,0.000,113,23,22,3,116,45,135,26,0.9741379310344828,0.5111111111111111,0.4888888888888889,0.837037037037037,0.84472049689441,0.15527950310559002,1
"G[0,0](PCO2 <= 59.678 | y <= 0.891)
",0.452,18.554,11.879,1.000,0.000,116,17,28,0,116,45,144,17,1.0,0.37777777777777777,0.6222222222222222,0.8055555555555556,0.8260869565217391,0.17391304347826086,1
"F[1,1](CHLORIDE <= 101.696 & TROPONIN_I >= 0.064)
",0.452,-0.005,-0.118,0.000,1.000,114,18,27,2,116,45,141,20,0.9827586206896551,0.4,0.6,0.8085106382978723,0.8198757763975155,0.18012422360248448,-1
"F[1,1](BLOOD_UREA_NITROGEN <= 24.900 & CREATININE >= 0.715)
",-1.439,-3.712,0.203,0.000,1.000,104,27,18,12,116,45,122,39,0.896551724137931,0.6,0.4,0.8524590163934426,0.8136645962732919,0.1863354037267081,-1
"F[1,1](CREATININE <= 1.512 & SODIUM <= 140.334)
",0.394,-0.303,-1.155,0.000,1.000,104,27,18,12,116,45,122,39,0.896551724137931,0.6,0.4,0.8524590163934426,0.8136645962732919,0.1863354037267081,-1
"((AST_GOT >= 24.421) U[0,1] (PARTIAL_THROMBOPLASTIN_TIME >= 32.655))
",0.000,-9999999.000,-9999999.000,0.000,1.000,113,18,27,3,116,45,140,21,0.9741379310344828,0.4,0.6,0.8071428571428572,0.8136645962732919,0.1863354037267081,-1
"G[1,1](af <= 0.914 -> HEMOGLOBIN <= 9.383)
",-0.513,-0.864,-0.377,1.000,0.000,116,15,30,0,116,45,146,15,1.0,0.3333333333333333,0.6666666666666666,0.7945205479452054,0.8136645962732919,0.1863354037267081,1
"F[0,1](af <= 0.999 & n_edrk <= 0.961)
",0.000,-9999999.000,-9999999.000,0.000,1.000,116,15,30,0,116,45,146,15,1.0,0.3333333333333333,0.6666666666666666,0.7945205479452054,0.8136645962732919,0.1863354037267081,-1
"F[1,1](ALBUMIN >= 3.202 & PCO2 >= 42.474)
",-0.416,-2.646,-1.513,0.000,1.000,114,17,28,2,116,45,142,19,0.9827586206896551,0.37777777777777777,0.6222222222222222,0.8028169014084507,0.8136645962732919,0.1863354037267081,-1
"((ALBUMIN <= 3.636) U[0,0] (PARTIAL_THROMBOPLASTIN_TIME >= 32.974))
",-0.511,0.797,4.509,0.000,1.000,113,17,28,3,116,45,141,20,0.9741379310344828,0.37777777777777777,0.6222222222222222,0.8014184397163121,0.8074534161490683,0.1925465838509317,-1
"((direct >= 0.024) U[0,1] (Pulse >= 62.029))
",0.000,-9999999.000,-9999999.000,0.000,1.000,86,44,1,30,116,45,87,74,0.7413793103448276,0.9777777777777777,0.022222222222222223,0.9885057471264368,0.8074534161490683,0.1925465838509317,-1
"F[0,0](ALKALINE_PHOSPHATASE <= 88.978 & PARTIAL_THROMBOPLASTIN_TIME <= 38.508)
",-0.318,-2.138,-0.226,0.000,1.000,116,13,32,0,116,45,148,13,1.0,0.28888888888888886,0.7111111111111111,0.7837837837837838,0.8012422360248447,0.19875776397515532,-1
