Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR
"((lds >= 1.410) U[0,1] (SBP <= 142.291))
",0.000,-9999999.000,-9999999.000,0.000,1.000,27,14,0,0,27,14,27,14,1.0,1.0,0.0,1.0,1.0,0.0
"((af <= 0.710) U[0,0] (Pulse >= 61.725))
",-1.758,0.633,27.132,0.000,1.000,27,13,1,0,27,14,28,13,1.0,0.9285714285714286,0.07142857142857142,0.9642857142857143,0.975609756097561,0.024390243902439046
"F[0,0](hr <= 114.767 -> n_evts >= 0.148)
",-1.889,-55.031,-21.797,0.000,1.000,27,13,1,0,27,14,28,13,1.0,0.9285714285714286,0.07142857142857142,0.9642857142857143,0.975609756097561,0.024390243902439046
"((af >= 0.017) U[0,1] (n_edrk <= 0.842))
",0.000,-9999999.000,-9999999.000,0.000,1.000,26,13,1,1,27,14,27,14,0.9629629629629629,0.9285714285714286,0.07142857142857142,0.9629629629629629,0.9512195121951219,0.04878048780487809
"F[0,1](edrk >= 13.617 & hr >= 69.092)
",0.000,-9999999.000,-9999999.000,0.000,1.000,27,12,2,0,27,14,29,12,1.0,0.8571428571428571,0.14285714285714285,0.9310344827586207,0.9512195121951219,0.04878048780487809
"F[1,1](cosen >= -1.984 -> O2_Flow >= 2.010)
",0.459,-0.343,-1.270,0.000,1.000,27,12,2,0,27,14,29,12,1.0,0.8571428571428571,0.14285714285714285,0.9310344827586207,0.9512195121951219,0.04878048780487809
"((hr <= 74.077) U[0,1] (y >= 0.188))
",0.000,-9999999.000,-9999999.000,0.000,1.000,27,11,3,0,27,14,30,11,1.0,0.7857142857142857,0.21428571428571427,0.9,0.926829268292683,0.07317073170731703
"((AF >= 0.000) U[0,1] (y >= 0.095))
",0.000,-9999999.000,-9999999.000,0.000,1.000,27,11,3,0,27,14,30,11,1.0,0.7857142857142857,0.21428571428571427,0.9,0.926829268292683,0.07317073170731703
"((hr >= 67.664) U[1,1] (MET <= 0.176))
",-2.292,0.187,21.292,0.000,1.000,26,12,2,1,27,14,28,13,0.9629629629629629,0.8571428571428571,0.14285714285714285,0.9285714285714286,0.926829268292683,0.07317073170731703
"((s8_edrk <= 0.003) U[0,1] (y >= 0.203))
",0.000,-9999999.000,-9999999.000,0.000,1.000,27,11,3,0,27,14,30,11,1.0,0.7857142857142857,0.21428571428571427,0.9,0.926829268292683,0.07317073170731703
"F[0,0](ICU_Pt_Days <= 3.727 -> LOS >= 2.565)
",0.200,-3.727,-4.274,0.000,1.000,27,11,3,0,27,14,30,11,1.0,0.7857142857142857,0.21428571428571427,0.9,0.926829268292683,0.07317073170731703
"((Mort <= 0.580) U[0,1] (TROPONIN_I <= 0.077))
",0.000,-9999999.000,-9999999.000,0.000,1.000,22,14,0,5,27,14,22,19,0.8148148148148148,1.0,0.0,1.0,0.8780487804878049,0.12195121951219512
