Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR
"G[0,0](ALKALINE_PHOSPHATASE >= 78.996 -> n_evts <= 0.685)
",0.499,-5.606,-10.387,1.000,0.000,92,13,1,0,92,14,93,13,1.0,0.9285714285714286,0.07142857142857142,0.989247311827957,0.9905660377358491,0.009433962264150941
"G[0,1](HEMOGLOBIN <= 9.915 | SBP >= 110.043)
",0.000,9999999.000,9999999.000,1.000,0.000,92,10,4,0,92,14,96,10,1.0,0.7142857142857143,0.2857142857142857,0.9583333333333334,0.9622641509433962,0.037735849056603765
"G[0,0](LOS <= 5.018 & n_edrk >= 0.679)
",1.232,0.304,-3.482,1.000,0.000,91,11,3,1,92,14,94,12,0.9891304347826086,0.7857142857142857,0.21428571428571427,0.9680851063829787,0.9622641509433962,0.037735849056603765
"G[0,1](CHLORIDE <= 100.500 | ICU_Pt_Days <= 4.522)
",0.000,9999999.000,9999999.000,1.000,0.000,92,10,4,0,92,14,96,10,1.0,0.7142857142857143,0.2857142857142857,0.9583333333333334,0.9622641509433962,0.037735849056603765
"G[0,0](AST_GOT >= 18.791 -> n_edrk >= 0.769)
",0.499,-3.698,-7.068,1.000,0.000,91,10,4,1,92,14,95,11,0.9891304347826086,0.7142857142857143,0.2857142857142857,0.9578947368421052,0.9528301886792453,0.047169811320754707
"G[0,1](ICU_Pt_Days <= 4.579 -> n_edrk >= 0.403)
",0.000,9999999.000,9999999.000,1.000,0.000,92,7,7,0,92,14,99,7,1.0,0.5,0.5,0.9292929292929293,0.9339622641509434,0.06603773584905659
"G[1,1](direct <= 0.271 & Temp <= 36.894)
",0.784,0.251,-0.170,1.000,0.000,92,7,7,0,92,14,99,7,1.0,0.5,0.5,0.9292929292929293,0.9339622641509434,0.06603773584905659
"G[0,1](lds >= 0.700 -> Temp <= 36.948)
",0.000,9999999.000,9999999.000,1.000,0.000,92,6,8,0,92,14,100,6,1.0,0.42857142857142855,0.5714285714285714,0.92,0.9245283018867925,0.07547169811320753
"G[0,1](MET <= 0.813 & SBP <= 170.730)
",0.000,9999999.000,9999999.000,1.000,0.000,92,5,9,0,92,14,101,5,1.0,0.35714285714285715,0.6428571428571429,0.9108910891089109,0.9150943396226415,0.08490566037735847
"G[0,0](n_edrk >= 0.207 & PLATELET_COUNT <= 200.331)
",1.132,-0.566,-9.890,1.000,0.000,82,13,1,10,92,14,83,23,0.8913043478260869,0.9285714285714286,0.07142857142857142,0.9879518072289156,0.8962264150943396,0.10377358490566035
"G[0,1](CHLORIDE <= 100.480 | PROTIME_INR <= 1.133)
",0.000,9999999.000,9999999.000,1.000,0.000,81,14,0,11,92,14,81,25,0.8804347826086957,1.0,0.0,1.0,0.8962264150943396,0.10377358490566035
"G[0,0](BLOOD_UREA_NITROGEN >= 31.646 & ICU_Pt_Days >= 0.309)
",1.132,-0.541,-9.026,1.000,0.000,81,13,1,11,92,14,82,24,0.8804347826086957,0.9285714285714286,0.07142857142857142,0.9878048780487805,0.8867924528301887,0.1132075471698113
"G[1,1](Glasgow_Coma_Scale_Total >= 14.781 & s8_edrk <= 0.002)
",0.410,0.002,-0.111,1.000,0.000,89,5,9,3,92,14,98,8,0.967391304347826,0.35714285714285715,0.6428571428571429,0.9081632653061225,0.8867924528301887,0.1132075471698113
"G[0,1](death >= 0.029 | SBP <= 163.406)
",0.000,9999999.000,9999999.000,1.000,0.000,92,2,12,0,92,14,104,2,1.0,0.14285714285714285,0.8571428571428571,0.8846153846153846,0.8867924528301887,0.1132075471698113
"G[0,1](cosen <= -1.129 | Glasgow_Coma_Scale_Total >= 14.849)
",0.000,9999999.000,9999999.000,1.000,0.000,92,2,12,0,92,14,104,2,1.0,0.14285714285714285,0.8571428571428571,0.8846153846153846,0.8867924528301887,0.1132075471698113
"G[0,1](hr >= 69.330 & s24_edrk >= -0.007)
",0.000,9999999.000,9999999.000,1.000,0.000,91,2,12,1,92,14,103,3,0.9891304347826086,0.14285714285714285,0.8571428571428571,0.883495145631068,0.8773584905660378,0.12264150943396224
"G[1,1](hr <= 115.162 -> PROTIME_INR <= 1.124)
",-1.077,-39.606,-22.053,1.000,0.000,81,12,2,11,92,14,83,23,0.8804347826086957,0.8571428571428571,0.14285714285714285,0.9759036144578314,0.8773584905660378,0.12264150943396224
"G[1,1](n_edrk >= 0.054 | PROTIME_INR >= 1.104)
",1.619,0.941,0.390,1.000,0.000,92,0,14,0,92,14,106,0,1.0,0.0,1.0,0.8679245283018868,0.8679245283018868,0.13207547169811318
"G[1,1](POTASSIUM >= 4.175 -> SODIUM <= 132.074)
",-2.224,-2.764,0.175,1.000,0.000,92,0,14,0,92,14,106,0,1.0,0.0,1.0,0.8679245283018868,0.8679245283018868,0.13207547169811318
"G[1,1](af <= 0.398 | hr >= 75.789)
",-1.025,1.587,17.966,1.000,0.000,92,0,14,0,92,14,106,0,1.0,0.0,1.0,0.8679245283018868,0.8679245283018868,0.13207547169811318
