Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR
"((CREATININE <= 0.862) U[0,1] (n_evts >= 0.067))
",0.000,-9999999.000,-9999999.000,0.000,1.000,173,14,0,0,173,14,173,14,1.0,1.0,0.0,1.0,1.0,0.0
"F[0,1](ICU_Pt_Days <= 3.245 -> n_evts >= 0.019)
",0.000,-9999999.000,-9999999.000,0.000,1.000,173,14,0,0,173,14,173,14,1.0,1.0,0.0,1.0,1.0,0.0
"F[1,1](CALCIUM <= 9.628 & n_evts >= 0.063)
",-9.063,-0.121,0.728,0.000,1.000,173,14,0,0,173,14,173,14,1.0,1.0,0.0,1.0,1.0,0.0
"((dfa >= 0.510) U[0,1] (ICU_Pt_Days >= 0.056))
",0.000,-9999999.000,-9999999.000,0.000,1.000,173,12,2,0,173,14,175,12,1.0,0.8571428571428571,0.14285714285714285,0.9885714285714285,0.9893048128342246,0.010695187165775444
"((MET <= 0.677) U[0,0] (tte <= -0.033))
",-0.418,0.677,1.142,0.000,1.000,173,11,3,0,173,14,176,11,1.0,0.7857142857142857,0.21428571428571427,0.9829545454545454,0.983957219251337,0.016042780748663055
"((BLOOD_UREA_NITROGEN >= 7.017) U[0,1] (tte <= -0.064))
",0.000,-9999999.000,-9999999.000,0.000,1.000,173,11,3,0,173,14,176,11,1.0,0.7857142857142857,0.21428571428571427,0.9829545454545454,0.983957219251337,0.016042780748663055
"((CALCIUM >= 9.049) U[0,0] (Mort >= 0.016))
",-0.057,0.366,0.413,0.000,1.000,173,7,7,0,173,14,180,7,1.0,0.5,0.5,0.9611111111111111,0.9625668449197861,0.03743315508021394
"((n_evts >= 0.051) U[0,0] (O2_Flow >= 2.013))
",-1.771,-0.013,1.246,0.000,1.000,173,5,9,0,173,14,182,5,1.0,0.35714285714285715,0.6428571428571429,0.9505494505494505,0.9518716577540107,0.048128342245989275
"((direct >= 0.036) U[1,2] (O2_Flow <= 4.900))
",0.000,-9999999.000,-9999999.000,0.000,1.000,173,5,4,5,178,9,177,10,0.9719101123595506,0.5555555555555556,0.4444444444444444,0.9774011299435028,0.9518716577540107,0.048128342245989275
"F[0,0](n_edrk >= 0.595 & tte <= -0.006)
",0.721,-0.029,-0.335,0.000,1.000,173,3,11,0,173,14,184,3,1.0,0.21428571428571427,0.7857142857142857,0.9402173913043478,0.9411764705882353,0.05882352941176472
"((AF >= 0.004) U[1,1] (PROTIME_INR <= 2.397))
",-1.629,0.402,1.197,0.000,1.000,173,2,12,0,173,14,185,2,1.0,0.14285714285714285,0.8571428571428571,0.9351351351351351,0.9358288770053476,0.06417112299465244
"((AF >= 0.003) U[1,1] (CREATININE >= 0.706))
",-1.646,0.100,0.408,0.000,1.000,173,2,12,0,173,14,185,2,1.0,0.14285714285714285,0.8571428571428571,0.9351351351351351,0.9358288770053476,0.06417112299465244
"((death >= 0.017) U[1,1] (y <= 0.557))
",0.465,0.557,0.350,0.000,1.000,173,2,12,0,173,14,185,2,1.0,0.14285714285714285,0.8571428571428571,0.9351351351351351,0.9358288770053476,0.06417112299465244
"((death >= 0.014) U[1,2] (Resp >= 12.417))
",0.000,-9999999.000,-9999999.000,0.000,1.000,173,2,10,2,175,12,183,4,0.9885714285714285,0.16666666666666666,0.8333333333333334,0.9453551912568307,0.9358288770053476,0.06417112299465244
"F[0,0](CHLORIDE > 102.648 & y = 0.199)
",1.844,-0.293,-0.757,0.000,1.000,173,0,14,0,173,14,187,0,1.0,0.0,1.0,0.9251336898395722,0.9251336898395722,0.07486631016042777
"((SpO2 <= 98.359) U[0,1] (y = 0.963))
",0.000,-9999999.000,-9999999.000,0.000,1.000,173,0,14,0,173,14,187,0,1.0,0.0,1.0,0.9251336898395722,0.9251336898395722,0.07486631016042777
"F[0,1](n_edrk > 0.725 & y = 0.678)
",0.000,-9999999.000,-9999999.000,0.000,1.000,173,0,14,0,173,14,187,0,1.0,0.0,1.0,0.9251336898395722,0.9251336898395722,0.07486631016042777
"((hr >= 89.013) U[1,1] (y = 0.335))
",-0.206,4.426,7.981,0.000,1.000,173,0,14,0,173,14,187,0,1.0,0.0,1.0,0.9251336898395722,0.9251336898395722,0.07486631016042777
"((BLOOD_UREA_NITROGEN <= 19.627) U[1,1] (MET >= 0.005))
",1.813,9.979,0.138,0.000,1.000,173,0,14,0,173,14,187,0,1.0,0.0,1.0,0.9251336898395722,0.9251336898395722,0.07486631016042777
"F[0,1](PLATELET_COUNT < 400.535 & y = 0.629)
",0.000,-9999999.000,-9999999.000,0.000,1.000,173,0,14,0,173,14,187,0,1.0,0.0,1.0,0.9251336898395722,0.9251336898395722,0.07486631016042777
"F[0,1](srr >= 0.009 & y = 0.587)
",0.000,-9999999.000,-9999999.000,0.000,1.000,173,0,14,0,173,14,187,0,1.0,0.0,1.0,0.9251336898395722,0.9251336898395722,0.07486631016042777
"((lds <= 1.868) U[0,1] (y = 0.533))
",0.000,-9999999.000,-9999999.000,0.000,1.000,173,0,14,0,173,14,187,0,1.0,0.0,1.0,0.9251336898395722,0.9251336898395722,0.07486631016042777
"F[0,0](s8_edrk <= 0.001 & y = 0.008)
",1.581,-0.008,-0.711,0.000,1.000,173,0,14,0,173,14,187,0,1.0,0.0,1.0,0.9251336898395722,0.9251336898395722,0.07486631016042777
"((s24_edrk >= -0.007) U[0,1] (y = 0.663))
",0.000,-9999999.000,-9999999.000,0.000,1.000,173,0,14,0,173,14,187,0,1.0,0.0,1.0,0.9251336898395722,0.9251336898395722,0.07486631016042777
"F[0,0](direct >= 0.011 & y = 0.102)
",1.581,-0.102,-0.671,0.000,1.000,173,0,14,0,173,14,187,0,1.0,0.0,1.0,0.9251336898395722,0.9251336898395722,0.07486631016042777
"((WHITE_BLOOD_CELL_COUNT <= 10.384) U[0,1] (y = 0.528))
",0.000,-9999999.000,-9999999.000,0.000,1.000,173,0,14,0,173,14,187,0,1.0,0.0,1.0,0.9251336898395722,0.9251336898395722,0.07486631016042777
"F[1,1](Resp >= 17.524 & y = 0.591)
",0.237,-0.840,-1.351,0.000,1.000,173,0,14,0,173,14,187,0,1.0,0.0,1.0,0.9251336898395722,0.9251336898395722,0.07486631016042777
"F[0,0](ALKALINE_PHOSPHATASE <= 91.000 -> y = 0.871)
",0.000,0.000,0.000,0.000,1.000,173,0,14,0,173,14,187,0,1.0,0.0,1.0,0.9251336898395722,0.9251336898395722,0.07486631016042777
"F[0,0](SODIUM >= 138.163 & tte <= -0.013)
",1.944,-0.254,-1.163,0.000,1.000,173,0,14,0,173,14,187,0,1.0,0.0,1.0,0.9251336898395722,0.9251336898395722,0.07486631016042777
"((dfa < 0.811) U[1,1] (y = 0.356))
",-0.012,0.210,0.214,0.000,1.000,173,0,14,0,173,14,187,0,1.0,0.0,1.0,0.9251336898395722,0.9251336898395722,0.07486631016042777
"((TROPONIN_I > 0.060) U[0,0] (y = 0.306))
",0.000,0.000,0.000,0.000,1.000,173,0,14,0,173,14,187,0,1.0,0.0,1.0,0.9251336898395722,0.9251336898395722,0.07486631016042777
"((PHOSPHORUS <= 3.318) U[1,1] (y >= 0.004))
",-0.580,0.218,0.710,0.000,1.000,173,0,14,0,173,14,187,0,1.0,0.0,1.0,0.9251336898395722,0.9251336898395722,0.07486631016042777
"((MET >= 0.002) U[0,1] (death = 0.021))
",0.000,-9999999.000,-9999999.000,0.000,1.000,173,0,14,0,173,14,187,0,1.0,0.0,1.0,0.9251336898395722,0.9251336898395722,0.07486631016042777
"((af >= 0.004) U[1,1] (direct <= 0.102))
",1.155,0.102,0.041,0.000,1.000,172,0,14,1,173,14,186,1,0.9942196531791907,0.0,1.0,0.9247311827956989,0.9197860962566845,0.0802139037433155
"((af >= 0.005) U[1,2] (y <= 0.190))
",0.000,-9999999.000,-9999999.000,0.000,1.000,172,0,5,10,182,5,177,10,0.945054945054945,0.0,1.0,0.9717514124293786,0.9197860962566845,0.0802139037433155
"F[1,1](cosen >= -2.477 -> y = 0.824)
",0.264,-0.240,-0.365,0.000,1.000,170,0,14,3,173,14,184,3,0.9826589595375722,0.0,1.0,0.9239130434782609,0.9090909090909091,0.09090909090909094
"F[0,1](direct >= 0.011 | n_edrk <= 0.940)
",0.000,-9999999.000,-9999999.000,0.000,1.000,143,14,0,30,173,14,143,44,0.8265895953757225,1.0,0.0,1.0,0.839572192513369,0.160427807486631
"((HEMOGLOBIN <= 9.503) U[0,0] (n_edrk <= 0.982))
",0.047,0.764,0.721,0.000,1.000,143,13,1,30,173,14,144,43,0.8265895953757225,0.9285714285714286,0.07142857142857142,0.9930555555555556,0.8342245989304813,0.1657754010695187
"F[0,1](CHLORIDE <= 105.498 & Glasgow_Coma_Scale_Total <= 14.705)
",0.000,-9999999.000,-9999999.000,0.000,1.000,152,4,10,21,173,14,162,25,0.8786127167630058,0.2857142857142857,0.7142857142857143,0.9382716049382716,0.8342245989304813,0.1657754010695187
"((cosen >= -2.249) U[0,1] (n_edrk <= 0.958))
",0.000,-9999999.000,-9999999.000,0.000,1.000,141,14,0,32,173,14,141,46,0.815028901734104,1.0,0.0,1.0,0.8288770053475936,0.17112299465240643
"((death >= 0.005) U[0,1] (n_edrk <= 0.957))
",0.000,-9999999.000,-9999999.000,0.000,1.000,141,14,0,32,173,14,141,46,0.815028901734104,1.0,0.0,1.0,0.8288770053475936,0.17112299465240643
"F[0,1](CREATININE <= 0.862 -> MET >= 0.004)
",0.000,-9999999.000,-9999999.000,0.000,1.000,138,14,0,35,173,14,138,49,0.7976878612716763,1.0,0.0,1.0,0.8128342245989305,0.1871657754010695
"((death >= 0.008) U[1,2] (hr >= 80.153))
",0.000,-9999999.000,-9999999.000,0.000,1.000,142,4,10,31,173,14,152,35,0.8208092485549133,0.2857142857142857,0.7142857142857143,0.9342105263157895,0.7807486631016043,0.2192513368983957
"F[0,0](MAGNESIUM >= 1.713 & PARTIAL_THROMBOPLASTIN_TIME >= 24.455)
",-2.263,-0.051,0.287,0.000,1.000,127,14,0,46,173,14,127,60,0.7341040462427746,1.0,0.0,1.0,0.7540106951871658,0.2459893048128342
"F[0,0]((af <= 0.663 | AF <= 0.314) & cosen >= -2.222)
",-0.441,-0.039,0.139,0.000,1.000,134,7,7,39,173,14,141,46,0.7745664739884393,0.5,0.5,0.950354609929078,0.7540106951871658,0.2459893048128342
"F[1,1](cosen >= -2.339 -> y >= 0.034)
",0.954,-0.113,-0.711,0.000,1.000,125,9,5,48,173,14,130,57,0.7225433526011561,0.6428571428571429,0.35714285714285715,0.9615384615384616,0.7165775401069518,0.28342245989304815
"F[0,1](BLOOD_UREA_NITROGEN <= 15.462 & CREATININE >= 0.702)
",0.000,-9999999.000,-9999999.000,0.000,1.000,134,0,14,39,173,14,148,39,0.7745664739884393,0.0,1.0,0.9054054054054054,0.7165775401069518,0.28342245989304815
"F[0,1](ICU_Pt_Days <= 1.438 -> PHOSPHORUS <= 3.272)
",0.000,-9999999.000,-9999999.000,0.000,1.000,120,10,4,53,173,14,124,63,0.6936416184971098,0.7142857142857143,0.2857142857142857,0.967741935483871,0.6951871657754011,0.3048128342245989
"F[0,1](HEMOGLOBIN <= 9.819 -> PLATELET_COUNT <= 345.616)
",0.000,-9999999.000,-9999999.000,0.000,1.000,110,14,0,63,173,14,110,77,0.6358381502890174,1.0,0.0,1.0,0.6631016042780749,0.33689839572192515
"F[0,1](MAGNESIUM >= 1.703 | n_evts >= 0.044)
",0.000,-9999999.000,-9999999.000,0.000,1.000,110,14,0,63,173,14,110,77,0.6358381502890174,1.0,0.0,1.0,0.6631016042780749,0.33689839572192515
"((PARTIAL_THROMBOPLASTIN_TIME <= 33.153) U[0,1] (SODIUM <= 141.955))
",0.000,-9999999.000,-9999999.000,0.000,1.000,110,14,0,63,173,14,110,77,0.6358381502890174,1.0,0.0,1.0,0.6631016042780749,0.33689839572192515
