Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR
"((Glasgow_Coma_Scale_Total >= 14.061) U[0,1] (ICU_Pt_Days >= 1.190))
",0.000,-9999999.000,-9999999.000,0.000,1.000,86,12,2,0,86,14,88,12,1.0,0.8571428571428571,0.14285714285714285,0.9772727272727273,0.98,0.020000000000000018
"((PARTIAL_THROMBOPLASTIN_TIME >= 28.851) U[0,1] (y >= 0.037))
",0.000,-9999999.000,-9999999.000,0.000,1.000,86,11,3,0,86,14,89,11,1.0,0.7857142857142857,0.21428571428571427,0.9662921348314607,0.97,0.030000000000000027
"((HEMOGLOBIN >= 10.281) U[0,0] (tte <= -0.062))
",-0.876,0.085,1.466,0.000,1.000,86,11,3,0,86,14,89,11,1.0,0.7857142857142857,0.21428571428571427,0.9662921348314607,0.97,0.030000000000000027
"F[0,1](n_evts >= 0.041 & SpO2 <= 97.334)
",0.000,-9999999.000,-9999999.000,0.000,1.000,86,10,4,0,86,14,90,10,1.0,0.7142857142857143,0.2857142857142857,0.9555555555555556,0.96,0.040000000000000036
"F[0,0](Pulse <= 112.224 & tte <= -0.120)
",-0.637,-0.120,1.073,0.000,1.000,86,7,7,0,86,14,93,7,1.0,0.5,0.5,0.9247311827956989,0.93,0.06999999999999995
"((Glasgow_Coma_Scale_Total <= 14.983) U[1,1] (O2_Flow <= 5.963))
",0.425,4.126,3.821,0.000,1.000,86,4,10,0,86,14,96,4,1.0,0.2857142857142857,0.7142857142857143,0.8958333333333334,0.9,0.09999999999999998
"F[0,1](s2_edrk <= 0.002 -> y = 0.836)
",0.000,-9999999.000,-9999999.000,0.000,1.000,86,4,10,0,86,14,96,4,1.0,0.2857142857142857,0.7142857142857143,0.8958333333333334,0.9,0.09999999999999998
"((death >= 0.004) U[1,2] (Resp >= 15.373))
",0.000,-9999999.000,-9999999.000,0.000,1.000,86,3,9,2,88,12,95,5,0.9772727272727273,0.25,0.75,0.9052631578947369,0.89,0.10999999999999999
"F[0,1](LOS >= 2.398 -> MET >= 0.019)
",0.000,-9999999.000,-9999999.000,0.000,1.000,86,3,11,0,86,14,97,3,1.0,0.21428571428571427,0.7857142857142857,0.8865979381443299,0.89,0.10999999999999999
"((Resp < 21.933) U[0,0] (y = 0.650))
",-0.082,2.646,3.076,0.000,1.000,86,0,14,0,86,14,100,0,1.0,0.0,1.0,0.86,0.86,0.14
