Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR,Class
"((death >= 0.062) U[0,1] (n_evts >= 0.170))
",0.000,-9999999.000,-9999999.000,0.000,1.000,32,14,0,0,32,14,32,14,1.0,1.0,0.0,1.0,1.0,0.0,-1
"F[0,1](ICU_Pt_Days <= 1.700 -> n_evts >= 0.066)
",0.000,-9999999.000,-9999999.000,0.000,1.000,32,14,0,0,32,14,32,14,1.0,1.0,0.0,1.0,1.0,0.0,-1
"F[0,0](Glasgow_Coma_Scale_Total <= 14.976 | LOS >= 0.159)
",-1.994,-0.024,7.984,0.000,1.000,32,13,1,0,32,14,33,13,1.0,0.9285714285714286,0.07142857142857142,0.9696969696969697,0.9782608695652174,0.021739130434782594,-1
"G[0,0](hr <= 75.290 & s8_edrk >= -0.003)
",1.794,0.003,-22.274,1.000,0.000,32,13,1,0,32,14,33,13,1.0,0.9285714285714286,0.07142857142857142,0.9696969696969697,0.9782608695652174,0.021739130434782594,1
"((Mort >= 0.013) U[0,1] (O2_Flow <= 3.872))
",0.000,-9999999.000,-9999999.000,0.000,1.000,32,12,2,0,32,14,34,12,1.0,0.8571428571428571,0.14285714285714285,0.9411764705882353,0.9565217391304348,0.04347826086956519,-1
"((Resp >= 15.140) U[0,1] (tte <= -0.059))
",0.000,-9999999.000,-9999999.000,0.000,1.000,32,12,2,0,32,14,34,12,1.0,0.8571428571428571,0.14285714285714285,0.9411764705882353,0.9565217391304348,0.04347826086956519,-1
"F[1,1](ICU_Pt_Days <= 4.156 -> Mort >= 0.025)
",-2.069,-4.156,-1.339,0.000,1.000,32,12,2,0,32,14,34,12,1.0,0.8571428571428571,0.14285714285714285,0.9411764705882353,0.9565217391304348,0.04347826086956519,-1
"((LOS >= 0.620) U[1,2] (Pulse <= 111.573))
",0.000,-9999999.000,-9999999.000,0.000,1.000,32,12,0,2,34,12,32,14,0.9411764705882353,1.0,0.0,1.0,0.9565217391304348,0.04347826086956519,-1
"G[0,1](edrk >= 17.356 & s2_edrk >= -0.003)
",0.000,9999999.000,9999999.000,1.000,0.000,31,12,2,1,32,14,33,13,0.96875,0.8571428571428571,0.14285714285714285,0.9393939393939394,0.9347826086956522,0.06521739130434778,1
"F[0,1](lds >= 0.443 -> n_evts >= 0.004)
",0.000,-9999999.000,-9999999.000,0.000,1.000,29,14,0,3,32,14,29,17,0.90625,1.0,0.0,1.0,0.9347826086956522,0.06521739130434778,-1
"G[0,1](direct <= 0.604 & edrk >= 15.408)
",0.000,9999999.000,9999999.000,1.000,0.000,32,11,3,0,32,14,35,11,1.0,0.7857142857142857,0.21428571428571427,0.9142857142857143,0.9347826086956522,0.06521739130434778,1
"F[0,1](LOS >= 0.736 & srr >= 0.037)
",0.000,-9999999.000,-9999999.000,0.000,1.000,32,11,3,0,32,14,35,11,1.0,0.7857142857142857,0.21428571428571427,0.9142857142857143,0.9347826086956522,0.06521739130434778,-1
"F[0,1](s2_edrk >= -0.003 -> y >= 0.161)
",0.000,-9999999.000,-9999999.000,0.000,1.000,32,11,3,0,32,14,35,11,1.0,0.7857142857142857,0.21428571428571427,0.9142857142857143,0.9347826086956522,0.06521739130434778,-1
"G[0,1](dfa >= 0.688 & TROPONIN_I >= 0.060)
",0.000,9999999.000,9999999.000,1.000,0.000,30,12,2,2,32,14,32,14,0.9375,0.8571428571428571,0.14285714285714285,0.9375,0.9130434782608695,0.08695652173913049,1
"G[1,1](ICU_Pt_Days <= 1.348 & s24_hr <= 0.002)
",1.273,0.001,-2.180,1.000,0.000,32,10,4,0,32,14,36,10,1.0,0.7142857142857143,0.2857142857142857,0.8888888888888888,0.9130434782608695,0.08695652173913049,1
"((s2_hr >= -0.002) U[0,1] (tte <= -0.162))
",0.000,-9999999.000,-9999999.000,0.000,1.000,32,10,4,0,32,14,36,10,1.0,0.7142857142857143,0.2857142857142857,0.8888888888888888,0.9130434782608695,0.08695652173913049,-1
"((ICU_Pt_Days >= 0.064) U[1,2] (Pulse <= 107.620))
",0.000,-9999999.000,-9999999.000,0.000,1.000,32,10,2,2,34,12,34,12,0.9411764705882353,0.8333333333333334,0.16666666666666666,0.9411764705882353,0.9130434782608695,0.08695652173913049,-1
"((SBP >= 114.892) U[0,1] (tte <= -0.234))
",0.000,-9999999.000,-9999999.000,0.000,1.000,32,10,4,0,32,14,36,10,1.0,0.7142857142857143,0.2857142857142857,0.8888888888888888,0.9130434782608695,0.08695652173913049,-1
"G[0,0](Glasgow_Coma_Scale_Total <= 14.946 | n_evts <= 0.318)
",0.189,0.318,0.232,1.000,0.000,32,9,5,0,32,14,37,9,1.0,0.6428571428571429,0.35714285714285715,0.8648648648648649,0.8913043478260869,0.10869565217391308,1
"G[0,0](af >= 0.005 | O2_Flow >= 3.377)
",0.020,0.623,0.603,1.000,0.000,32,9,5,0,32,14,37,9,1.0,0.6428571428571429,0.35714285714285715,0.8648648648648649,0.8913043478260869,0.10869565217391308,1
"((lds >= 0.816) U[1,1] (n_edrk <= 0.984))
",-1.303,0.189,0.987,0.000,1.000,31,10,4,1,32,14,35,11,0.96875,0.7142857142857143,0.2857142857142857,0.8857142857142857,0.8913043478260869,0.10869565217391308,-1
"F[0,1](LOS <= 5.241 & tte <= -0.084)
",0.000,-9999999.000,-9999999.000,0.000,1.000,32,9,5,0,32,14,37,9,1.0,0.6428571428571429,0.35714285714285715,0.8648648648648649,0.8913043478260869,0.10869565217391308,-1
"((CREATININE >= 1.100) U[1,1] (hr >= 67.007))
",-2.054,0.264,28.956,0.000,1.000,27,14,0,5,32,14,27,19,0.84375,1.0,0.0,1.0,0.8913043478260869,0.10869565217391308,-1
"((Temp >= 36.354) U[0,0] (tte <= -0.180))
",-0.727,0.423,0.768,0.000,1.000,32,9,5,0,32,14,37,9,1.0,0.6428571428571429,0.35714285714285715,0.8648648648648649,0.8913043478260869,0.10869565217391308,-1
"((SBP >= 96.111) U[0,0] (y >= 0.192))
",0.259,37.264,29.592,0.000,1.000,32,9,5,0,32,14,37,9,1.0,0.6428571428571429,0.35714285714285715,0.8648648648648649,0.8913043478260869,0.10869565217391308,-1
"G[0,0](lds >= 0.751 -> O2_Flow >= 3.103)
",0.657,-0.897,-1.387,1.000,0.000,32,9,5,0,32,14,37,9,1.0,0.6428571428571429,0.35714285714285715,0.8648648648648649,0.8913043478260869,0.10869565217391308,1
"((CREATININE <= 1.100) U[1,1] (lds >= 0.959))
",-0.948,0.112,0.729,0.000,1.000,26,14,0,6,32,14,26,20,0.8125,1.0,0.0,1.0,0.8695652173913043,0.13043478260869568,-1
"G[1,1](LOS <= 6.648 & SpO2 >= 96.257)
",0.635,0.680,-1.467,1.000,0.000,28,12,2,4,32,14,30,16,0.875,0.8571428571428571,0.14285714285714285,0.9333333333333333,0.8695652173913043,0.13043478260869568,1
"G[0,1](cosen >= -2.263 -> ICU_Pt_Days <= 4.627)
",0.000,9999999.000,9999999.000,1.000,0.000,32,8,6,0,32,14,38,8,1.0,0.5714285714285714,0.42857142857142855,0.8421052631578947,0.8695652173913043,0.13043478260869568,1
"G[0,1](AF <= 0.088 & Resp <= 21.771)
",0.000,9999999.000,9999999.000,1.000,0.000,32,7,7,0,32,14,39,7,1.0,0.5,0.5,0.8205128205128205,0.8478260869565217,0.15217391304347827,1
"((death <= 0.372) U[1,1] (tte <= -0.038))
",-1.144,0.372,0.551,0.000,1.000,32,7,7,0,32,14,39,7,1.0,0.5,0.5,0.8205128205128205,0.8478260869565217,0.15217391304347827,-1
"F[0,0](cosen <= -1.866 & direct >= 0.089)
",-0.974,-0.090,0.151,0.000,1.000,32,7,7,0,32,14,39,7,1.0,0.5,0.5,0.8205128205128205,0.8478260869565217,0.15217391304347827,-1
"F[1,1](hr <= 110.360 & n_edrk <= 0.826)
",0.278,-0.128,-1.122,0.000,1.000,31,8,6,1,32,14,37,9,0.96875,0.5714285714285714,0.42857142857142855,0.8378378378378378,0.8478260869565217,0.15217391304347827,-1
"F[0,0](n_edrk <= 0.831 & srr <= 0.143)
",-0.992,-0.153,0.014,0.000,1.000,29,10,4,3,32,14,33,13,0.90625,0.7142857142857143,0.2857142857142857,0.8787878787878788,0.8478260869565217,0.15217391304347827,-1
"((ICU_Pt_Days >= 0.092) U[1,1] (tte <= -0.178))
",-1.863,-0.092,3.337,0.000,1.000,32,6,8,0,32,14,40,6,1.0,0.42857142857142855,0.5714285714285714,0.8,0.8260869565217391,0.17391304347826086,-1
"((direct >= 0.007) U[1,2] (s8_hr >= -0.002))
",0.000,-9999999.000,-9999999.000,0.000,1.000,31,7,7,1,32,14,38,8,0.96875,0.5,0.5,0.8157894736842105,0.8260869565217391,0.17391304347826086,-1
"((Mort <= 0.162) U[1,1] (y >= 0.064))
",-1.803,0.162,0.793,0.000,1.000,32,6,8,0,32,14,40,6,1.0,0.42857142857142855,0.5714285714285714,0.8,0.8260869565217391,0.17391304347826086,-1
"((dfa >= 0.724) U[0,1] (hr >= 63.151))
",0.000,-9999999.000,-9999999.000,0.000,1.000,24,14,0,8,32,14,24,22,0.75,1.0,0.0,1.0,0.8260869565217391,0.17391304347826086,-1
"((n_edrk <= 0.989) U[1,2] (s24_edrk >= -0.001))
",0.000,-9999999.000,-9999999.000,0.000,1.000,26,12,2,6,32,14,28,18,0.8125,0.8571428571428571,0.14285714285714285,0.9285714285714286,0.8260869565217391,0.17391304347826086,-1
"G[0,0](n_edrk >= 0.753 | SpO2 >= 96.266)
",-0.410,0.703,1.279,1.000,0.000,31,6,8,1,32,14,39,7,0.96875,0.42857142857142855,0.5714285714285714,0.7948717948717948,0.8043478260869565,0.19565217391304346,1
"((AF >= 0.016) U[0,1] (hr >= 61.877))
",0.000,-9999999.000,-9999999.000,0.000,1.000,23,14,0,9,32,14,23,23,0.71875,1.0,0.0,1.0,0.8043478260869565,0.19565217391304346,-1
"((edrk <= 24.400) U[0,1] (Glasgow_Coma_Scale_Total <= 14.951))
",0.000,-9999999.000,-9999999.000,0.000,1.000,32,5,9,0,32,14,41,5,1.0,0.35714285714285715,0.6428571428571429,0.7804878048780488,0.8043478260869565,0.19565217391304346,-1
"((cosen >= -2.196) U[0,1] (Glasgow_Coma_Scale_Total <= 14.973))
",0.000,-9999999.000,-9999999.000,0.000,1.000,32,5,9,0,32,14,41,5,1.0,0.35714285714285715,0.6428571428571429,0.7804878048780488,0.8043478260869565,0.19565217391304346,-1
"((dfa <= 0.944) U[0,1] (Glasgow_Coma_Scale_Total <= 14.941))
",0.000,-9999999.000,-9999999.000,0.000,1.000,32,5,9,0,32,14,41,5,1.0,0.35714285714285715,0.6428571428571429,0.7804878048780488,0.8043478260869565,0.19565217391304346,-1
"((Mort >= 0.087) U[1,1] (Temp <= 37.020))
",-0.086,0.267,0.333,0.000,1.000,32,5,9,0,32,14,41,5,1.0,0.35714285714285715,0.6428571428571429,0.7804878048780488,0.8043478260869565,0.19565217391304346,-1
"((af >= 0.003) U[0,1] (Glasgow_Coma_Scale_Total <= 14.996))
",0.000,-9999999.000,-9999999.000,0.000,1.000,32,5,9,0,32,14,41,5,1.0,0.35714285714285715,0.6428571428571429,0.7804878048780488,0.8043478260869565,0.19565217391304346,-1
"G[0,1](af <= 0.154 & SpO2 <= 99.661)
",0.000,9999999.000,9999999.000,1.000,0.000,32,5,9,0,32,14,41,5,1.0,0.35714285714285715,0.6428571428571429,0.7804878048780488,0.8043478260869565,0.19565217391304346,1
"((n_evts >= 0.283) U[1,2] (s2_hr >= -0.001))
",0.000,-9999999.000,-9999999.000,0.000,1.000,23,13,1,9,32,14,24,22,0.71875,0.9285714285714286,0.07142857142857142,0.9583333333333334,0.782608695652174,0.21739130434782605,-1
"((Glasgow_Coma_Scale_Total <= 14.974) U[1,1] (Temp <= 36.773))
",-0.175,0.081,0.181,0.000,1.000,32,4,10,0,32,14,42,4,1.0,0.2857142857142857,0.7142857142857143,0.7619047619047619,0.782608695652174,0.21739130434782605,-1
"G[0,1](af <= 0.352 & MET <= 0.543)
",0.000,9999999.000,9999999.000,1.000,0.000,32,4,10,0,32,14,42,4,1.0,0.2857142857142857,0.7142857142857143,0.7619047619047619,0.782608695652174,0.21739130434782605,1
"G[0,1](af <= 0.293 & edrk >= 11.888)
",0.000,9999999.000,9999999.000,1.000,0.000,32,4,10,0,32,14,42,4,1.0,0.2857142857142857,0.7142857142857143,0.7619047619047619,0.782608695652174,0.21739130434782605,1
"G[0,1](n_edrk >= 0.611 -> O2_Flow >= 2.222)
",0.000,9999999.000,9999999.000,1.000,0.000,32,4,10,0,32,14,42,4,1.0,0.2857142857142857,0.7142857142857143,0.7619047619047619,0.782608695652174,0.21739130434782605,1
"G[0,0](s2_edrk >= -0.007 & SBP <= 142.544)
",0.408,0.007,-5.774,1.000,0.000,32,4,10,0,32,14,42,4,1.0,0.2857142857142857,0.7142857142857143,0.7619047619047619,0.782608695652174,0.21739130434782605,1
"G[0,1](lds >= 0.410 & s2_edrk <= 0.002)
",0.000,9999999.000,9999999.000,1.000,0.000,31,4,10,1,32,14,41,5,0.96875,0.2857142857142857,0.7142857142857143,0.7560975609756098,0.7608695652173914,0.23913043478260865,1
